id_persona	forma	interval_escolta	clip	sha256	coincidencia_small	coincidencia_base	consens_textual	text_small	text_base
pa-039	evidentment	184.17-188.67	clips/pa-039__evidentment__184.17.wav	4d885928def64ec7bb908b5d67d18fcc1a632af33430663fbe409d0854c72f54	sí	no	no	Evidentment, la siniciatura, claro.	i viuen la silnicatura, clar, que és la gent.
pa-040	evidentment	103.93-106.95	clips/pa-040__evidentment__103.93.wav	0a8352575dcb431d01399f17d08b13d39e8a37be6070f68f1b0b18a07f6d698e	sí	sí	sí	que es poden fer més en positiu.  Evidentment hauria sigut un daltabaix,	El que passa és que no s'han positiu.  Evidentment, hagués sigut un dalt a baix, que si no s'hagués.
pa-041	evidentment	353.25-360.75	clips/pa-041__evidentment__353.25.wav	2d5d8e7dfe88d737da80df58dad2a0fde0e0f18de6f07507113d9703304e9c28	sí	sí	sí	amb la responsabilitat, amb les persones que hi treballàvem, evidentment,  per dir, és que això no és una cosa per ara,	una concebilitat amb les persones que hi treballaven evidentment.  Per dir, bueno, és que això no és una cosa per ara.
pa-045	evidentment	290.13-298.31	clips/pa-045__evidentment__290.13.wav	c24d3885c6cb09b8e089ded26fac1df462068c9ae1e9b4d948e9307ea9c3bf93	sí	sí	sí	que tenen senyor o, evidentment,  en una sèrie de condicions molt clares,  d'un nombre de persones.	que tenen senyar-ho, evidentment, amb una sèrie de condicions molt clares,  perquè hi ha nombre de persones.
pa-046	evidentment	705.69-711.03	clips/pa-046__evidentment__705.69.wav	52122562e30025725d236858944055360ebbcab26505706b859da779634a5aec	no	no	no	que es podria fer a l'estat espanyol.	que es posa a la lluita.
pa-049	evidentment	117.17-126.51	clips/pa-049__evidentment__117.17.wav	8a788c806eda6852d5e3be7657d05e92c25b293cc8a6ba24f1be7f09bb1b8617	sí	no	no	Volem arrancar el moment primer,  el primer fil del teu contacte amb la vida,  que evidentment és el lloc on...	No ho sé, no ho sé, no ho sé.
pa-055	evidentment	1644.01-1651.31	clips/pa-055__evidentment__1644.01.wav	e6d3db4c6e1e754db78913c2baaa29fd138e063e6afbdd6ff0e9c1ce714c16ad	sí	sí	sí	que dintre d'això hi havia punts essencials, evidentment,	que dintre de això hi havia punts essencials, evidentment, de les libertades.
pa-056	evidentment	43.45-48.59	clips/pa-056__evidentment__43.45.wav	09dcc9eb778bfd5d9f45bcd5ca185c0c89c9aadfd03d4e0de98e63bb43458bce	sí	sí	sí	com estaven, doncs evidentment no era el nostre tarannà,  per almenys el meu.	com estaven, evidentment no era el nostre tarant nou,  per la menys del meu.
pa-059	evidentment	152.13-162.03	clips/pa-059__evidentment__152.13.wav	54c4fd53452593e2320033e7bdf759fba890a8885fa76b9599c25224769a11b5	sí	no	no	Evidentment, amb coses diferents perquè penso que el que era la part d'endorra la vella i escaldes era en potser...	No sé si això no és un llibre.  No sé si això no és un llibre.  Per què penso que la part endorra de la vella i escàldez
pa-061	evidentment	672.69-677.43	clips/pa-061__evidentment__672.69.wav	da1fae8a0550bf441d3b25ac4671a7766b80593b26baeda24f8f4d57d0910889	sí	sí	sí	i després hi havia el factor, evidentment, diferent.  Se'l deprem, clar, que no.	d'aquestes d'origen, i després hi havia el factor i, evidentment,  diferent sal de prou, la barca.
pa-062	evidentment	163.29-166.67	clips/pa-062__evidentment__163.29.wav	5081a3d7f5256edf099925b73f40ae2843e0ef93df7a1af1ad0076b10a126d45	no	no	no	però també cultivar.	M'he cultivat.  Proto-me cultivat. Comenceu per alguna cosa tan...
pa-064	evidentment	485.89-491.71	clips/pa-064__evidentment__485.89.wav	d43b8ed4624d8891d1a2c0f9311c614e19afbd7a307ad5bd0dd2507db91038da	no	sí	no	Té molts grups.	Tés, evidentment, vostè deu tindrem els recursos dolents,  però també un moment.
pa-066	evidentment	89.75-95.41	clips/pa-066__evidentment__89.75.wav	94cdda4106aec814c3eb0cadccda1203eda24a19f2ecbd4c692d6c8c8130aeba	sí	no	no	evidentment tota la part del sota em va quedar absolutament inundat.	d'aquesta part de l'estat i de l'estat de l'estat.
pa-003	diguem	212.85-219.51	clips/pa-003__diguem__212.85.wav	de6d76cc285b1f0330aa259fd8776bda7c0dc3965c864084d6961c65b940ce68	no	sí	no	Aquesta és la primera acció d'ordre polític.	Aquesta és la primera acció, diguem un d'ordre polític.
pa-006	diguem	530.25-535.75	clips/pa-006__diguem__530.25.wav	ea5bb328b7da36c15773be969d856276ce7d7e48e2eb09621b0c2bcd669662e2	sí	no	no	modernes. Les primeres instal·lacions de producció elèctrica, diguem endorra,	moderns, les primeres instal·lacions i de producció elèctric que digui a d'Andorra,
pa-007	diguem	585.25-591.75	clips/pa-007__diguem__585.25.wav	c70b6b51a669d6fb01dabdca4e6938a74bdc2008c6bfff1d1247242c25a4f16c	sí	sí	sí	per la frontera, diguem que es va generar un debat força encès a les courses espanyoles.	per la funtera, diguem que es va generar un debat força en ces a les corses penones.  I aquí...
pa-008	diguem	374.25-379.75	clips/pa-008__diguem__374.25.wav	9e49fc98f3b1d2bdcffb9bb5b8c6dfbed1c58e20f752f21e3dd13cb60f524e55	no	sí	no	de Carlet.  Diríem que pràcticament la definició de les falles d'Andorra és absurda.	de la carlet. Diguem que pràcticament la definició de les falles d'endorra és absurder.
pa-009	diguem	60.25-66.75	clips/pa-009__diguem__60.25.wav	f505a5bffc7ef89a153b867745d73bcbd77b389eff390bf8bf7b9f836b8e20a5	no	sí	no	que seria l'aliació perfecta per tenir una bona sonoritat.	que seria l'aliació perfecta, diguem-ne, per tenir una bona sonoritat.
pa-018	diguem	715.49-721.19	clips/pa-018__diguem__715.49.wav	41bfe21a8110960c70025ef311d48cb52313f70b28d4238188295de0015226f5	sí	sí	sí	que els altres que se'ns va anar apropant, diguem,  però vosaltres realment voleu fer això,  és que vosaltres...	que sense anar a propant, diguem, però vosaltres realment volen fer això.  És que vosaltres realment volen fer això.
pa-019	diguem	109.25-113.75	clips/pa-019__diguem__109.25.wav	d6cc52cc133929929579dc7615f84bd18a4b38c989acd3d848c7c49c41c4d42e	sí	sí	sí	I va haver una certa, diguem-ne, un bon feeling, no?	I m'ha aviat una certa, diguem-ne, un bon fillig, no?
pa-020	diguem	1459.77-1463.95	clips/pa-020__diguem__1459.77.wav	256c0082ac4c6aab568931f81c724f401cb654e90a17e1c447b6de6c4c05823f	sí	no	no	Diguem el que pensem, després de les votacions,	Tinc el que pensem, després les votacions o que guanyar el guanyar.
pa-022	diguem	447.57-453.55	clips/pa-022__diguem__447.57.wav	7cfcb5e709237ea88570d72ecf6161178984d12057971c2905b619ebd34da29c	no	no	no	i guardar el mateix temps els usos certs usos i costums.	d'alguna manera.
pa-023	diguem	55.05-60.95	clips/pa-023__diguem__55.05.wav	97e18c4a9050642fa23263888a451c807fce2433cb830e41667ed1eda2b6191e	no	no	no	Jo el que em anava a la policia era en els veguers i amb el procés.	de la policia i no els vegués i amb el procés.
pa-025	diguem	500.89-506.43	clips/pa-025__diguem__500.89.wav	d31e71bc7da322771f5cb7e142782f69d9f3beadc6f4a551fe191856fc9b3193	sí	sí	sí	i de competències que en francès en diguem regalient.	i de competències que hem francesen, diguem, regalien, és la vida.
pa-027	diguem	57.77-63.27	clips/pa-027__diguem__57.77.wav	67a718a572bf62c7088d55152fdd6960795b85eb4002d3a2cf85830fec818a90	sí	no	no	permanent, diguem sovint que és llàstima que no haguéssim allargat el lloc de...	de les eleccions de l'estima que no s'haguéssim allargat.
pa-028	diguem	168.89-174.15	clips/pa-028__diguem__168.89.wav	eba0f0c2eb3e5b23649a889b77ffe7d243c49bcedf2616096117287e52b4f201	no	no	no	m'és fort o més velló, però...	hem esforçat més de llò, però...
pa-029	diguem	929.69-935.51	clips/pa-029__diguem__929.69.wav	fbabb17291402ae46c90c26c58a132d2f2bb9aab4e8bf3ddecdec3d226bdf002	sí	no	no	però que no siguis un club, diguem-ho així.	Però que no sigui un club, dic-m'ho així, la llei.
pa-033	diguem	49.01-55.91	clips/pa-033__diguem__49.01.wav	ad631b7215d4c5aac568cd226501c4d126fc0de5e788f583c08df99c46d29db7	sí	no	no	normalment es revia amb... amb interès, diguem, es revia amb interès.	Doncs normalment es revie amb interès.
pa-034	diguem	504.45-508.51	clips/pa-034__diguem__504.45.wav	cc573f2b5119d203646f32c63cb0a3073eb0cb9579a20fd0c32ffd63b2fa7850	sí	sí	sí	i moltes persones de la cor antenna, diguem, no?	de la corentena, diguem, no?
pa-037	diguem	469.77-482.03	clips/pa-037__diguem__469.77.wav	179d02ed2f679a5dfc5dd9477d04c713a6953c8f92973bc6236632aaf2dcadbb	sí	sí	sí	Bé, marxar. Una cosa que em va satisfir molt va ser que vaig fer desíndic, diguem-ho així,  durant una hora o més.	una cosa que em va ser desfem molt, molt,  va ser que vaig fer desindic, diguem-ho, xis,  durant misora o una hora.
pa-038	diguem	251.25-260.55	clips/pa-038__diguem__251.25.wav	90a1e72710479ba6c817fade3148d558de1494f11654d994a136de18ee0a01b9	no	sí	no	el seu gust, però generalment inspirats o tele dirigits.	el seu gust, però, generalment, inspirats o, diguem, tele dirigit.
pa-039	diguem	144.37-152.95	clips/pa-039__diguem__144.37.wav	0320e09ad9c590b375395e4bff0207e74a2b4f7fe7edfe168f8dd15e924c4cd4	no	no	no	i això és el que ha de fer a l'estratègia jurídica  i d'altres amb certa representativitat de país, digueu-ho així.	i d'altres amb cert representativitat de país.
pa-046	diguem	626.01-630.19	clips/pa-046__diguem__626.01.wav	6734d0bf1a0cc2e3ff4b3ac55500d671822c2df5204f80f755bca866795392df	sí	sí	sí	A part de les patates o les tronfes, que diguem a Canillo.	de les patates o les trumfes que diguem a canellos.
pa-049	diguem	213.13-220.43	clips/pa-049__diguem__213.13.wav	3f4b68a21914d0d9d2c900b8f984ddb47868024903d6c201f7bbdf0fd73b895a	sí	no	no	que no havia, avui dia, a Calarenya i al Cíndic General,  per fer una mica de publicitat d'endorra.  Diguem que endorra era un poble.	No avia avui dir a Calerany i a dir a els indics general,  per fer una mica de publicitat d'endor.  D'aquests d'endorres,
pa-057	diguem	929.81-935.31	clips/pa-057__diguem__929.81.wav	092ef4224ff15548271df7b2ab48b06e378fe2eca316740252be82c5846687b0	sí	sí	sí	però que no siguis un club, diguem-ho així.	Però que no sigui és un club, diguem-ho així.
pa-058	diguem	715.21-718.91	clips/pa-058__diguem__715.21.wav	9bb6e92443b6fedf5e1506a78ac5d5779e7d9d3bc2acda740db28bdde4ab20bd	sí	sí	sí	per nosaltres, que se ens van apropant, diguem, per vosaltres.	que se'ns va anar a propant, diguem, però vosaltres.
pa-060	diguem	55.05-60.91	clips/pa-060__diguem__55.05.wav	4ad5687ebd632ff5d78597a5790d649767933cfff49084f9d59b45302a761978	no	no	no	Jo el que em va anar a veure a la policia era en els veguers.	El que mena la policia era el que es vegués i el procés.
pa-062	diguem	191.37-197.03	clips/pa-062__diguem__191.37.wav	79428a3395cd75785dc3dbe738a8b222895b6f27d54d1f1c6772789461a02275	sí	sí	sí	i aquesta bata, que a canilló en diguem una brusa.	i aquesta vata, que en diuen, diguem una bruja.
pa-001	crec	97.33-100.95	clips/pa-001__crec__97.33.wav	8ab1dee10f6d4be0b6af2e9fd9e0c7f37098eed68b55b282f9af7fa1005bfe61	sí	sí	sí	i crec que finalment va acabar a força bé.	i crec que fins a menys va acabar força bé.  Per part.
pa-002	crec	248.25-254.75	clips/pa-002__crec__248.25.wav	fa04f503572d4b05cfdaebe51bfa505d292abce136f9447f20d434ed4631b2de	sí	sí	sí	Jo crec que més que espantar diria que no se'n coneixia el contingut.	I jo crec que més que espantar diria que no s'inconegui el contingut.
pa-003	crec	0.00-7.19	clips/pa-003__crec__0.00.wav	008eb3fe6d9be6fb42738890fa5177d68247f534391c20920525c41994e35dd1	sí	sí	sí	Bé, jo crec que de fet ens hem de situar en el context dels anys 80	Jo crec que de fet ens hem de situar en el context dels anys 80.
pa-010	crec	1033.25-1036.75	clips/pa-010__crec__1033.25.wav	ca690daf51e87de33d499f3db006bcb84f1b27f14b8eefcb926b80072829b220	sí	no	no	i que crec que és prou encertada.	i jo, en gruminis, i que queda que és pròlent segona.
pa-014	crec	153.25-160.55	clips/pa-014__crec__153.25.wav	d1adf9ea570bf83162f04b831acc72834c8b1e91470390a2278090d158bb4bd9	sí	sí	sí	I jo crec que també hem hagut que li pugui l'interessar, que estigui interessat en aquesta cultura i en aquest àmbit, que és una mica...	i jo crec que també em mou que li pugui l'interessar, que estigui interessat en aquesta cultura i en aquest ámbit, que és una mica...
pa-016	crec	93.17-100.83	clips/pa-016__crec__93.17.wav	d661d3b8b2c95553348351694c13d16814f8b04780691b866af6bb9066ebf1ab	sí	no	no	i la responsabilitat que tens, per mi és imposa.  Crec que sí, jo no tinc...	i la responsabilitat que tens per mi és, bon, imposer, clar que sí, jo no tinc...
pa-018	crec	7.49-12.83	clips/pa-018__crec__7.49.wav	892fa937d3f28d1abb2e8634864fdad187b0fb5c9380fa33c4086189c763f430	sí	sí	sí	i després jo crec que el problema que hi ha dels 78 és que...	I després, jo crec que el problema que hi ha dels 78 és de què...
pa-019	crec	27.25-31.75	clips/pa-019__crec__27.25.wav	240696e84b931381e9f59809c8a1c3951ea15eaa8e9b10125861402ce54f8d7a	sí	sí	sí	i en aquell moment jo crec que en Dorre necessitava.	en aquell moment, jo crec que en dos repos necessitaven,  per entrar al llibre.
pa-021	crec	115.53-120.03	clips/pa-021__crec__115.53.wav	3258b10743d8cab81625debfd526fc9a66d620cbf7a637e1c99bb78f1dc91ebe	sí	sí	sí	I jo crec que el fet de que amb el consell anterior passés el que va passant.	Jo crec que el fet de què m'alconseguin anterior  va ser el que va passar.
pa-022	crec	243.73-249.43	clips/pa-022__crec__243.73.wav	b48248228d01c42da3ebd0a223e819a27f5c35c47ced0f985f08c421015e935d	sí	sí	sí	I jo crec que un factor important és el canvi generacional, també, entreu.	Jo crec que un factor important és al canvi d'internacional, també, entreu.
pa-023	crec	42.93-50.23	clips/pa-023__crec__42.93.wav	0d9335330d570180f0da266ad3fc204795a96679dc8d2ea20092888b4d7d4899	no	sí	no	Com que no depenia del govern, el PAM creia que era en 84.	Com que no depenia del govern el vam crear, crec que l'em84.
pa-024	crec	368.01-372.63	clips/pa-024__crec__368.01.wav	af256840702c4389fa217b6dc3be7f0c6c325a6a7ba223a27a63829aa69d8843	sí	sí	sí	I aleshores, la banda, jo crec que els carrers...	Jo crec que los carribes, però no...
pa-025	crec	4.25-9.11	clips/pa-025__crec__4.25.wav	7de72df51862b2b11412ebf1a1e2f8cdb431d26349d1044b6d76b25f680842f7	sí	sí	sí	Jo crec que el que es volia era trobar la manera d'arribar.	Jo crec que es vulguiere trobarà la manera de arribar.
pa-027	crec	8.81-14.39	clips/pa-027__crec__8.81.wav	e8162daab616860e81e55a9b17c1dd1824cef34ede88bf377dfcddb1b9284c85	sí	sí	sí	I ho recordo perquè no crec que era la ràdio,  no sé si havia televisió en aquest moment.	i jo recordo perquè no crec que era l'arradió i no sé si hi havia televisió en aquest moment.  En l'alcult de l'alcult de l'alcult.
pa-030	crec	346.45-352.99	clips/pa-030__crec__346.45.wav	3d80e74eb5491d0a003e0062009915dd4c540cbdfedbda3c6e10fbeb00015386	sí	sí	sí	perquè jo crec que hi ha alguns que em donen la sensació	Per què jo crec que hi ha alguns que em donen a sensació que n'hi espanyol.
pa-031	crec	87.01-92.63	clips/pa-031__crec__87.01.wav	da4bb71e4ef7e8e432dc615542087f22ae8f360022bac972aed0d6b95b782247	sí	sí	sí	de sort, però realment jo crec que l'esperit de la gent no hi ha ni pensat.	de sort, però, realment, jo crec que l'esprit de la gent no hi hagi
pa-034	crec	651.65-657.27	clips/pa-034__crec__651.65.wav	e4da9577a002f0319c1115b0484fa87525472d8dc4d75f10a9b7b6fe4fb3ccea	sí	no	no	O com pot ser, vull dir, crec que pot ser fàcil, no?	o com pot ser-ho dir que pot ser fàcil, no?
pa-035	crec	872.77-879.91	clips/pa-035__crec__872.77.wav	a65164bf8dbfb44cb34b9055050ba2c7df72078ae201fda57823c78dae14755e	sí	sí	sí	jo no crec que s'hagi de canviar massa, massa sovint d'una constitució.	Jo no crec que s'haig de canviar massa, massa subindulant la costidució.  Adéixeu-ne.
pa-037	crec	424.61-437.99	clips/pa-037__crec__424.61.wav	5b2742fefbe15706eaf91830a3890b06b2e61e295fff68d5a71085472c118863	sí	no	no	de fa molts anys en darrere i, a bon lloc d'extensió,  hem de mirar que s'acabin i se n'han acabat.  Jo crec que se n'han acabat.	de fa molts anys en darrere i abans de les distencions,  hem de mirar que s'acabin i s'han acabat, jo penso que s'han acabat.
pa-038	crec	220.69-226.79	clips/pa-038__crec__220.69.wav	884b1e51ce66cd952b496f16d9b454d9faf9baeeb8ce3edb28fb408a519c8e49	sí	sí	sí	Bé, jo crec que l'atac de nacionalisme que ens va moure...	Jo crec que la tac de nacionalisme que ens va morir.
pa-039	crec	90.85-95.95	clips/pa-039__crec__90.85.wav	575399cb596411cfa195b0cab9d0fa81b7024afe65156b6f10736c3b4d69689f	sí	sí	sí	i ho explicarà, doncs jo crec que a aquest home va voler marcar...	m'ho explicarà.  Doncs jo crec que aquesta meva vulguer marcar...
pa-040	crec	4.37-7.79	clips/pa-040__crec__4.37.wav	a999b825a79286639188b920f4623328429fe6012ee2136a2cc15da8dcda8cd6	sí	sí	sí	Jo crec que he pogut entrar en càrregues.	Jo crec que desput entrar gairebé sigut...
pa-041	crec	56.25-62.75	clips/pa-041__crec__56.25.wav	c754c42f61d1a844b0e89dd6aa34ca6235ca671b32270c10a006ea3cc6d2e6f3	sí	sí	sí	als pares jo crec que van fer una feina molt important  amb aquells primers anys de l'escola en d'Orrana.	Els pares jo crec que van fer una feina molt important  amb aquells primers anys a l'escola d'orana.
pa-042	crec	32.01-37.35	clips/pa-042__crec__32.01.wav	202bfb935faae4dd23aaa0780321dcacad3c2e65ca92d3efdee883f1c095af4a	no	sí	no	i el que hem de fer és que no hi hagi gaire malaltia.	Crec que és el problema de tothom que entra a l'escola o que demana una hora.
pa-043	crec	102.25-108.75	clips/pa-043__crec__102.25.wav	852ada4cda576e3cba651abb69c4496002392d4a973ffaf363b98f39cc530610	sí	sí	sí	per mi l'escola andorrana és una identitat no, jo crec.	que està a dir.  Per mi l'escola Endor Rana és que es veu una identitat, no, jo crec.  És a dir, tots els albertats.
pa-045	crec	240.61-245.63	clips/pa-045__crec__240.61.wav	53627fa00e9acb7eb3ba5b2a8db51707f46493d1d85e9559b12bf7001c4e85c3	no	sí	no	No ho sé, però no ho sé.	de l'obra d'art.  Si em siguin basicament, jo crec que això, no?
pa-046	crec	208.41-212.47	clips/pa-046__crec__208.41.wav	3b919fd83c48be155312321bcca841c04606a3dfb7281b4c6f4484355b913a4c	no	no	no	i el que hem fet és que hi hagi una via certada.	i no és altres que hem agafat una via a ser dada,
pa-048	crec	110.97-117.27	clips/pa-048__crec__110.97.wav	49369d24af002dcf807cd314d250b79f985e1ac6c53f1fdba415c0136cf438b5	sí	sí	sí	Si hi ha cel, jo no crec ni en l'infern, ni en el purgatori, ni en el cel.	Si hi ha cel, jo no crec ni el meu infern, ni el purgatori, ni el cel.
pa-049	crec	371.85-383.51	clips/pa-049__crec__371.85.wav	ab8d72defe810b63aee2e81900eff080282a811b632a7d0634123c62a03d6b1c	sí	sí	sí	M'agradaria que no hi havia res.  Jo crec que en aquella època, pràcticament tot devia ser necessari,  per la falta, precisament, de tot el que hi havia aquí al país.	I jo crec que amb aquella època va ser necessari per la palta,  precisament de tot el que hi havia aquí el país.
pa-051	crec	208.57-213.39	clips/pa-051__crec__208.57.wav	bd3f988c1d3f228686ac1604eca57ac0194a2699c56f2cbc580ef173d40e93d4	sí	sí	sí	No crec que arribi amb totes les ovelles de canillo sent.	No crec que arribi amb totes les húuelles de canilla, seny.
pa-056	crec	347.05-353.03	clips/pa-056__crec__347.05.wav	c6b13c6b9d3220d48bcbc80673d634f9626036aa85ba62f7f03f1410d8dca09a	sí	sí	sí	perquè jo crec que hi ha alguns que em donen una sensació	Perquè jo crec que hi ha alguns que em donen associacions  que n'hi esparran.
pa-058	crec	6.69-12.71	clips/pa-058__crec__6.69.wav	df035a432e201a92046e1f930c23e2cbca7fe650b7b14ab17d4a2252a532e6e5	no	sí	no	I el problema que hi ha del 78 és que...	I després jo crec que el problema que hi ha dels 78 és d'aquest...
pa-060	crec	42.05-50.19	clips/pa-060__crec__42.05.wav	c01302c1afa04855142d06e5fbbad2db3cf9fbb1b42737d245fb8a2f3d89d1e5	sí	no	no	que es vegués. No depenia del Govern, el vam crear, crec que l'hem 84.	com que no depenia del govern el pàmpic crea que l'844.
pa-061	crec	428.85-435.63	clips/pa-061__crec__428.85.wav	b1b47f70bd65d620b7a68085c54a4ee30b62c2cb8a28e36b00b33c36c4e950ae	sí	sí	sí	que hi ha una cosa que jo crec que és importantíssima,  que és el vinó.	Hi ha una cosa que jo crec que és important.
pa-062	crec	1037.89-1041.47	clips/pa-062__crec__1037.89.wav	8693c3c984493a7c9b96f618cf5368e56a7669a6b873c54873d7de6741f1f2e3	sí	sí	sí	que el va callar, jo crec que has tallat el pernil.  Sí.	i jo crec que has tallat el per a n'hi-el.
pa-063	crec	758.81-763.23	clips/pa-063__crec__758.81.wav	d727c6acd359cecd21e87d844090fb53ec2090421c35982fe329d439f328f9a8	sí	sí	sí	que comprin.  Això és el que hem d'intentar i jo crec que s'està fent.	Això és el que hem d'intentar.  Jo crec que s'està fent naturalment.
pa-064	crec	1335.77-1345.39	clips/pa-064__crec__1335.77.wav	24e38c2296ecdbeecbcad313fbb71537d83c359247b9d9f8bf54853b2cdc92cc	sí	sí	sí	la família, jo crec que és l'escència de viure bé i en pau.	La família, jo crec que la sensia té bíure bé i ambà.
pa-065	crec	1276.85-1281.67	clips/pa-065__crec__1276.85.wav	7c9f4bdf8b67dfeb1069692a0346cc6348ac7257cd57d936fa4004ef945e1ee1	sí	no	no	Sí, jo crec que... i aquests camins, i aquests cims...	Jo et dic que ja que ets camins, ja que ets sims.
pa-066	crec	219.63-227.13	clips/pa-066__crec__219.63.wav	84b08930cde174dc567947e04d69959667fdcb38196e3a8cdbac338c0c3cdd76	sí	sí	sí	La col·laboració del banc amb l'entorn amb el país crec que va ser important.	la col·laboració del banc amb l'entorn, amb el país, crec que va ser important.
pa-001	bueno	207.01-212.99	clips/pa-001__bueno__207.01.wav	bd7d5dd8b59e49c27891490359b5c8259830cd33745018e5b8c256319fe63c1f	no	no	no	I aleshores, a partir d'aquí van anar sortint els problemes del dia a dia,	i aleshores, per a partir d'aquí van assortir els problemes del dia a dia.
pa-002	bueno	433.25-440.75	clips/pa-002__bueno__433.25.wav	2c24c0c4127d4bd8ffa30596c82d20da92e67ca7b237a8d4f002e5dde4ec932d	no	no	no	Bé, aquí es va decidir, en aquell moment no hi havia comensió.	Aquí s'ha de decidir a maquill moment, i a bé com és.
pa-003	bueno	227.05-235.71	clips/pa-003__bueno__227.05.wav	b09fe36d23840ea27f088ec612688e179d9d90eabdd20dd66fc0dc6d6b186e1a	sí	no	no	"totalitari perquè hi havia pares en el sentit de dir  ""Bueno, hi existeix un sistema educatiu ric""."	perquè hi havia parez en el sentit de dir,  hi hadgixteix un sistema educatiu ric.
pa-007	bueno	475.25-480.75	clips/pa-007__bueno__475.25.wav	3b9bccb3c50e16a4a387c6e812596708da326a492bdf9f7bebacd8fd9958a62e	no	no	no	d'aquesta manada humana i la resta dels sendorans.  Precisament d'aquest mossèn, de mossèn.	d'aquesta manera obera i la resta dels endurants.  Precisament d'aquest mossèn de mossèn
pa-008	bueno	969.25-973.75	clips/pa-008__bueno__969.25.wav	d24646b51717b8bb9da76f2016faa88f96798229f7ffde72e7d06d8b6224f1b4	no	no	no	anys 90, anys 80, doncs anirem considerats com uns rexelabrats que l'únic que els hi ha...	40 anys, 80, doncs ara ens considerats com uns aixabrades que l'únic
pa-016	bueno	93.17-100.83	clips/pa-016__bueno__93.17.wav	bd8eea9705b9609def83d87cd68eea3797379713c24d294a03d6458fab682ef7	no	no	no	i la responsabilitat que tens, per mi és imposa.  Crec que sí, jo no tinc...	i la responsabilitat que tens per mi és, bon, imposer, clar que sí, jo no tinc...
pa-017	bueno	823.25-829.75	clips/pa-017__bueno__823.25.wav	a5df84eaf109b5eb7d1e483d28ac60461426ff4fff82890b1a896ad8a62edefc	no	sí	no	Les dones ens diuen que les han ficat aquí, les han aparcat una mica,  que faig el que hagin de fer, però que caigui.	Les dones ens deien, bueno, posmira.  Les han ficat aquí, les han aparcat una mica,  que faig en el que haïm de fer, però que caigui.
pa-018	bueno	23.21-28.91	clips/pa-018__bueno__23.21.wav	07e745a86c519ae8077ca78d7614f6d6916175f6a5500c821061a58128fc4bab	no	no	no	I llavors busquem allà a fer sis propostes, es posen...	i va posar a posar-ho a la malaltia de la pròpia de l'estat de la realitat.
pa-019	bueno	328.25-333.75	clips/pa-019__bueno__328.25.wav	f0818f297de7e1c3617c6d35201598ba1a00d71571802490b34f0268e5b4def5	sí	no	no	Però bueno, la corrent aquesta jo crec que ja era a mi imperable.	Però no la curren aquesta, jo crec que ja ara m'imparàplau.  Home, però aquí veia que...
pa-020	bueno	13.57-19.47	clips/pa-020__bueno__13.57.wav	657918048bbefd1bb9b6c885b2d4181ac03146e37be677ac3c1d2a874abe0ee9	no	no	no	Vam parlar ràpid i vam anar a la reunió, vam començar a parlar,	Potser va començar a parlar i vam veure amb l'àmbit.
pa-021	bueno	12.25-16.87	clips/pa-021__bueno__12.25.wav	caa7b27a9303c6a472d419c643ce71ba705f0b079f5db22863a73bd5090cdc6b	sí	sí	sí	i es va obligar, i, bueno, les hores, doncs,	que pliga i, bueno, és ara, doncs, em van convidar-ho.
pa-022	bueno	122.85-126.95	clips/pa-022__bueno__122.85.wav	67f0bb703016287592fac90bfe25a8f60063df63a68f142792da4ac6c3881044	no	no	no	que va ser amb arribar-te a aquest punt, ara toqui.	que va ser amb arribat amb aquest punt ara toque.
pa-023	bueno	96.81-100.35	clips/pa-023__bueno__96.81.wav	a5060cba5237b03e06a31ac59d3c2da7f844f775c957bab83f464debd36d4230	sí	no	no	bueno, de l'aldozo del niño...	de l'altosa de que n'hi he dit.
pa-024	bueno	147.29-152.07	clips/pa-024__bueno__147.29.wav	0cbbddeabb79e471879a20850096fdea4099f06d0856bb598ddcac2abfd101c2	no	no	no	I això és el que ha passat al país.	de la societat i de l'oportunitat de l'oportunitat.
pa-025	bueno	909.25-914.07	clips/pa-025__bueno__909.25.wav	aaa7334c234912f5f5f3ac142822f42e1893fb62f45dd401fae17e9f72d3c32c	no	no	no	De fet, és el mateix moment, l'any 90, el que ens molesta.	El que ens molestiu és el mateix moment.  El que ens molestiu és el mateix moment.
pa-026	bueno	194.89-200.75	clips/pa-026__bueno__194.89.wav	8f323763676772aa09ecc0d718b3823279d109261b715e10db20f69742e2bd21	no	sí	no	Bé, ben proposat, ben guanyat les eleccions del 89.	i bueno, vam proposar, vam guanyar les eleccions avui tant o no.
pa-027	bueno	35.13-40.47	clips/pa-027__bueno__35.13.wav	9d8ba029161adf8c61335b298092d1a09bc100a57a7c12c8ae9f809a4fc5bd1a	no	no	no	I bé, clar, jo per tot em va ser un cop,	I jo crec que va ser un cop, però jo crec que va ser un cop.
pa-028	bueno	28.37-32.59	clips/pa-028__bueno__28.37.wav	4e443d28b496af155729ebcd512858e587bb47b3ffec5b2c269e1fc7c47dee12	no	no	no	Bé, bé, bé, bé, bé, bé...  Bé, bé, bé, bé, bé, bé...	no ho sé, no ho sé, no ho sé.  Per l'aname la gent de Llea i va anomenar.
