id_persona	categoria	forma	index_token	context	estat
pa-008	pronom_en_candidat	en	1720	altra vegada en l'àmbit públic en l'espai públic a la plaça	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_hi_candidat	hi	1759	moderna perquè del fins al hi ha hagut tot un seguit	candidat textual ASR; revisió auditiva pendent
pa-008	possessius_candidat	nostra	1777	dir als fallares que la nostra història moderna de fins ara	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va ser	1842	cremem ara i aquest canvi va ser produït precisament perquè la	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va haver	1878	embrotava el terra de fet va haver hi algun incident cremant	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_hi_candidat	hi	1880	terra de fet va haver hi algun incident cremant algun tendal	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	van dir	1890	tendal i les autoritats els van dir amb els fallares que	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_hi_candidat	hi	1907	canviaven la falla o no hi havia festa els fallares van	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	van estar	1912	hi havia festa els fallares van estar on per ell anys	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	van trobar	1928	fer la falla fins que van trobar la que actualment es	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	1946	de pasta de pie embolcallada en la malla i enfilada en	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	1951	en la malla i enfilada en una cadena això garantia la	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va passar	1974	falla de ves ja es va passar a la falla de	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va produir	1986	una altra evolució que es va produir va ser per exemple	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va ser	1988	evolució que es va produir va ser per exemple la capa	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	van començar	2002	pensar que els fallares que van començar a tornar a cremar	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2008	començar a tornar a cremar en l'espai públic no coneixien la	candidat textual ASR; revisió auditiva pendent
pa-008	incoatiu_eix_candidat	sorgeix	2044	l'estaven reinventant i d'aquesta manera sorgeix la capa la mainada no	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2051	capa la mainada no cremava en capa cremava normal i corrent	candidat textual ASR; revisió auditiva pendent
pa-008	incoatiu_eix_candidat	sorgeix	2060	i corrent d'aquesta manera també sorgeix la figura del fallaire major	candidat textual ASR; revisió auditiva pendent
pa-008	incoatiu_eix_candidat	sorgeix	2106	els fallaires és així com sorgeix també la recerca de l'argolla	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2115	de l'argolla de fontargent basada en la llegenda no i qui	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2124	i qui troba aquell clau en l'argolla que és aquest clau	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	van surgint	2142	durant aquell any i així van surgint diferents elements nous a	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_hi_candidat	hi	2170	festa i que tingui continuïtat hi ha dues entitats que tenen	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2178	entitats que tenen molta importància en un determinat moment de la	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va crear	2199	de sant joan que es va crear als anys en què	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2203	es va crear als anys en què era qui coordinava tota	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_ho_candidat	ho	2231	i òbviament els fallaires i ho coordinava dels diferents parròquies i	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va aparèixer	2257	a partir del moment que va aparèixer va aparèixer el però	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va aparèixer	2259	del moment que va aparèixer va aparèixer el però a partir	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2268	a partir del pren rellevància en l'organització del que és la	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2307	perquè recordem que els fallaires en aquells anys estem parlant dels	candidat textual ASR; revisió auditiva pendent
pa-008	contacte_castella_candidat	bueno	2316	parlant dels anys anys doncs bueno eren considerats com uns aixelabrats	candidat textual ASR; revisió auditiva pendent
pa-008	incoatiu_eix_candidat	produeix	2336	fer festa l'expansió que es produeix de les falles hem estat	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_hi_candidat	hi	2348	només d'andorra vella els anys hi ha intents de l'amassana canillos	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2369	de callar quan realment collen en les parròquies és a partir	candidat textual ASR; revisió auditiva pendent
pa-008	possessius_candidat	seu	2386	té per primera vegada el seu col·lectiu fallaire i encara crema	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2395	encara crema ara el és en camp que s'incorpora com a	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2421	i el s'incorpora a escaldes en gordon la gent d'escaldes cremava	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	van considerar	2434	col·lectiu d'andorra vella fins que van considerar que eren un grup	candidat textual ASR; revisió auditiva pendent
pa-008	possessius_candidat	seva	2445	prou mongros per fer la seva pròpia cremada a la seva	candidat textual ASR; revisió auditiva pendent
pa-008	possessius_candidat	seva	2450	seva pròpia cremada a la seva parròquia i així va ser	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va ser	2454	la seva parròquia i així va ser com des d'aquells anys	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2467	fa ben poc fins al en què sorgeix el col·lectiu fallaire	candidat textual ASR; revisió auditiva pendent
pa-008	incoatiu_eix_candidat	sorgeix	2469	poc fins al en què sorgeix el col·lectiu fallaire d'ordino doncs	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2492	cinc els col·lectius que cremen en aquests moments a les valls	candidat textual ASR; revisió auditiva pendent
pa-008	incoatiu_eix_candidat	sucseixen	2511	anys són d'una velocitat increïble sucseixen moltíssimes coses que consoliden precisament	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2607	nens es comencen a introduir en la cremada de falles també	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va canviant	2647	una bola de llum que va canviant de color que va	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va lligant	2652	va canviant de color que va lligant amb un cordill i	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2669	el mateix efecte òptic però en lloc de ser una roda	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_hi_candidat	hi	2686	llum i per això els hi diem fallaires de llum aquest	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va ser	2692	diem fallaires de llum aquest va ser un pas important perquè	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_hi_candidat	hi	2769	com replagats que només els hi verà a la festa resulta	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_hi_candidat	hi	2776	a la festa resulta que hi ha un reconeixement per la	candidat textual ASR; revisió auditiva pendent
pa-008	possessius_candidat	seu	2790	punt d'inflexió és important pel seu reconeixement de cara a la	candidat textual ASR; revisió auditiva pendent
pa-008	incoatiu_eix_candidat	s'aconsegueix	2881	per l'onesco aquesta fita que s'aconsegueix el és important pel reconeixement	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2894	i perquè si tu andorra en el mapa de les tradicions	candidat textual ASR; revisió auditiva pendent
pa-008	incoatiu_eix_candidat	coneixen	2915	vells d'andorra sobren de mires coneixen els fallaïres dels pallars de	candidat textual ASR; revisió auditiva pendent
pa-008	incoatiu_eix_candidat	coneix	2935	és a dir que es coneix la tradició més enllà de	candidat textual ASR; revisió auditiva pendent
pa-008	possessius_candidat	nostres	2942	tradició més enllà de les nostres fronteres es coneix com creen	candidat textual ASR; revisió auditiva pendent
pa-008	incoatiu_eix_candidat	coneix	2945	de les nostres fronteres es coneix com creen en falles a	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	2948	fronteres es coneix com creen en falles a altres llocs que	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_hi_candidat	hi	2962	que nosaltres que són diferents hi han dit abans que les	candidat textual ASR; revisió auditiva pendent
pa-008	incoatiu_eix_candidat	existeixen	2972	les rodes de foc només existeixen a l'aran i andorra però	candidat textual ASR; revisió auditiva pendent
pa-008	incoatiu_eix_candidat	soleix	3016	us he dit aquesta candidatura soleix l'objectiu i la fita el	candidat textual ASR; revisió auditiva pendent
pa-008	incoatiu_eix_candidat	toqueixis	3040	fita que sembla com si toqueixis el cel porta deures a	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	van assumir	3075	deures que des d'andorra es van assumir d'una manera molt interioritzada	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	van començar	3081	assumir d'una manera molt interioritzada van començar primer de tot per	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_hi_candidat	hi	3101	país us he explicat que hi havia quatre col·lectius i que	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_hi_candidat	hi	3116	però aquests quatre col·lectius que hi havia no tenien relació entre	candidat textual ASR; revisió auditiva pendent
pa-008	possessius_candidat	seva	3125	relació entre ells cadascunava la seva cadascú es muntava a la	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	3133	muntava a la festa i en d'orra la vella no s'havia	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	3155	sant julià s'havia de fer en camp aleshores va propiciar aquest	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va propiciar	3158	de fer en camp aleshores va propiciar aquest retrobament es va	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va constituir	3163	va propiciar aquest retrobament es va constituir el que en diem	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	3167	es va constituir el que en diem una taula nacional falles	candidat textual ASR; revisió auditiva pendent
pa-008	perifrasi_past_candidata	va propiciar	3200	activitats de forma conjunta també va propiciar que surgís aquest nou	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_ho_candidat	ho	3213	us deia abans d'ordino ja ho veieu doncs una història realment	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	3226	deia de supervivència i reivindicació en aquesta última etapa moderna però	candidat textual ASR; revisió auditiva pendent
pa-008	pronom_en_candidat	en	3260	és el futur que pons en camina música	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_ho_candidat	ho	38	de les campanes però no ho de les campanes qualsevols no	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	nostres	46	campanes qualsevols no de les nostres campanes és campanes que tenim	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	nostra	54	campanes que tenim a casa nostra en dorna que són molt	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	55	que tenim a casa nostra en dorna que són molt interessants	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	73	m'agraeixo sisplau a l'institut d'estudis en dorrans i el jordi guillamet	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seu	80	i el jordi guillamet del seu director especial aquesta magnífica oportunitat	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	nostres	94	donat per atançar vos les nostres vivències i què són les	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seu	165	martell per poder obtenir el seu so i la seva nota	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seva	169	el seu so i la seva nota la nota que tingui	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	205	torre a peu de torre hi ha la tècnica de la	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seus	229	venia el poble oferia els seus serveis i ràpidament escorria la	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	249	pobles veïns està clar que hi havia el mestre campanè el	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	289	els elements del lloc avui en dia tot això està quasi	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	328	de tenir l'ànima que els hi donen la fusta la terra	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seva	401	aguanta la campana a la seva estructura del campana també doncs	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	408	del campana també doncs pensant hi ha la campana a la	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	nostre	433	lo que seria la front nostre per fer una mica el	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	490	i tipologies de campana que hi ha actualment essencialment tenim dos	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	nostra	511	de tipus civils a casa nostra només en tenim alguna amb	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	513	civils a casa nostra només en tenim alguna amb una sala	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seu	533	la baix les de la seu del consell general llavors la	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seu	542	llavors la campana de la seu del consell general és de	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	553	i és per acudida avui en dia encara el conseller de	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	n'éssim	608	el servei de rellotge si n'éssim a frança o espanya per	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	617	espanya per exemple veuríem que hi ha el campanat i dintre	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	623	ha el campanat i dintre hi ha les campanes religioses hi	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	628	hi ha les campanes religioses hi ha una estructura exterior anècsa	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	649	vora la estructura normalment esmetàlica hi haurien les campanes civils que	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	688	usos exclusivament religiosos doncs aquí en dorre les campanes religioses compleixen	candidat textual ASR; revisió auditiva pendent
pa-009	incoatiu_eix_candidat	compleixen	693	en dorre les campanes religioses compleixen amb aquests dos usos l'ús	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	719	o a alguna professora aquí en dorre tenim uns exemplars magnífics	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	nostres	746	xiii i xv fins als nostres dies antigament hi havia el	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	749	fins als nostres dies antigament hi havia el dret de campana	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	849	de l'ús d'aquest dret aquí en dorre hem tingut la gran	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seu	919	climent dins de l'interior del seu campana s'ha conservat intacte dues	candidat textual ASR; revisió auditiva pendent
pa-009	perifrasi_past_candidata	van fer	934	amb l'installació original d'època que van fer a l'any és una	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	953	hem de preservar perquè no hi ha exemplars com aquest i	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	nostra	996	campanes que tenim a casa nostra tenim magnífics exemplars de campanes	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	1062	nagón i tenim una església en d'hora que té els dos	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	1069	que té els dos campanes en d'hora que són el campana	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	1085	és el cas de l'església en de sant martí de la	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	1096	cortinada dins de la torre hi havia les campanes que anunciaven	candidat textual ASR; revisió auditiva pendent
pa-009	incoatiu_eix_candidat	converteix	1159	quan el mossèn consagra i converteix el cos i la sang	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	1192	anuncia tot el poble que en aquell mateix moment estava consagrant	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	1229	el mossèn a l'església aquí en d'hora no us ho he	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_ho_candidat	ho	1233	aquí en d'hora no us ho he dit però tenim més	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	nostres	1243	més de campanes a les nostres esglésies i ara veurem una	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	1344	les campanes gòtiques que veurem en breu i és una campaneta	candidat textual ASR; revisió auditiva pendent
pa-009	perifrasi_past_candidata	va fer	1381	del mestre campanè que la va fer que és amb aquesta	candidat textual ASR; revisió auditiva pendent
pa-009	perifrasi_past_candidata	va fondre	1407	hem pogut descriure qui la va fondre aquesta campana que esteu	candidat textual ASR; revisió auditiva pendent
pa-009	perifrasi_past_candidata	va fondre	1438	canillo i data de la va fondre un fonedor que es	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	1454	methecit i les lletres que hi ha en tot el seu	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	1456	les lletres que hi ha en tot el seu contorn són	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seu	1459	hi ha en tot el seu contorn són majúscules gòtiques i	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	1469	i ens indiquen aquesta lletra en blauràsio el nom de la	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	1502	presento una campaneta que estàs en andreu de arinsal que és	candidat textual ASR; revisió auditiva pendent
pa-009	perifrasi_past_candidata	va estar	1526	boyer o joanes boyer que va estar un actiu endorre entre	candidat textual ASR; revisió auditiva pendent
pa-009	perifrasi_past_candidata	va fondre	1535	endorre entre el i el va fondre una vintena de campanes	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	1635	sant ciprià pregueu per nosaltres hi havia una norma no escrita	candidat textual ASR; revisió auditiva pendent
pa-009	incoatiu_eix_candidat	compleix	1644	no escrita però que es compleix a totes les esglésies que	candidat textual ASR; revisió auditiva pendent
pa-009	negacio_lexical_candidat	mai	1722	tenir dos o tres però mai més de quatre i a	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	1769	quan es tenia constància que hi havia una tempesta el campana	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	1780	s'enfil·lava dalt de la torre en el perill que això comportava	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	1871	i ens saben petar se en l'aire sabien que ho ets	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_ho_candidat	ho	1875	se en l'aire sabien que ho ets per tal que la	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	1913	el times new roman d'avui en diatat quan he hagut per	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	1969	de la parroquial des caldes en gordany les campanes del segle	candidat textual ASR; revisió auditiva pendent
pa-009	negacio_no_pas_candidat	no ... pas	2110	funeria i transportar la que no pas de fer venir el	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	2121	mestre campané i fer la en situ són campanes que són	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	2141	que feien els mestres campanes en situ que era aprofitar els	candidat textual ASR; revisió auditiva pendent
pa-009	incoatiu_eix_candidat	serveixen	2218	la data que no posquen serveixen per congregar el poble i	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seva	2226	el poble i fer la seva funció doncs les epigrafies i	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seva	2276	les campanes inscrits a la seva vora ens donen la informació	candidat textual ASR; revisió auditiva pendent
pa-009	perifrasi_past_candidata	va pagar	2285	la informació de qui les va pagar qui era el mossèn	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seu	2301	era el desvegat d'esquena el seu padrí perquè les campanes es	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seva	2322	i inclús l'any de la seva fossa i el sant que	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	2336	inscripcions solien ser oracions oracions en llatí més cap aquí són	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	2342	llatí més cap aquí són en català però cap l'entidor sempre	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_ho_candidat	ho	2348	català però cap l'entidor sempre ho eren en llatí i comencen	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	2350	cap l'entidor sempre ho eren en llatí i comencen a sortir	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	nostres	2366	seguit vincis del fins als nostres dies ara així de cap	candidat textual ASR; revisió auditiva pendent
pa-009	perifrasi_past_candidata	van fer	2377	recordo dos oracions que em van fer molta gràcia quan les	candidat textual ASR; revisió auditiva pendent
pa-009	perifrasi_past_candidata	vaig catalogar	2383	fer molta gràcia quan les vaig catalogar va la campana major	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	meva	2407	dir el camp de la meva veu sigui el terror dels	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	2478	i els dimonis doncs conjuntament en santa bàrbara que la tenim	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	meu	2581	una mica per sobre del meu ofici l'ofici de campanè avui	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	2587	ofici l'ofici de campanè avui en dia a tot el país	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	2621	el campanè suplent doncs avui en dia estem a punt d'extingir	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	2742	acabat tot i que avui en dia hi ha diverses formes	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	2744	i que avui en dia hi ha diverses formes de tocar	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	2757	que hem conservat dels campanes en l'hora és a la forma	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	seu	2811	fer ne rota sobre el seu eix amb la copa mirant	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	nostre	2856	temps de resar un pare nostre i si marxava es deia	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_hi_candidat	hi	2910	les facultats mentals i també hi havia d'altres tocs el toc	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	3014	o una necessitat que tenien en aquell moment i per últim	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	3050	tocs tradicionals d'andorra però avui en dia en tenim d'altres tenim	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_en_candidat	en	3052	d'andorra però avui en dia en tenim d'altres tenim per exemple	candidat textual ASR; revisió auditiva pendent
pa-009	incoatiu_eix_candidat	consisteix	3081	el toc a la valenciana consisteix a inferrar totes les campanes	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	nostre	3104	toc molt diferent al toc nostre que per això aquestes campanes	candidat textual ASR; revisió auditiva pendent
pa-009	pronom_ho_candidat	ho	3124	ferro és molt més i ho llegeix que no pas el	candidat textual ASR; revisió auditiva pendent
pa-009	incoatiu_eix_candidat	llegeix	3125	és molt més i ho llegeix que no pas el joc	candidat textual ASR; revisió auditiva pendent
pa-009	negacio_no_pas_candidat	no ... pas	3127	més i ho llegeix que no pas el joc de fusta	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	vostra	3148	final moltíssimes gràcies per la vostra atenció i per acompanyar me	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	nostra	3167	i els campanes de casa nostra si em voleu saber més	candidat textual ASR; revisió auditiva pendent
pa-009	possessius_candidat	vostra	3210	d'andorra moltíssimes gràcies per la vostra atenció i fins aviat	candidat textual ASR; revisió auditiva pendent
pa-010	pronom_en_candidat	en	6	a tots i totes sóc en xavier planes sóc geòleg i	candidat textual ASR; revisió auditiva pendent
pa-010	pronom_en_candidat	en	22	actualment sóc turant la universitat en dorre amb un tema de	candidat textual ASR; revisió auditiva pendent
pa-010	pronom_en_candidat	en	50	de caps a les històries en temps de confinament us parlaré	candidat textual ASR; revisió auditiva pendent
pa-010	pronom_en_candidat	en	78	implicacions que aquesta subdisciplina té en tan carencia de les llengües	candidat textual ASR; revisió auditiva pendent
pa-010	pronom_en_candidat	en	85	carencia de les llengües parlades en aquest càrrec per començar primer	candidat textual ASR; revisió auditiva pendent
pa-010	pronom_en_candidat	en	102	que han tractat podríem dir en mètodes científics els noms d'alloc	candidat textual ASR; revisió auditiva pendent
pa-010	pronom_en_candidat	en	109	científics els noms d'alloc endurrans en diferent grau de tot el	candidat textual ASR; revisió auditiva pendent
pa-010	perifrasi_past_candidata	va dedicar	130	inquista català joan coromines coromines va dedicar tot un capítol a	candidat textual ASR; revisió auditiva pendent
pa-010	possessius_candidat	seu	141	la toponimia endurrana dins del seu volum dels turistes de toponimia	candidat textual ASR; revisió auditiva pendent
pa-010	perifrasi_past_candidata	van quedar	157	vegada molts dels noms endurrans van quedar igualment plegats dins de	candidat textual ASR; revisió auditiva pendent
pa-010	possessius_candidat	seva	164	igualment plegats dins de la seva gran obra on no estic	candidat textual ASR; revisió auditiva pendent
pa-010	perifrasi_past_candidata	va tractar	183	un dels altres pioners que va tractar la toponimia endurrana i	candidat textual ASR; revisió auditiva pendent
pa-010	pronom_ho_candidat	ho	189	tractar la toponimia endurrana i ho va fer principalment dins del	candidat textual ASR; revisió auditiva pendent
pa-010	perifrasi_past_candidata	va fer	190	la toponimia endurrana i ho va fer principalment dins del seu	candidat textual ASR; revisió auditiva pendent
pa-010	possessius_candidat	seu	195	va fer principalment dins del seu llibre ara els d'endorra per	candidat textual ASR; revisió auditiva pendent
pa-010	incoatiu_eix_candidat	refereixen	277	alguns apartats o facetes que refereixen a pleguen una sèrie de	candidat textual ASR; revisió auditiva pendent
pa-010	perifrasi_past_candidata	vaig tenir	365	he ditat l'any del qual vaig tenir la sort de poder	candidat textual ASR; revisió auditiva pendent
pa-010	possessius_candidat	seu	408	i fer me interpretacions del seu significat original estudiat amb la	candidat textual ASR; revisió auditiva pendent
pa-010	possessius_candidat	seva	414	significat original estudiat amb la seva timologia els topònims o noms	candidat textual ASR; revisió auditiva pendent
pa-010	pronom_en_candidat	en	434	llengües parlades del territori lògicament en alguns casos tampoc són tan	candidat textual ASR; revisió auditiva pendent
pa-010	negacio_lexical_candidat	tampoc	437	territori lògicament en alguns casos tampoc són tan antigues perquè també	candidat textual ASR; revisió auditiva pendent
pa-010	pronom_en_candidat	en	458	que encara es parla actualment en aquest territori com a relícules	candidat textual ASR; revisió auditiva pendent
pa-010	pronom_en_candidat	en	507	són intel·ligibles fixeu vos que en d'hora com a mínim podem	candidat textual ASR; revisió auditiva pendent
pa-010	possessius_candidat	seu	528	de comprensió o interpretació del seu significat original al revés del	candidat textual ASR; revisió auditiva pendent
pa-010	pronom_en_candidat	en	559	o entre nous dos mitjans en la nostra llengua actual és	candidat textual ASR; revisió auditiva pendent
pa-010	possessius_candidat	nostra	561	nous dos mitjans en la nostra llengua actual és a dir	candidat textual ASR; revisió auditiva pendent
pa-010	possessius_candidat	seva	578	per cas ens aporten la seva dosi d'informació el tarter el	candidat textual ASR; revisió auditiva pendent
pa-010	pronom_hi_candidat	hi	619	tipus cantadana i d'arribes coljada hi ha tarteres el pas de	candidat textual ASR; revisió auditiva pendent
