categoria	forma	id_persona	ocurrencia	snippet	font	estat
territorial	coprínceps	pa-017	1	s escaldes van ser molt fortes. Clar, evidentment. I nosaltres no estallem aquí per matar els coprínceps. Vull dir, teníem clar que un cop principat és el que volíem, els coprínceps no els volíem ap	transcripcions/pa-017.txt	ASR; pendent d'audicio
territorial	coprínceps	pa-017	2	uí per matar els coprínceps. Vull dir, teníem clar que un cop principat és el que volíem, els coprínceps no els volíem apertar. L'únic que nosaltres volíem és tenir més drets i més possibilitats d'a	transcripcions/pa-017.txt	ASR; pendent d'audicio
discurs	a nivell	pa-018	1	anàvem a eleccions, després, encara que algú volgués plantejar una modificació quan se vol, a nivell de programa polític, sabia que el seu recurs era mínim, perquè a algú li feia un recurs allò	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	a nivell	pa-018	2	per haver estat aquí formats a l'escola francesa, altres que havien estat formats a Espanya a nivell d'ensenyament superior, i que havien anat aquí a l'escola espanyola, i hi havia diversitat.	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	a nivell	pa-018	3	hi havia diversitat. L'únic que sí que ens unia a tots, més o menys, era un criteri de que, a nivell d'Andorra, tots volíem que el nostre país, el que comentava anteriorment, tingués un recone	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	a veure	pa-018	1	lers no ho diuen obertament però ho feien per darrere, van intentar, de totes maneres, forçar a veure si, fins a l'última hora, algú, i des de fora alguns els encorxaven a fer-ho, a veure si nos	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	a veure	pa-018	2	forçar a veure si, fins a l'última hora, algú, i des de fora alguns els encorxaven a fer-ho, a veure si nosaltres ens carregàvem la pròpia negociació de la Constitució i va haver-hi dies previs	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	a veure	pa-018	3	"que el plantejament va ser molt més amb un objectiu de ser pragmàtics i de dir, ""Bueno, anem a veure si ens hem sortit"", perquè no gaire és oportunitats més que aquesta tindrem. I en aquell mom"	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	bueno	pa-018	1	nçut que ens calgui una reforma del nivell i de l'importància d'una Constitució. I a Montès, bueno, es busca allà a fer sis propostes, es posen a referèndum, algunes d'elles tenien algunes co	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	bueno	pa-018	2	algú li feia un recurs allò que ell havia... es havia compromès davant dels electors, doncs, bueno, quedaria en paper mullat, perquè no podria estar ni efectiu ni res, perquè quedaria allà en	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	bueno	pa-018	3	quedaria allà en un propi calaix. Bé, dintre de l'UCPA, quan es va formar, hi havia, doncs, bueno, una joventut que, ideològicament, no veníem tots del mateix punt, perquè veníem alguns que	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	bé	pa-018	1	mullat, perquè no podria estar ni efectiu ni res, perquè quedaria allà en un propi calaix. Bé, dintre de l'UCPA, quan es va formar, hi havia, doncs, bueno, una joventut que, ideològicame	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	bé	pa-018	2	"s i enriquidors i moltes idees. I, bueno, al final, alguns van dir... ""Escolta, aquí... molt bé discutir, però..."" I avançar, però, per el que necessitem, és que es creï una candidatura i"	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	bé	pa-018	3	que ell encessin aquesta idea, ni els altres la bloquejaen, doncs, bueno, ja que dèiem ells bé, sense gastar-se un duro. Per dir-ho d'una manera, i jo crec que la Iglesia és molt interess	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	clar	pa-018	1	an se vol acció d'aquestes, i aquests recursos en queixa els tenien els delegats permanents. Clar, què passava, de que els delegats permanents, ells tenien aquest poder que era el poder legis	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	clar	pa-018	2	ia dit coses molt grosses, si li dius, escolta, home, perquè tu ho regona, mira, que tal. I, clar, el fet és que hi ha el polític, que és polític per ideals, i aquest és el polític que va a b	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	clar	pa-018	3	eno, que al final vam negociar un text que jo crec que és un bon text constitucional. Bueno, clar, aquí segur que si preguntes... cadascú deu tenir la seva pròpia opinió. Bueno, jo, sense fa	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	diguem	pa-018	1	fer tacadoli. Hi havia gent que no era molt pròxima a nosaltres, que se'ns va anar apropant, diguem, però vosaltres realment voleu fer això, és que vosaltres, i després, al propi ambient del ca	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	diguem	pa-018	2	van acabar sent responsables polítics treballant amb la Constitució, fent-la servir, i tots, diguem, personalment m'ho han dit a mi tots, que gràcies a Déu que avui dia la tenim. Ens havíem se	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	doncs	pa-018	1	r sis propostes, es posen a referèndum, algunes d'elles tenien algunes coses bones, altres, doncs eren menys evolutives i molt més conservadores, però tot aquell procés és un procés que està	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	doncs	pa-018	2	rquè a algú li feia un recurs allò que ell havia... es havia compromès davant dels electors, doncs, bueno, quedaria en paper mullat, perquè no podria estar ni efectiu ni res, perquè quedaria	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	doncs	pa-018	3	perquè quedaria allà en un propi calaix. Bé, dintre de l'UCPA, quan es va formar, hi havia, doncs, bueno, una joventut que, ideològicament, no veníem tots del mateix punt, perquè veníem alg	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	llavors	pa-018	1	, i, bueno, el que no vol és trencar gaire ous perquè, si no, li segueixen molt els rastre. Llavors, com més desapercebut passa, millor, quan va passar el problema de que... a través de que hi	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	llavors	pa-018	2	"això, la millor després l'Estat tindrà aquesta responsabilitat que no la podríem assumir"". I llavors havíem de buscar que la paraula quedés una miqueta més diluïda dintre del plantejament perqu"	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	perquè	pa-018	1	emocràcia que ens poguessin autogestionar internament, però això era una il·lusió irrisòria, perquè no podíem acabar mai de decidir que una cosa que nosaltres al poble endorrà havia decidit, s	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	perquè	pa-018	2	abar mai de decidir que una cosa que nosaltres al poble endorrà havia decidit, sobiranament, perquè la seva majoria del Consell General volia que això es fes d'aquesta manera, un recurs en que	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	perquè	pa-018	3	ir en el món polític, i no sols en el món polític, sinó també en la ciutadania, en general, perquè tothom era conscient que era com si n'essin acabant els objectius de les nostres institucion	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	és a dir	pa-018	1	estar subjectes a recursos i podien estar en un calar els anys sense que entressin en vigor. És a dir, que nosaltres podíem dins que volíem ser com un Parlament a través del Consell General amb	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	és a dir	pa-018	2	"ap de casa de la Casa de la Vall. Aquell moment és un... Aquell moment és un inici com tot. És a dir, tu tens els objectius a la teva vida de dir ""Jo voldria fer realitat això"". I un dia, per c"	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	és a dir	pa-018	3	antejament de que Andorra pogués tenir un estatus internacional reconegut com un estat més. És a dir, que hi havia diverses lectures i diversos criteris, i la mitra tenia el plantejament de tot	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	Canillo	pa-018	1	el canvi institucional. I en la primera, doncs, bueno, vam tenir la sort de tenir persones de Canillo, que van creure amb nosaltres amb el nostre objectiu, i que, bueno, a través de la sindicatu	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	Escaldes	pa-018	1	que havien d'evolucionar cap a una altra modernitat. I això va fer una sèrie de persones i Escaldes era un poble molt actiu i molt viu, a nivell de política, a nivell de comerç, a nivell d'host	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	Escaldes	pa-018	2	ntejaments i, bueno, d'aquí van sortir a l'època aquella, doncs, bueno, quan estàvem en algun escaldes, caldea, el festival de jazz... Molts de les coses que després algunes d'elles es reprenen	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	Escaldes	pa-018	3	eníem la mateixa voluntat de canvi, alguns vista d'una manera molt més forta, diria jo, des d'escaldes, altres d'una manera una miqueta molt més pragmàtica des d'Andorra la vella, però, bueno, ta	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	Sant Julià	pa-018	1	n anar a buscar. Jo vaig assumir d'anar de candidat a síndic, sapiguent que perdia, i els de Sant Julià de l'Òrea, molts dels quals ja no hi són per poder-ho explicar, doncs em van dir a mi, mira,	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	andorrana	pa-018	1	molt restringits, perquè va haver-hi una època que també hi havia el tema de la nacionalitat andorrana, que s'havia estat molt tancat, hi havia el tema, doncs, bueno, de que estava privat a fer-	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	comuns	pa-018	1	e l'època. Dic, jo no portaré, en cap cas, la dimissió del Jaume, que anem amb uns objectius comuns, perquè vosaltres, amb el seu amic síndic, vosaltres fer-ho doncs serà síndic a l'Albert Gel	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	comú	pa-018	1	etapes polítiques que he fet, i he trobat aquí companys extraordinaris, en el consell, en el comú, i, bueno, quan t'il·lusiones per projectes, cada projecte té la seva importància. Però, si	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	copríncep	pa-018	1	"uny. Pres arriba un moment que cadascú força per les seves part, per exemple, de la part del copríncep Episcopal, van forçar a diverses vegades de dir ""escolta, miri, siguin valents, no hi ha pro"	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	copríncep	pa-018	2	"siguin valents, no hi ha problema, facin una república"". No es preocupin, nosaltres, miri, el copríncep ja ho ha dit, ell no li sap creu marxar i tal i qual. I jo recordo que vaig tenir a dir, amb"	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	copríncep	pa-018	3	"e fer nosaltres en aquest moment donat és dir-li ""miri, nosaltres guardem el posto del pròxim copríncep, perquè aquest copríncept no serà etern, darrere d'allem vindrà un altre i el pròxim que vin"	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	parròquia	pa-018	1	ent d'uns joves que teníem, doncs, una idea de fer evolucionar primer el poble, amb tant que parròquia i després, bueno, canviar també el concepte de país amb tant que millorar les institucions d	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	parròquia	pa-018	2	re del plantejament de la segona fase, que van ser uns altres els que van venir a menjar a la parròquia d'en Camp, que estaven molt més oberts per al tema del canvi institucional. I en la primera,	transcripcions/pa-018.txt	ASR; pendent d'audicio
territorial	parròquia	pa-018	3	allí sobre un plantejament que segur que s'havien fet ells sols. Després, Escaldes va ser la parròquia on es va votar el major percentatge de sis del referèndum, i era per què? Perquè la gent s'	transcripcions/pa-018.txt	ASR; pendent d'audicio
discurs	a nivell	pa-019	1	inàmica d'avançar. No sols haver anat amb la Constitució, sinó amb qualsevol tema que entres a nivell de comissions. I això va provocar una dinàmica molt intensiva, la veritat és que es va treba	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	a nivell	pa-019	2	ió es tanca el 14 de març. Com a eina, com a instrument i com a presentació d'un gran canvi. A nivell... a partir d'aquí, aquestes eines o aquesta eina es comença a desenvolupar. I es comença a	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	a nivell	pa-019	3	'un model que comença obrint els comptes de les empreses, comença amb una certa transparència a nivell intern, després amb un intercambi d'informació, després amb tot un model fiscal que es desen	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	bueno	pa-019	1	necessitat de deixar segons quins temes més detallats a la Constitució, més aclarits. Però, bueno, la corrent aquesta jo crec que ja era imperable. Però aquí hi havia gent que era detractora	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	bueno	pa-019	2	fórmula d'aquesta amicta que vam muntar. Semblava que perdia part de pes al territori. Però, bueno, el referent va demostrar que la gent va entendre el que estàvem proposant i que es tractava	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	bueno	pa-019	3	mportant que tota la gent d'aquí hagués votat favorablement. Quan es planteja aquest tema... Bueno, jo arribo al convenciment que sí, que pot ser que la Constitució no s'aprovi per unanimitat,	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	bé	pa-019	1	els quadraconsellers discutíem, parlàvem, i buscàvem qui era la fórmula que ens aqueixava més bé. Realment era tot un tema de consens. El consens començava ja perquè els consellers del ter	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	bé	pa-019	2	ema de consens. El consens començava ja perquè els consellers del territori ens entenguessin bé, i estiguéssim d'acord amb les propostes. Aquí a l'ADS feia una feina de transmissió d'infor	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	bé	pa-019	3	ostes. Aquí a l'ADS feia una feina de transmissió d'informació perfecta i per treballar molt bé. Totes les comissions teníem... tots els consellers jo crec que teníem en el conscient, en	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	clar	pa-019	1	gestionem. Què passa amb el món econòmic? Què passa amb l'activitat econòmica del país? I, clar, trasladals i que la constitució no seria un miracle pel tema econòmic, per què? Que podíem	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	diguem	pa-019	1	Jo crec que es va generar una certa complicitat entre els consellers. I va haver una certa, diguem-ne, un bon feeling, no? Trenes globals, eh? Trenes detalls. Que va provocar que s'entres amb	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	diguem	pa-019	2	nça a desenvolupar en molts sentits. Crec que on es donen les opcions de poder desenvolupar, diguem-ne, projectes de país, depenent només dels endurrants, petits matisos, no? Ens permet consol	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	diguem	pa-019	3	vament, dels endurrants. La constitució s'acaba el 14, però el seu desplegament i les seves, diguem-ne, implementacions a l'ullar de l'història, jo crec. El gran canvi està en que avui en dia	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	doncs	pa-019	1	El context d'aquella època era... tots els nostres països de l'entorn havien fet el canvi, doncs venien inclús de dictadura. I nosaltres, en aquell moment, ens havíem quedat posant una mica	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	evidentment	pa-019	1	í, que això ha de treballar. I la disolusió del consell anterior va ser un factor que també, evidentment, posava una certa presió dels que estàvem aquí, sense dubte. Si algunes vades ho he pensat,	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	evidentment	pa-019	2	ers jo crec que teníem en el conscient, en el subconscient, el fet que la part important era, evidentment, avançar amb el tema constitucional. La comissió de finança es va trobar amb algunes situaci	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	evidentment	pa-019	3	l'època. Era una llei que a més allà hi havia el compromís, abans que acabés la legislatura, evidentment, desbloquejar aquesta situació i normalitzar el tema del ordenament financer. Va ser una ll	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	llavors	pa-019	1	què? Que podíem ajudar perquè ens donava eines per poder fer més coses que podíem fer fins a llavors. Aquest era el missatge que nosaltres passava, però és normal que hi hagués una certa reticè	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	no?	pa-019	1	una certa complicitat entre els consellers. I va haver una certa, diguem-ne, un bon feeling, no? Trenes globals, eh? Trenes detalls. Que va provocar que s'entres amb una dinàmica d'avançar.	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	no?	pa-019	2	a la reunió que es va fer aquí. Va anar tot molt de pressa, eh? Potser pecant d'ingenuitat, no? Tenia un convenciment que això estava totalment tancat. Veiem portar una sorpresa. Sabia qu	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	no?	pa-019	3	desenvolupar, diguem-ne, projectes de país, depenent només dels endurrants, petits matisos, no? Ens permet consolidar la independència. Erem un país independent, però comencem, aconseguim	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	per tant	pa-019	1	its, menys populació. En aquells moments devia ser la tercera paròquia amb més electors. I, per tant, segurament era més fàcil de gestionar-ho que amb quin altre tipus de territori. Jo recordo	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	per tant	pa-019	2	obert, hi havia campanyes... Hi havia gent que va fer campanya amb contra de la Constitució, per tant, tampoc era... Però en general, la notaves, la percepció et feia veure que anava molt ben en	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	perquè	pa-019	1	posava una certa presió dels que estàvem aquí, sense dubte. Si algunes vades ho he pensat, perquè realment va ser un consell molt intens, es va treballar moltíssim. Jo crec que es va generar	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	perquè	pa-019	2	a l'ADS ens informava, a les albarons informava, puntualment de tot el que anava succeint, perquè això era una carrera d'obstacles, constantment anaven a preixer temes que s'havien d'anar res	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	perquè	pa-019	3	rmula que ens aqueixava més bé. Realment era tot un tema de consens. El consens començava ja perquè els consellers del territori ens entenguessin bé, i estiguéssim d'acord amb les propostes.	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	és a dir	pa-019	1	ment, ens havíem quedat posant una mica enrederits amb això. Bàsicament aquesta és la idea. És a dir, una de les coses que ens va deixar a Marencia, el consell que es va disoldre, va ser això.	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	és a dir	pa-019	2	Aquí no podem ni generar exces de conflictes, però tampoc podem deixar els deures sense fer. És a dir, anem a endreçar-ho, simplement. Globalment jo crec que per França el tema estava llançat, e	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	és a dir	pa-019	3	ar que la gent va entendre el que estàvem proposant i que es tractava d'un tema d'equilibri. És a dir, no pot ser que la nostra posició sigui la bona. Té que buscar-se una posició que sigui bona	transcripcions/pa-019.txt	ASR; pendent d'audicio
territorial	comuns	pa-019	1	s pel país. Es va treballar, també, amb la llei de competències i les transferències amb els comuns, sempre des d'una òptica que passava, jo crec, més per dir... anem a resoldre provisionalmen	transcripcions/pa-019.txt	ASR; pendent d'audicio
territorial	comuns	pa-019	2	rribarien? El sistema electoral, un altre tema difícil de resoldre. Com seria la relació amb comuns? Jo crec que no hi havia un tema estrella, però hi havia uns quants que eren evidentment mol	transcripcions/pa-019.txt	ASR; pendent d'audicio
discurs	a nivell	pa-020	1	que penso que va ser una fórmula que ha funcionat molt bé. I que precisament també porta que, a nivell comunal, porta que les majories simples, aquestes són majories que finalment arriben a porta	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	a nivell	pa-020	2	jories, que aquestes majories sempre són majories simples i acaben amb dimissions. Vull dir, a nivell de comuns, jo penso que es va encertar. És veritat que hi ha gent que troben a faltar la quin	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	aviam	pa-020	1	bé, que s'anàveu a perpinyar, feien recursos a la seu. I això resulta que clar, això era..., aviam, potser va funcionar molt bé fins a primers de segle, però després se'ls va fer fèixoc. Se'	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	aviam	pa-020	2	"quella quiniela que hi havia, que tu podies agafar amb una llista i fer creus, i dir, ""Mira, aviam, a mi m'agrada aquest, però a aquell no m'agrada"". Bueno, la quiniela... clar, la quiniela la"	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	bueno	pa-020	1	"muntar això, perquè he vingut aquella dimissió recent, i tot allò anava tot molt ràpid."" I, bueno, vam anar a la reunió, vam començar a parlar, vam veure la manera de muntar-ho, en aquell mo"	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	bueno	pa-020	2	uil·lició amb un altre grup de la Massana, que, històricament, havíem sigut contrari, però, bueno, finalment, el que es buscave és fer una candidatura i de tirar endavant i de... I me'n reco	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	bueno	pa-020	3	"bar i m'espequeu, tu, escolta, i jo et dic que ho m'he aterrisar, no?"" Me'n van posar a dir, bueno. Primer els hi vaig dir que no, però els hi vaig dir que no, me'n vaig anar cap a casa, els h"	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	bé	pa-020	1	govern que hi havia, hi havia els consuls, els consuls. En aquell moment, potser no eren ben bé del mateix equip, però finalment vam dir, escolta, deixem estar de punyetes, i anem aquí a t	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	bé	pa-020	2	it durava dies, eh? Potser anys, bueno, amb aquest 45 anys, perquè, doncs, quan no li anàveu bé, que s'anàveu a perpinyar, feien recursos a la seu. I això resulta que clar, això era..., av	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	bé	pa-020	3	ien recursos a la seu. I això resulta que clar, això era..., aviam, potser va funcionar molt bé fins a primers de segle, però després se'ls va fer fèixoc. Se'ls hi feia fèixoc, se'ls hi ve	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	clar	pa-020	1	no, finalment em van convèncer i van acabar anar-hi. I quan vam entrar, el que sí que teníem, clar, que sabia fer la Constitució. Nosaltres vam deixar de part totes les rencunis, tot el que	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	clar	pa-020	2	ució. I això sí que ho hem tingut, des del primer moment, tots quatre. Tots quatre ho teníem clar. Evidentment, teníem electorat d'una manera i electorat d'una altra, i a vegades l'electorat	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	clar	pa-020	3	centrar en el seu moment, nosaltres vam anar per fer la Constitució, i aquí sí que ho teníem clar. Ens vam posar d'acord amb govern, hi havia govern, hi havia el govern que hi havia, hi hav	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	diguem	pa-020	1	"Els quarts diuen, ""Escolta, això ha passat"". I d'altres fem la nostra constància de magta. Diguem el que pensem, després de les votacions, o qui guanyarà, guanyarà, o qui perdia. Però el que"	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	doncs	pa-020	1	u tenies un pleit, el pleit durava dies, eh? Potser anys, bueno, amb aquest 45 anys, perquè, doncs, quan no li anàveu bé, que s'anàveu a perpinyar, feien recursos a la seu. I això resulta que	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	doncs	pa-020	2	indrem més. Era el més jove, era el més cadell, era el que no m'havia posat mai en política, doncs veïtindré la majoria de vots. I clar, després ja no va ser així. Després del 93 ja va ser am	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	doncs	pa-020	3	No era evidentment i, finalment, també van acabar votant igualment. Però sí que me'n recordo, doncs, molts nervis, molts nervis. Jo, de Sant Julià, tenia companys que, bueno, que em diuen... E	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	evidentment	pa-020	1	I això sí que ho hem tingut, des del primer moment, tots quatre. Tots quatre ho teníem clar. Evidentment, teníem electorat d'una manera i electorat d'una altra, i a vegades l'electorat influeix molt	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	evidentment	pa-020	2	es i competències els comuns, jo estava a la llei de... jo estava a la Comissió de Finances, evidentment, vam tindre moltes terres. I sempre vam demanar què voleu, què és el que voleu, no ho volem	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	evidentment	pa-020	3	acceptable, no ho hagués entès ningú, no ho hagués entès, de poder posar aquest tema. No era evidentment i, finalment, també van acabar votant igualment. Però sí que me'n recordo, doncs, molts nervi	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	no?	pa-020	1	"Escolta, jo he acabat d'arribar i m'espequeu, tu, escolta, i jo et dic que ho m'he aterrisar, no?"" Me'n van posar a dir, bueno. Primer els hi vaig dir que no, però els hi vaig dir que no, me"	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	no?	pa-020	2	"a nit sé que em va agafar allà, ""Só para tal"", i els he dit que no, però jo m'expliquen a mi, no? ""Escolta, tu, que és el favor a la política i a esdenar-hi quan et criden."" A vegades, no qu"	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	no?	pa-020	3	s copal. I la Masana sempre havia sigut més propis copal que pro-françès, pro-copixafrancès, no? Però a mi no els em generava tot els votants, eh? I clar, diuen els que el vius bé, perquè	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	perquè	pa-020	1	"despatx meu i em van trucar i em van dir, ""Escolta, vine, que hem de començar a muntar això, perquè he vingut aquella dimissió recent, i tot allò anava tot molt ràpid."" I, bueno, vam anar a la"	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	perquè	pa-020	2	ò quan tu tenies un pleit, el pleit durava dies, eh? Potser anys, bueno, amb aquest 45 anys, perquè, doncs, quan no li anàveu bé, que s'anàveu a perpinyar, feien recursos a la seu. I això resu	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	perquè	pa-020	3	e va caure com una gota freda. Me'n recordo que a la Masana, la gent que eren propis copal, perquè també tinguien votants, que eren propis copal. I la Masana sempre havia sigut més propis copa	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	vull dir	pa-020	1	que ens venia del Combo de l'Amaçana, nosaltres intentàvem tirar-ho endavant i posar-ho a... Vull dir, després, companys que el consul, els seus consuls, sobretot això vigileu, això sobretot, qu	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	vull dir	pa-020	2	, segur. Però fent-ho com es va fer va passar molt bé. I, a més, ja estàvem d'acord, perquè vull dir, sabíem, tots, que finalment, aquesta proporcional nacional hi havia de ser-hi. Finalment, a	transcripcions/pa-020.txt	ASR; pendent d'audicio
discurs	vull dir	pa-020	3	proporcional. Això vol dir que tens entre el Senat i el Congrés, que ho tens tot junts, no? Vull dir que penso que va ser una fórmula que ha funcionat molt bé. I que precisament també porta que,	transcripcions/pa-020.txt	ASR; pendent d'audicio
territorial	Massana	pa-020	1	nera de muntar-ho, en aquell moment es va fer una mica d'equil·lició amb un altre grup de la Massana, que, històricament, havíem sigut contrari, però, bueno, finalment, el que es buscave és fer	transcripcions/pa-020.txt	ASR; pendent d'audicio
territorial	Massana	pa-020	2	s potser la quina més que vam encertar. La llei electoral, la llei electoral... Finalment, a Massana, tots sabíem que hi havia aquesta part de la... Diguéssim, de la part... la proporcional naci	transcripcions/pa-020.txt	ASR; pendent d'audicio
territorial	Massana	pa-020	3	explota quan el president, en aquest cas, el director de la cas, era un company nostre de la Massana, encara que fos a l'oposició... Era un candidat que s'havia presentat i era... Bueno, era u	transcripcions/pa-020.txt	ASR; pendent d'audicio
territorial	Ordino	pa-020	1	els drets de les persones, sobre el tema dels quarts, em recorda en aquell moment la Masana, Ordino i una altra para... Defensa ben els quarts, clar, els quarts. Les altres para qui són, tenie	transcripcions/pa-020.txt	ASR; pendent d'audicio
territorial	Sant Julià	pa-020	1	i electorat d'una altra, i a vegades l'electorat influeix molt. Ens vam trobar amb el cas de Sant Julià, que l'electorat perill va ser molt potent, que després, si volem, ho parlarem, eh? Però a	transcripcions/pa-020.txt	ASR; pendent d'audicio
territorial	Sant Julià	pa-020	2	tornar. Bueno, no ho sé, passat el temps jo penso que... Bueno, primerament els companys de Sant Julià, que van ser els que ens portaven la batuta en aquest tema, i no tots, però jo penso que aix	transcripcions/pa-020.txt	ASR; pendent d'audicio
territorial	Sant Julià	pa-020	3	acabar votant igualment. Però sí que me'n recordo, doncs, molts nervis, molts nervis. Jo, de Sant Julià, tenia companys que, bueno, que em diuen... Escolta, jo no ho havíem gens de clar, el que en	transcripcions/pa-020.txt	ASR; pendent d'audicio
territorial	comunal	pa-020	1	que va ser una fórmula que ha funcionat molt bé. I que precisament també porta que, a nivell comunal, porta que les majories simples, aquestes són majories que finalment arriben a portar un com	transcripcions/pa-020.txt	ASR; pendent d'audicio
territorial	comunals	pa-020	1	a faltar. Encara ni ara gent que em diuen que encara sí hauria de tornar. Però almenys a les comunals, i inclús a les nacionales em diuen, sí hauria de tornar. Bueno, no ho sé, passat el temps j	transcripcions/pa-020.txt	ASR; pendent d'audicio
territorial	comuns	pa-020	1	etot això vigileu, això sobretot, quan es va fer la llei de transferències i competències els comuns, jo estava a la llei de... jo estava a la Comissió de Finances, evidentment, vam tindre molt	transcripcions/pa-020.txt	ASR; pendent d'audicio
