id_persona	forma	interval_escolta	clip	json_small	n_matches	token_match	token_matches
pa-030	és a dir	193.13-199.43	clips/pa-030__s-a-dir__193.13.wav	qa-cua-small-json/pa-030__s-a-dir__193_13.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.080"",""local_end_s"":""1.470"",""absolute_start_s"":""194.210"",""absolute_end_s"":""194.600"",""prob_min"":""0.3545"",""text"":""És a dir""}]"
pa-033	és a dir	39.29-44.27	clips/pa-033__s-a-dir__39.29.wav	qa-cua-small-json/pa-033__s-a-dir__39_29.json	2	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.460"",""absolute_start_s"":""39.290"",""absolute_end_s"":""39.750"",""prob_min"":""0.2217"",""text"":""és a dir""},{""occurrence"":2,""local_start_s"":""1.550"",""local_end_s"":""1.890"",""absolute_start_s"":""40.840"",""absolute_end_s"":""41.180"",""prob_min"":""0.4670"",""text"":""és a dir""}]"
pa-034	és a dir	319.09-323.47	clips/pa-034__s-a-dir__319.09.wav	qa-cua-small-json/pa-034__s-a-dir__319_09.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.800"",""local_end_s"":""1.340"",""absolute_start_s"":""319.890"",""absolute_end_s"":""320.430"",""prob_min"":""0.6783"",""text"":""és a dir""}]"
pa-035	és a dir	582.29-589.75	clips/pa-035__s-a-dir__582.29.wav	qa-cua-small-json/pa-035__s-a-dir__582_29.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.750"",""absolute_start_s"":""582.290"",""absolute_end_s"":""583.040"",""prob_min"":""0.1928"",""text"":""És a dir""}]"
pa-039	és a dir	209.05-216.11	clips/pa-039__s-a-dir__209.05.wav	qa-cua-small-json/pa-039__s-a-dir__209_05.json	0	no	[]
pa-041	és a dir	259.25-265.75	clips/pa-041__s-a-dir__259.25.wav	qa-cua-small-json/pa-041__s-a-dir__259_25.json	0	no	[]
pa-043	és a dir	107.25-111.75	clips/pa-043__s-a-dir__107.25.wav	qa-cua-small-json/pa-043__s-a-dir__107_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.000"",""local_end_s"":""1.330"",""absolute_start_s"":""108.250"",""absolute_end_s"":""108.580"",""prob_min"":""0.3177"",""text"":""És a dir""}]"
pa-046	és a dir	135.61-140.07	clips/pa-046__s-a-dir__135.61.wav	qa-cua-small-json/pa-046__s-a-dir__135_61.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.000"",""local_end_s"":""2.320"",""absolute_start_s"":""137.610"",""absolute_end_s"":""137.930"",""prob_min"":""0.8034"",""text"":""és a dir""}]"
pa-048	és a dir	1130.61-1135.31	clips/pa-048__s-a-dir__1130.61.wav	qa-cua-small-json/pa-048__s-a-dir__1130_61.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""1.530"",""absolute_start_s"":""1130.610"",""absolute_end_s"":""1132.140"",""prob_min"":""0.0362"",""text"":""és a dir""}]"
pa-049	és a dir	907.25-911.75	clips/pa-049__s-a-dir__907.25.wav	qa-cua-small-json/pa-049__s-a-dir__907_25.json	0	no	[]
pa-055	és a dir	63.89-68.59	clips/pa-055__s-a-dir__63.89.wav	qa-cua-small-json/pa-055__s-a-dir__63_89.json	0	no	[]
pa-056	és a dir	7.45-10.87	clips/pa-056__s-a-dir__7.45.wav	qa-cua-small-json/pa-056__s-a-dir__7_45.json	0	no	[]
pa-057	és a dir	19.89-25.51	clips/pa-057__s-a-dir__19.89.wav	qa-cua-small-json/pa-057__s-a-dir__19_89.json	0	no	[]
pa-058	és a dir	74.41-79.87	clips/pa-058__s-a-dir__74.41.wav	qa-cua-small-json/pa-058__s-a-dir__74_41.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.090"",""local_end_s"":""1.660"",""absolute_start_s"":""75.500"",""absolute_end_s"":""76.070"",""prob_min"":""0.9532"",""text"":""És a dir""}]"
pa-059	és a dir	487.81-491.67	clips/pa-059__s-a-dir__487.81.wav	qa-cua-small-json/pa-059__s-a-dir__487_81.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.560"",""absolute_start_s"":""487.810"",""absolute_end_s"":""488.370"",""prob_min"":""0.3117"",""text"":""És a dir""}]"
pa-060	és a dir	207.33-213.63	clips/pa-060__s-a-dir__207.33.wav	qa-cua-small-json/pa-060__s-a-dir__207_33.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.030"",""local_end_s"":""0.530"",""absolute_start_s"":""207.360"",""absolute_end_s"":""207.860"",""prob_min"":""0.1095"",""text"":""És a dir""}]"
pa-062	és a dir	973.65-980.31	clips/pa-062__s-a-dir__973.65.wav	qa-cua-small-json/pa-062__s-a-dir__973_65.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.000"",""local_end_s"":""1.770"",""absolute_start_s"":""974.650"",""absolute_end_s"":""975.420"",""prob_min"":""0.7665"",""text"":""és a dir""}]"
pa-064	és a dir	258.61-265.03	clips/pa-064__s-a-dir__258.61.wav	qa-cua-small-json/pa-064__s-a-dir__258_61.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.080"",""local_end_s"":""0.670"",""absolute_start_s"":""258.690"",""absolute_end_s"":""259.280"",""prob_min"":""0.0375"",""text"":""És a dir""}]"
pa-065	és a dir	221.29-226.15	clips/pa-065__s-a-dir__221.29.wav	qa-cua-small-json/pa-065__s-a-dir__221_29.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.690"",""absolute_start_s"":""221.290"",""absolute_end_s"":""221.980"",""prob_min"":""0.1110"",""text"":""És a dir""}]"
pa-001	aleshores	10.13-13.63	clips/pa-001__aleshores__10.13.wav	qa-cua-small-json/pa-001__aleshores__10_13.json	0	no	[]
pa-003	aleshores	18.69-23.19	clips/pa-003__aleshores__18.69.wav	qa-cua-small-json/pa-003__aleshores__18_69.json	0	no	[]
pa-006	aleshores	513.25-518.75	clips/pa-006__aleshores__513.25.wav	qa-cua-small-json/pa-006__aleshores__513_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.030"",""local_end_s"":""0.740"",""absolute_start_s"":""513.280"",""absolute_end_s"":""513.990"",""prob_min"":""0.5916"",""text"":""Aleshores""}]"
pa-008	aleshores	1315.25-1319.75	clips/pa-008__aleshores__1315.25.wav	qa-cua-small-json/pa-008__aleshores__1315_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.160"",""local_end_s"":""1.630"",""absolute_start_s"":""1316.410"",""absolute_end_s"":""1316.880"",""prob_min"":""0.6411"",""text"":""Aleshores""}]"
pa-011	aleshores	89.33-95.07	clips/pa-011__aleshores__89.33.wav	qa-cua-small-json/pa-011__aleshores__89_33.json	0	no	[]
pa-012	aleshores	246.25-250.75	clips/pa-012__aleshores__246.25.wav	qa-cua-small-json/pa-012__aleshores__246_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.340"",""local_end_s"":""1.150"",""absolute_start_s"":""246.590"",""absolute_end_s"":""247.400"",""prob_min"":""0.2041"",""text"":""aleshores""}]"
pa-014	aleshores	119.85-128.75	clips/pa-014__aleshores__119.85.wav	qa-cua-small-json/pa-014__aleshores__119_85.json	0	no	[]
pa-021	aleshores	12.25-16.87	clips/pa-021__aleshores__12.25.wav	qa-cua-small-json/pa-021__aleshores__12_25.json	0	no	[]
pa-025	aleshores	361.93-368.19	clips/pa-025__aleshores__361.93.wav	qa-cua-small-json/pa-025__aleshores__361_93.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.410"",""local_end_s"":""1.640"",""absolute_start_s"":""362.340"",""absolute_end_s"":""363.570"",""prob_min"":""0.7026"",""text"":""aleshores""}]"
pa-030	aleshores	392.41-397.91	clips/pa-030__aleshores__392.41.wav	qa-cua-small-json/pa-030__aleshores__392_41.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.120"",""local_end_s"":""1.250"",""absolute_start_s"":""392.530"",""absolute_end_s"":""393.660"",""prob_min"":""0.3657"",""text"":""aleshores""}]"
pa-031	aleshores	54.09-57.91	clips/pa-031__aleshores__54.09.wav	qa-cua-small-json/pa-031__aleshores__54_09.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.770"",""local_end_s"":""1.230"",""absolute_start_s"":""54.860"",""absolute_end_s"":""55.320"",""prob_min"":""0.4175"",""text"":""aleshores""}]"
pa-032	aleshores	79.09-87.19	clips/pa-032__aleshores__79.09.wav	qa-cua-small-json/pa-032__aleshores__79_09.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.210"",""local_end_s"":""2.140"",""absolute_start_s"":""79.300"",""absolute_end_s"":""81.230"",""prob_min"":""0.2226"",""text"":""aleshores""}]"
pa-045	aleshores	1193.41-1197.91	clips/pa-045__aleshores__1193.41.wav	qa-cua-small-json/pa-045__aleshores__1193_41.json	0	no	[]
pa-046	aleshores	527.57-532.55	clips/pa-046__aleshores__527.57.wav	qa-cua-small-json/pa-046__aleshores__527_57.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.800"",""local_end_s"":""3.290"",""absolute_start_s"":""530.370"",""absolute_end_s"":""530.860"",""prob_min"":""0.5334"",""text"":""aleshores""}]"
pa-048	aleshores	701.05-707.67	clips/pa-048__aleshores__701.05.wav	qa-cua-small-json/pa-048__aleshores__701_05.json	0	no	[]
pa-049	aleshores	110.29-118.67	clips/pa-049__aleshores__110.29.wav	qa-cua-small-json/pa-049__aleshores__110_29.json	1	sí	"[{""occurrence"":1,""local_start_s"":""6.080"",""local_end_s"":""6.370"",""absolute_start_s"":""116.370"",""absolute_end_s"":""116.660"",""prob_min"":""0.8959"",""text"":""Aleshores""}]"
pa-056	aleshores	393.13-397.83	clips/pa-056__aleshores__393.13.wav	qa-cua-small-json/pa-056__aleshores__393_13.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.300"",""local_end_s"":""1.210"",""absolute_start_s"":""393.430"",""absolute_end_s"":""394.340"",""prob_min"":""0.5797"",""text"":""aleshores""}]"
pa-060	aleshores	147.17-151.47	clips/pa-060__aleshores__147.17.wav	qa-cua-small-json/pa-060__aleshores__147_17.json	0	no	[]
pa-063	aleshores	151.45-155.23	clips/pa-063__aleshores__151.45.wav	qa-cua-small-json/pa-063__aleshores__151_45.json	0	no	[]
pa-065	aleshores	170.69-174.71	clips/pa-065__aleshores__170.69.wav	qa-cua-small-json/pa-065__aleshores__170_69.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.090"",""local_end_s"":""0.940"",""absolute_start_s"":""170.780"",""absolute_end_s"":""171.630"",""prob_min"":""0.4565"",""text"":""aleshores""}]"
pa-001	evidentment	1067.69-1071.19	clips/pa-001__evidentment__1067.69.wav	qa-cua-small-json/pa-001__evidentment__1067_69.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.230"",""local_end_s"":""2.360"",""absolute_start_s"":""1069.920"",""absolute_end_s"":""1070.050"",""prob_min"":""0.8911"",""text"":""evidentment""}]"
pa-002	evidentment	205.25-209.75	clips/pa-002__evidentment__205.25.wav	qa-cua-small-json/pa-002__evidentment__205_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.610"",""local_end_s"":""1.580"",""absolute_start_s"":""205.860"",""absolute_end_s"":""206.830"",""prob_min"":""0.9889"",""text"":""evidentment""}]"
pa-003	evidentment	158.81-165.19	clips/pa-003__evidentment__158.81.wav	qa-cua-small-json/pa-003__evidentment__158_81.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.850"",""local_end_s"":""1.530"",""absolute_start_s"":""159.660"",""absolute_end_s"":""160.340"",""prob_min"":""0.3957"",""text"":""evidentment""}]"
pa-004	evidentment	522.93-528.15	clips/pa-004__evidentment__522.93.wav	qa-cua-small-json/pa-004__evidentment__522_93.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.920"",""local_end_s"":""3.970"",""absolute_start_s"":""526.850"",""absolute_end_s"":""526.900"",""prob_min"":""0.9676"",""text"":""evidentment""}]"
pa-006	evidentment	124.25-131.75	clips/pa-006__evidentment__124.25.wav	qa-cua-small-json/pa-006__evidentment__124_25.json	0	no	[]
pa-007	evidentment	778.25-783.75	clips/pa-007__evidentment__778.25.wav	qa-cua-small-json/pa-007__evidentment__778_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""4.080"",""local_end_s"":""4.880"",""absolute_start_s"":""782.330"",""absolute_end_s"":""783.130"",""prob_min"":""0.9315"",""text"":""evidentment""}]"
pa-009	evidentment	947.25-951.75	clips/pa-009__evidentment__947.25.wav	qa-cua-small-json/pa-009__evidentment__947_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.000"",""local_end_s"":""1.740"",""absolute_start_s"":""948.250"",""absolute_end_s"":""948.990"",""prob_min"":""0.9520"",""text"":""evidentment""}]"
pa-011	evidentment	157.65-163.71	clips/pa-011__evidentment__157.65.wav	qa-cua-small-json/pa-011__evidentment__157_65.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.860"",""absolute_start_s"":""157.650"",""absolute_end_s"":""158.510"",""prob_min"":""0.1852"",""text"":""evidentment""}]"
pa-013	evidentment	530.29-540.27	clips/pa-013__evidentment__530.29.wav	qa-cua-small-json/pa-013__evidentment__530_29.json	0	no	[]
pa-014	evidentment	28.65-37.55	clips/pa-014__evidentment__28.65.wav	qa-cua-small-json/pa-014__evidentment__28_65.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.180"",""local_end_s"":""3.330"",""absolute_start_s"":""31.830"",""absolute_end_s"":""31.980"",""prob_min"":""0.8709"",""text"":""evidentment""}]"
pa-016	evidentment	456.85-463.03	clips/pa-016__evidentment__456.85.wav	qa-cua-small-json/pa-016__evidentment__456_85.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.220"",""local_end_s"":""1.050"",""absolute_start_s"":""457.070"",""absolute_end_s"":""457.900"",""prob_min"":""0.7723"",""text"":""evidentment""}]"
pa-017	evidentment	152.25-161.75	clips/pa-017__evidentment__152.25.wav	qa-cua-small-json/pa-017__evidentment__152_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""2.050"",""absolute_start_s"":""152.250"",""absolute_end_s"":""154.300"",""prob_min"":""0.1209"",""text"":""Evidentment""}]"
pa-019	evidentment	93.25-97.75	clips/pa-019__evidentment__93.25.wav	qa-cua-small-json/pa-019__evidentment__93_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.080"",""local_end_s"":""2.940"",""absolute_start_s"":""95.330"",""absolute_end_s"":""96.190"",""prob_min"":""0.7612"",""text"":""evidentment""}]"
pa-020	evidentment	117.57-122.27	clips/pa-020__evidentment__117.57.wav	qa-cua-small-json/pa-020__evidentment__117_57.json	0	no	[]
pa-021	evidentment	211.41-215.75	clips/pa-021__evidentment__211.41.wav	qa-cua-small-json/pa-021__evidentment__211_41.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.510"",""local_end_s"":""1.640"",""absolute_start_s"":""211.920"",""absolute_end_s"":""213.050"",""prob_min"":""0.4338"",""text"":""evidentment""}]"
pa-022	evidentment	303.01-309.59	clips/pa-022__evidentment__303.01.wav	qa-cua-small-json/pa-022__evidentment__303_01.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""1.230"",""absolute_start_s"":""303.010"",""absolute_end_s"":""304.240"",""prob_min"":""0.2581"",""text"":""Evidentment""}]"
pa-024	evidentment	518.89-523.51	clips/pa-024__evidentment__518.89.wav	qa-cua-small-json/pa-024__evidentment__518_89.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.450"",""local_end_s"":""3.750"",""absolute_start_s"":""522.340"",""absolute_end_s"":""522.640"",""prob_min"":""0.6014"",""text"":""evidentment""}]"
pa-025	evidentment	1156.61-1160.31	clips/pa-025__evidentment__1156.61.wav	qa-cua-small-json/pa-025__evidentment__1156_61.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.800"",""local_end_s"":""1.360"",""absolute_start_s"":""1157.410"",""absolute_end_s"":""1157.970"",""prob_min"":""0.7289"",""text"":""evidentment""}]"
pa-026	evidentment	1648.81-1653.83	clips/pa-026__evidentment__1648.81.wav	qa-cua-small-json/pa-026__evidentment__1648_81.json	0	no	[]
pa-027	evidentment	174.09-178.23	clips/pa-027__evidentment__174.09.wav	qa-cua-small-json/pa-027__evidentment__174_09.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.220"",""local_end_s"":""1.830"",""absolute_start_s"":""175.310"",""absolute_end_s"":""175.920"",""prob_min"":""0.8805"",""text"":""evidentment""}]"
pa-030	evidentment	43.53-48.63	clips/pa-030__evidentment__43.53.wav	qa-cua-small-json/pa-030__evidentment__43_53.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.320"",""local_end_s"":""2.040"",""absolute_start_s"":""44.850"",""absolute_end_s"":""45.570"",""prob_min"":""0.8964"",""text"":""evidentment""}]"
pa-035	evidentment	472.93-481.79	clips/pa-035__evidentment__472.93.wav	qa-cua-small-json/pa-035__evidentment__472_93.json	0	no	[]
pa-036	evidentment	202.85-211.95	clips/pa-036__evidentment__202.85.wav	qa-cua-small-json/pa-036__evidentment__202_85.json	1	sí	"[{""occurrence"":1,""local_start_s"":""5.100"",""local_end_s"":""5.570"",""absolute_start_s"":""207.950"",""absolute_end_s"":""208.420"",""prob_min"":""0.9393"",""text"":""evidentment""}]"
pa-039	evidentment	184.17-188.67	clips/pa-039__evidentment__184.17.wav	qa-cua-small-json/pa-039__evidentment__184_17.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.910"",""absolute_start_s"":""184.170"",""absolute_end_s"":""185.080"",""prob_min"":""0.2293"",""text"":""Evidentment""}]"
pa-040	evidentment	103.93-106.95	clips/pa-040__evidentment__103.93.wav	qa-cua-small-json/pa-040__evidentment__103_93.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.880"",""local_end_s"":""2.190"",""absolute_start_s"":""105.810"",""absolute_end_s"":""106.120"",""prob_min"":""0.8726"",""text"":""Evidentment""}]"
pa-041	evidentment	353.25-360.75	clips/pa-041__evidentment__353.25.wav	qa-cua-small-json/pa-041__evidentment__353_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""4.070"",""local_end_s"":""4.500"",""absolute_start_s"":""357.320"",""absolute_end_s"":""357.750"",""prob_min"":""0.5787"",""text"":""evidentment""}]"
pa-045	evidentment	290.13-298.31	clips/pa-045__evidentment__290.13.wav	qa-cua-small-json/pa-045__evidentment__290_13.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.190"",""local_end_s"":""1.960"",""absolute_start_s"":""291.320"",""absolute_end_s"":""292.090"",""prob_min"":""0.9812"",""text"":""evidentment""}]"
pa-046	evidentment	705.69-711.03	clips/pa-046__evidentment__705.69.wav	qa-cua-small-json/pa-046__evidentment__705_69.json	0	no	[]
pa-049	evidentment	117.17-126.51	clips/pa-049__evidentment__117.17.wav	qa-cua-small-json/pa-049__evidentment__117_17.json	1	sí	"[{""occurrence"":1,""local_start_s"":""7.210"",""local_end_s"":""7.990"",""absolute_start_s"":""124.380"",""absolute_end_s"":""125.160"",""prob_min"":""0.7421"",""text"":""evidentment""}]"
pa-055	evidentment	1644.01-1651.31	clips/pa-055__evidentment__1644.01.wav	qa-cua-small-json/pa-055__evidentment__1644_01.json	1	sí	"[{""occurrence"":1,""local_start_s"":""4.940"",""local_end_s"":""5.150"",""absolute_start_s"":""1648.950"",""absolute_end_s"":""1649.160"",""prob_min"":""0.4660"",""text"":""evidentment""}]"
pa-056	evidentment	43.45-48.59	clips/pa-056__evidentment__43.45.wav	qa-cua-small-json/pa-056__evidentment__43_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.310"",""local_end_s"":""1.980"",""absolute_start_s"":""44.760"",""absolute_end_s"":""45.430"",""prob_min"":""0.8623"",""text"":""evidentment""}]"
pa-059	evidentment	152.13-162.03	clips/pa-059__evidentment__152.13.wav	qa-cua-small-json/pa-059__evidentment__152_13.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""1.420"",""absolute_start_s"":""152.130"",""absolute_end_s"":""153.550"",""prob_min"":""0.0478"",""text"":""Evidentment""}]"
pa-061	evidentment	672.69-677.43	clips/pa-061__evidentment__672.69.wav	qa-cua-small-json/pa-061__evidentment__672_69.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.040"",""local_end_s"":""2.670"",""absolute_start_s"":""674.730"",""absolute_end_s"":""675.360"",""prob_min"":""0.9005"",""text"":""evidentment""}]"
pa-062	evidentment	163.29-166.67	clips/pa-062__evidentment__163.29.wav	qa-cua-small-json/pa-062__evidentment__163_29.json	0	no	[]
pa-064	evidentment	485.89-491.71	clips/pa-064__evidentment__485.89.wav	qa-cua-small-json/pa-064__evidentment__485_89.json	0	no	[]
pa-066	evidentment	89.75-95.41	clips/pa-066__evidentment__89.75.wav	qa-cua-small-json/pa-066__evidentment__89_75.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""1.380"",""absolute_start_s"":""89.750"",""absolute_end_s"":""91.130"",""prob_min"":""0.0340"",""text"":""evidentment""}]"
pa-003	diguem	212.85-219.51	clips/pa-003__diguem__212.85.wav	qa-cua-small-json/pa-003__diguem__212_85.json	0	no	[]
pa-006	diguem	530.25-535.75	clips/pa-006__diguem__530.25.wav	qa-cua-small-json/pa-006__diguem__530_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""4.720"",""local_end_s"":""4.990"",""absolute_start_s"":""534.970"",""absolute_end_s"":""535.240"",""prob_min"":""0.4405"",""text"":""diguem""}]"
pa-007	diguem	585.25-591.75	clips/pa-007__diguem__585.25.wav	qa-cua-small-json/pa-007__diguem__585_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.210"",""local_end_s"":""1.420"",""absolute_start_s"":""586.460"",""absolute_end_s"":""586.670"",""prob_min"":""0.7294"",""text"":""diguem""}]"
pa-008	diguem	374.25-379.75	clips/pa-008__diguem__374.25.wav	qa-cua-small-json/pa-008__diguem__374_25.json	0	no	[]
pa-009	diguem	60.25-66.75	clips/pa-009__diguem__60.25.wav	qa-cua-small-json/pa-009__diguem__60_25.json	0	no	[]
pa-018	diguem	715.49-721.19	clips/pa-018__diguem__715.49.wav	qa-cua-small-json/pa-018__diguem__715_49.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.430"",""local_end_s"":""2.720"",""absolute_start_s"":""717.920"",""absolute_end_s"":""718.210"",""prob_min"":""0.4794"",""text"":""diguem""}]"
pa-019	diguem	109.25-113.75	clips/pa-019__diguem__109.25.wav	qa-cua-small-json/pa-019__diguem__109_25.json	0	no	[]
pa-020	diguem	1459.77-1463.95	clips/pa-020__diguem__1459.77.wav	qa-cua-small-json/pa-020__diguem__1459_77.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.120"",""local_end_s"":""0.520"",""absolute_start_s"":""1459.890"",""absolute_end_s"":""1460.290"",""prob_min"":""0.1053"",""text"":""Diguem""}]"
pa-022	diguem	447.57-453.55	clips/pa-022__diguem__447.57.wav	qa-cua-small-json/pa-022__diguem__447_57.json	0	no	[]
pa-023	diguem	55.05-60.95	clips/pa-023__diguem__55.05.wav	qa-cua-small-json/pa-023__diguem__55_05.json	0	no	[]
pa-025	diguem	500.89-506.43	clips/pa-025__diguem__500.89.wav	qa-cua-small-json/pa-025__diguem__500_89.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.030"",""local_end_s"":""3.470"",""absolute_start_s"":""503.920"",""absolute_end_s"":""504.360"",""prob_min"":""0.6352"",""text"":""diguem""}]"
pa-027	diguem	57.77-63.27	clips/pa-027__diguem__57.77.wav	qa-cua-small-json/pa-027__diguem__57_77.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.070"",""local_end_s"":""1.490"",""absolute_start_s"":""58.840"",""absolute_end_s"":""59.260"",""prob_min"":""0.3965"",""text"":""diguem""}]"
pa-028	diguem	168.89-174.15	clips/pa-028__diguem__168.89.wav	qa-cua-small-json/pa-028__diguem__168_89.json	0	no	[]
pa-029	diguem	929.69-935.51	clips/pa-029__diguem__929.69.wav	qa-cua-small-json/pa-029__diguem__929_69.json	0	no	[]
pa-033	diguem	49.01-55.91	clips/pa-033__diguem__49.01.wav	qa-cua-small-json/pa-033__diguem__49_01.json	1	sí	"[{""occurrence"":1,""local_start_s"":""5.130"",""local_end_s"":""5.530"",""absolute_start_s"":""54.140"",""absolute_end_s"":""54.540"",""prob_min"":""0.7151"",""text"":""diguem""}]"
pa-034	diguem	504.45-508.51	clips/pa-034__diguem__504.45.wav	qa-cua-small-json/pa-034__diguem__504_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.160"",""local_end_s"":""2.360"",""absolute_start_s"":""506.610"",""absolute_end_s"":""506.810"",""prob_min"":""0.7193"",""text"":""diguem""}]"
pa-037	diguem	469.77-482.03	clips/pa-037__diguem__469.77.wav	qa-cua-small-json/pa-037__diguem__469_77.json	0	no	[]
pa-038	diguem	251.25-260.55	clips/pa-038__diguem__251.25.wav	qa-cua-small-json/pa-038__diguem__251_25.json	0	no	[]
pa-039	diguem	144.37-152.95	clips/pa-039__diguem__144.37.wav	qa-cua-small-json/pa-039__diguem__144_37.json	0	no	[]
pa-046	diguem	626.01-630.19	clips/pa-046__diguem__626.01.wav	qa-cua-small-json/pa-046__diguem__626_01.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.250"",""local_end_s"":""2.490"",""absolute_start_s"":""628.260"",""absolute_end_s"":""628.500"",""prob_min"":""0.6911"",""text"":""diguem""}]"
pa-049	diguem	213.13-220.43	clips/pa-049__diguem__213.13.wav	qa-cua-small-json/pa-049__diguem__213_13.json	1	sí	"[{""occurrence"":1,""local_start_s"":""5.960"",""local_end_s"":""6.240"",""absolute_start_s"":""219.090"",""absolute_end_s"":""219.370"",""prob_min"":""0.6594"",""text"":""Diguem""}]"
pa-057	diguem	929.81-935.31	clips/pa-057__diguem__929.81.wav	qa-cua-small-json/pa-057__diguem__929_81.json	0	no	[]
pa-058	diguem	715.21-718.91	clips/pa-058__diguem__715.21.wav	qa-cua-small-json/pa-058__diguem__715_21.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.720"",""local_end_s"":""2.910"",""absolute_start_s"":""717.930"",""absolute_end_s"":""718.120"",""prob_min"":""0.7829"",""text"":""diguem""}]"
pa-060	diguem	55.05-60.91	clips/pa-060__diguem__55.05.wav	qa-cua-small-json/pa-060__diguem__55_05.json	0	no	[]
pa-062	diguem	191.37-197.03	clips/pa-062__diguem__191.37.wav	qa-cua-small-json/pa-062__diguem__191_37.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.720"",""local_end_s"":""4.080"",""absolute_start_s"":""195.090"",""absolute_end_s"":""195.450"",""prob_min"":""0.6091"",""text"":""diguem""}]"
pa-001	crec	97.33-100.95	clips/pa-001__crec__97.33.wav	qa-cua-small-json/pa-001__crec__97_33.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.070"",""local_end_s"":""0.340"",""absolute_start_s"":""97.400"",""absolute_end_s"":""97.670"",""prob_min"":""0.0886"",""text"":""crec""}]"
pa-002	crec	248.25-254.75	clips/pa-002__crec__248.25.wav	qa-cua-small-json/pa-002__crec__248_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.310"",""local_end_s"":""0.480"",""absolute_start_s"":""248.560"",""absolute_end_s"":""248.730"",""prob_min"":""0.9653"",""text"":""crec""}]"
