id_persona	forma	recompte_small	recompte_base	consens_dos_asr	observacio
pa-031	aleshores	7	0	no	revisar contra àudio
pa-031	evidentment	0	0	no	revisar contra àudio
pa-031	diguem	0	0	no	revisar contra àudio
pa-031	crec	2	2	sí	coincidència textual entre dos passades
pa-031	bueno	13	8	sí	coincidència textual entre dos passades
pa-031	clar	4	4	sí	coincidència textual entre dos passades
pa-031	vull dir	2	2	sí	coincidència textual entre dos passades
pa-031	o sigui	0	0	no	revisar contra àudio
pa-031	llavors	0	0	no	revisar contra àudio
pa-031	a veure	2	2	sí	coincidència textual entre dos passades
pa-031	aviam	0	0	no	revisar contra àudio
pa-031	doncs	1	0	no	revisar contra àudio
pa-031	perquè	16	16	sí	coincidència textual entre dos passades
pa-031	a nivell	0	0	no	revisar contra àudio
pa-031	tirar endavant	1	0	no	revisar contra àudio
pa-031	ensenyança	0	0	no	revisar contra àudio
pa-031	reformeta	0	0	no	revisar contra àudio
pa-032	bé	3	6	sí	coincidència textual entre dos passades
pa-032	de fet	0	0	no	revisar contra àudio
pa-032	és a dir	0	0	no	revisar contra àudio
pa-032	aleshores	2	0	no	revisar contra àudio
pa-032	evidentment	0	0	no	revisar contra àudio
pa-032	diguem	0	0	no	revisar contra àudio
pa-032	crec	0	0	no	revisar contra àudio
pa-032	bueno	3	1	sí	coincidència textual entre dos passades
pa-032	clar	6	6	sí	coincidència textual entre dos passades
pa-032	vull dir	1	0	no	revisar contra àudio
pa-032	o sigui	0	0	no	revisar contra àudio
pa-032	llavors	11	4	sí	coincidència textual entre dos passades
pa-032	a veure	2	0	no	revisar contra àudio
pa-032	aviam	0	0	no	revisar contra àudio
pa-032	doncs	4	3	sí	coincidència textual entre dos passades
pa-032	perquè	4	4	sí	coincidència textual entre dos passades
pa-032	a nivell	0	0	no	revisar contra àudio
pa-032	tirar endavant	0	0	no	revisar contra àudio
pa-032	ensenyança	0	0	no	revisar contra àudio
pa-032	reformeta	0	0	no	revisar contra àudio
pa-033	bé	3	4	sí	coincidència textual entre dos passades
pa-033	de fet	1	0	no	revisar contra àudio
pa-033	és a dir	4	3	sí	coincidència textual entre dos passades
pa-033	aleshores	0	0	no	revisar contra àudio
pa-033	evidentment	0	0	no	revisar contra àudio
pa-033	diguem	3	4	sí	coincidència textual entre dos passades
pa-033	crec	0	0	no	revisar contra àudio
pa-033	bueno	0	1	no	revisar contra àudio
pa-033	clar	1	1	sí	coincidència textual entre dos passades
pa-033	vull dir	2	1	sí	coincidència textual entre dos passades
pa-033	o sigui	0	0	no	revisar contra àudio
pa-033	llavors	1	0	no	revisar contra àudio
pa-033	a veure	0	0	no	revisar contra àudio
pa-033	aviam	0	0	no	revisar contra àudio
pa-033	doncs	5	4	sí	coincidència textual entre dos passades
pa-033	perquè	4	3	sí	coincidència textual entre dos passades
pa-033	a nivell	1	0	no	revisar contra àudio
pa-033	tirar endavant	1	0	no	revisar contra àudio
pa-033	ensenyança	0	0	no	revisar contra àudio
pa-033	reformeta	0	0	no	revisar contra àudio
pa-034	bé	25	14	sí	coincidència textual entre dos passades
pa-034	de fet	0	0	no	revisar contra àudio
pa-034	és a dir	3	1	sí	coincidència textual entre dos passades
pa-034	aleshores	0	0	no	revisar contra àudio
pa-034	evidentment	0	0	no	revisar contra àudio
pa-034	diguem	1	2	sí	coincidència textual entre dos passades
pa-034	crec	1	2	sí	coincidència textual entre dos passades
pa-034	bueno	26	10	sí	coincidència textual entre dos passades
pa-034	clar	57	38	sí	coincidència textual entre dos passades
pa-034	vull dir	156	51	sí	coincidència textual entre dos passades
pa-034	o sigui	1	0	no	revisar contra àudio
pa-034	llavors	25	15	sí	coincidència textual entre dos passades
pa-034	a veure	7	6	sí	coincidència textual entre dos passades
pa-034	aviam	0	0	no	revisar contra àudio
pa-034	doncs	28	4	sí	coincidència textual entre dos passades
pa-034	perquè	32	28	sí	coincidència textual entre dos passades
pa-034	a nivell	9	6	sí	coincidència textual entre dos passades
pa-034	tirar endavant	1	1	sí	coincidència textual entre dos passades
pa-034	ensenyança	0	0	no	revisar contra àudio
pa-034	reformeta	1	1	sí	coincidència textual entre dos passades
pa-035	bé	3	3	sí	coincidència textual entre dos passades
pa-035	de fet	0	0	no	revisar contra àudio
pa-035	és a dir	1	1	sí	coincidència textual entre dos passades
pa-035	aleshores	0	0	no	revisar contra àudio
pa-035	evidentment	1	1	sí	coincidència textual entre dos passades
pa-035	diguem	0	0	no	revisar contra àudio
pa-035	crec	2	2	sí	coincidència textual entre dos passades
pa-035	bueno	1	5	sí	coincidència textual entre dos passades
pa-035	clar	2	1	sí	coincidència textual entre dos passades
pa-035	vull dir	0	0	no	revisar contra àudio
pa-035	o sigui	0	0	no	revisar contra àudio
pa-035	llavors	0	2	no	revisar contra àudio
pa-035	a veure	2	0	no	revisar contra àudio
pa-035	aviam	0	0	no	revisar contra àudio
pa-035	doncs	2	1	sí	coincidència textual entre dos passades
pa-035	perquè	7	7	sí	coincidència textual entre dos passades
pa-035	a nivell	0	0	no	revisar contra àudio
pa-035	tirar endavant	0	0	no	revisar contra àudio
pa-035	ensenyança	0	0	no	revisar contra àudio
pa-035	reformeta	0	0	no	revisar contra àudio
pa-036	bé	4	4	sí	coincidència textual entre dos passades
pa-036	de fet	0	0	no	revisar contra àudio
pa-036	és a dir	0	0	no	revisar contra àudio
pa-036	aleshores	0	0	no	revisar contra àudio
pa-036	evidentment	4	4	sí	coincidència textual entre dos passades
pa-036	diguem	0	0	no	revisar contra àudio
pa-036	crec	0	0	no	revisar contra àudio
pa-036	bueno	3	3	sí	coincidència textual entre dos passades
pa-036	clar	5	3	sí	coincidència textual entre dos passades
pa-036	vull dir	1	1	sí	coincidència textual entre dos passades
pa-036	o sigui	0	0	no	revisar contra àudio
pa-036	llavors	1	1	sí	coincidència textual entre dos passades
pa-036	a veure	1	2	sí	coincidència textual entre dos passades
pa-036	aviam	0	0	no	revisar contra àudio
pa-036	doncs	1	1	sí	coincidència textual entre dos passades
pa-036	perquè	22	22	sí	coincidència textual entre dos passades
pa-036	a nivell	1	1	sí	coincidència textual entre dos passades
pa-036	tirar endavant	0	0	no	revisar contra àudio
pa-036	ensenyança	0	0	no	revisar contra àudio
pa-036	reformeta	0	0	no	revisar contra àudio
pa-037	bé	5	6	sí	coincidència textual entre dos passades
pa-037	de fet	0	0	no	revisar contra àudio
pa-037	és a dir	0	0	no	revisar contra àudio
pa-037	aleshores	0	0	no	revisar contra àudio
pa-037	evidentment	0	0	no	revisar contra àudio
pa-037	diguem	1	1	sí	coincidència textual entre dos passades
pa-037	crec	1	0	no	revisar contra àudio
pa-037	bueno	4	5	sí	coincidència textual entre dos passades
pa-037	clar	4	5	sí	coincidència textual entre dos passades
pa-037	vull dir	1	1	sí	coincidència textual entre dos passades
pa-037	o sigui	0	0	no	revisar contra àudio
pa-037	llavors	3	3	sí	coincidència textual entre dos passades
pa-037	a veure	0	0	no	revisar contra àudio
pa-037	aviam	0	0	no	revisar contra àudio
pa-037	doncs	3	2	sí	coincidència textual entre dos passades
pa-037	perquè	8	8	sí	coincidència textual entre dos passades
pa-037	a nivell	0	0	no	revisar contra àudio
pa-037	tirar endavant	0	0	no	revisar contra àudio
pa-037	ensenyança	0	0	no	revisar contra àudio
pa-037	reformeta	0	0	no	revisar contra àudio
pa-038	bé	25	29	sí	coincidència textual entre dos passades
pa-038	de fet	0	0	no	revisar contra àudio
pa-038	és a dir	0	1	no	revisar contra àudio
pa-038	aleshores	0	0	no	revisar contra àudio
pa-038	evidentment	0	0	no	revisar contra àudio
pa-038	diguem	3	1	sí	coincidència textual entre dos passades
pa-038	crec	4	4	sí	coincidència textual entre dos passades
pa-038	bueno	1	2	sí	coincidència textual entre dos passades
pa-038	clar	7	7	sí	coincidència textual entre dos passades
pa-038	vull dir	1	2	sí	coincidència textual entre dos passades
pa-038	o sigui	7	4	sí	coincidència textual entre dos passades
pa-038	llavors	9	7	sí	coincidència textual entre dos passades
pa-038	a veure	1	0	no	revisar contra àudio
pa-038	aviam	0	0	no	revisar contra àudio
pa-038	doncs	2	1	sí	coincidència textual entre dos passades
pa-038	perquè	16	17	sí	coincidència textual entre dos passades
pa-038	a nivell	2	2	sí	coincidència textual entre dos passades
pa-038	tirar endavant	0	0	no	revisar contra àudio
pa-038	ensenyança	0	0	no	revisar contra àudio
pa-038	reformeta	1	2	sí	coincidència textual entre dos passades
pa-039	bé	8	8	sí	coincidència textual entre dos passades
pa-039	de fet	0	0	no	revisar contra àudio
pa-039	és a dir	1	0	no	revisar contra àudio
pa-039	aleshores	0	0	no	revisar contra àudio
pa-039	evidentment	1	1	sí	coincidència textual entre dos passades
pa-039	diguem	2	1	sí	coincidència textual entre dos passades
pa-039	crec	4	4	sí	coincidència textual entre dos passades
pa-039	bueno	1	2	sí	coincidència textual entre dos passades
pa-039	clar	9	11	sí	coincidència textual entre dos passades
pa-039	vull dir	0	0	no	revisar contra àudio
pa-039	o sigui	0	0	no	revisar contra àudio
pa-039	llavors	0	0	no	revisar contra àudio
pa-039	a veure	0	0	no	revisar contra àudio
pa-039	aviam	0	0	no	revisar contra àudio
pa-039	doncs	5	2	sí	coincidència textual entre dos passades
pa-039	perquè	13	13	sí	coincidència textual entre dos passades
pa-039	a nivell	0	0	no	revisar contra àudio
pa-039	tirar endavant	0	0	no	revisar contra àudio
pa-039	ensenyança	0	0	no	revisar contra àudio
pa-039	reformeta	0	0	no	revisar contra àudio
pa-040	bé	3	5	sí	coincidència textual entre dos passades
pa-040	de fet	1	1	sí	coincidència textual entre dos passades
pa-040	és a dir	0	0	no	revisar contra àudio
pa-040	aleshores	0	0	no	revisar contra àudio
pa-040	evidentment	1	1	sí	coincidència textual entre dos passades
pa-040	diguem	0	0	no	revisar contra àudio
pa-040	crec	1	2	sí	coincidència textual entre dos passades
pa-040	bueno	0	0	no	revisar contra àudio
pa-040	clar	0	0	no	revisar contra àudio
pa-040	vull dir	0	0	no	revisar contra àudio
pa-040	o sigui	1	0	no	revisar contra àudio
pa-040	llavors	0	0	no	revisar contra àudio
pa-040	a veure	0	0	no	revisar contra àudio
pa-040	aviam	0	0	no	revisar contra àudio
pa-040	doncs	1	9	sí	coincidència textual entre dos passades
pa-040	perquè	5	4	sí	coincidència textual entre dos passades
pa-040	a nivell	0	0	no	revisar contra àudio
pa-040	tirar endavant	0	0	no	revisar contra àudio
pa-040	ensenyança	0	0	no	revisar contra àudio
pa-040	reformeta	0	0	no	revisar contra àudio
pa-041	bé	3	3	sí	coincidència textual entre dos passades
pa-041	de fet	0	0	no	revisar contra àudio
pa-041	és a dir	2	2	sí	coincidència textual entre dos passades
pa-041	aleshores	0	0	no	revisar contra àudio
pa-041	evidentment	1	1	sí	coincidència textual entre dos passades
pa-041	diguem	0	0	no	revisar contra àudio
pa-041	crec	7	7	sí	coincidència textual entre dos passades
pa-041	bueno	3	3	sí	coincidència textual entre dos passades
pa-041	clar	6	5	sí	coincidència textual entre dos passades
pa-041	vull dir	1	1	sí	coincidència textual entre dos passades
pa-041	o sigui	0	0	no	revisar contra àudio
pa-041	llavors	2	2	sí	coincidència textual entre dos passades
pa-041	a veure	6	3	sí	coincidència textual entre dos passades
pa-041	aviam	0	0	no	revisar contra àudio
pa-041	doncs	4	13	sí	coincidència textual entre dos passades
pa-041	perquè	18	16	sí	coincidència textual entre dos passades
pa-041	a nivell	0	0	no	revisar contra àudio
pa-041	tirar endavant	2	0	no	revisar contra àudio
pa-041	ensenyança	1	1	sí	coincidència textual entre dos passades
pa-041	reformeta	0	0	no	revisar contra àudio
pa-042	bé	0	1	no	revisar contra àudio
pa-042	de fet	0	0	no	revisar contra àudio
pa-042	és a dir	0	0	no	revisar contra àudio
pa-042	aleshores	0	0	no	revisar contra àudio
pa-042	evidentment	0	0	no	revisar contra àudio
pa-042	diguem	0	0	no	revisar contra àudio
pa-042	crec	1	1	sí	coincidència textual entre dos passades
pa-042	bueno	0	0	no	revisar contra àudio
pa-042	clar	12	9	sí	coincidència textual entre dos passades
pa-042	vull dir	0	0	no	revisar contra àudio
pa-042	o sigui	0	0	no	revisar contra àudio
pa-042	llavors	0	0	no	revisar contra àudio
pa-042	a veure	0	0	no	revisar contra àudio
pa-042	aviam	0	0	no	revisar contra àudio
pa-042	doncs	0	0	no	revisar contra àudio
pa-042	perquè	4	2	sí	coincidència textual entre dos passades
pa-042	a nivell	0	0	no	revisar contra àudio
pa-042	tirar endavant	0	0	no	revisar contra àudio
pa-042	ensenyança	0	0	no	revisar contra àudio
pa-042	reformeta	0	0	no	revisar contra àudio
pa-043	bé	0	0	no	revisar contra àudio
pa-043	de fet	0	0	no	revisar contra àudio
pa-043	és a dir	1	1	sí	coincidència textual entre dos passades
pa-043	aleshores	0	0	no	revisar contra àudio
pa-043	evidentment	0	0	no	revisar contra àudio
pa-043	diguem	0	0	no	revisar contra àudio
pa-043	crec	3	3	sí	coincidència textual entre dos passades
pa-043	bueno	1	7	sí	coincidència textual entre dos passades
pa-043	clar	0	0	no	revisar contra àudio
pa-043	vull dir	0	0	no	revisar contra àudio
pa-043	o sigui	0	0	no	revisar contra àudio
pa-043	llavors	0	0	no	revisar contra àudio
pa-043	a veure	0	0	no	revisar contra àudio
pa-043	aviam	0	0	no	revisar contra àudio
pa-043	doncs	2	2	sí	coincidència textual entre dos passades
pa-043	perquè	0	0	no	revisar contra àudio
pa-043	a nivell	0	0	no	revisar contra àudio
pa-043	tirar endavant	0	0	no	revisar contra àudio
pa-043	ensenyança	0	0	no	revisar contra àudio
pa-043	reformeta	0	0	no	revisar contra àudio
pa-045	bé	8	10	sí	coincidència textual entre dos passades
pa-045	de fet	0	0	no	revisar contra àudio
pa-045	és a dir	0	0	no	revisar contra àudio
pa-045	aleshores	1	2	sí	coincidència textual entre dos passades
pa-045	evidentment	12	12	sí	coincidència textual entre dos passades
pa-045	diguem	0	0	no	revisar contra àudio
pa-045	crec	5	6	sí	coincidència textual entre dos passades
pa-045	bueno	6	3	sí	coincidència textual entre dos passades
pa-045	clar	9	6	sí	coincidència textual entre dos passades
pa-045	vull dir	3	0	no	revisar contra àudio
pa-045	o sigui	20	8	sí	coincidència textual entre dos passades
pa-045	llavors	10	6	sí	coincidència textual entre dos passades
pa-045	a veure	1	4	sí	coincidència textual entre dos passades
pa-045	aviam	0	1	no	revisar contra àudio
pa-045	doncs	2	1	sí	coincidència textual entre dos passades
pa-045	perquè	16	10	sí	coincidència textual entre dos passades
pa-045	a nivell	1	0	no	revisar contra àudio
pa-045	tirar endavant	0	0	no	revisar contra àudio
pa-045	ensenyança	0	0	no	revisar contra àudio
pa-045	reformeta	0	0	no	revisar contra àudio
pa-046	bé	13	13	sí	coincidència textual entre dos passades
pa-046	de fet	0	0	no	revisar contra àudio
pa-046	és a dir	4	0	no	revisar contra àudio
pa-046	aleshores	4	0	no	revisar contra àudio
pa-046	evidentment	3	3	sí	coincidència textual entre dos passades
pa-046	diguem	2	2	sí	coincidència textual entre dos passades
pa-046	crec	17	17	sí	coincidència textual entre dos passades
pa-046	bueno	15	11	sí	coincidència textual entre dos passades
pa-046	clar	12	7	sí	coincidència textual entre dos passades
pa-046	vull dir	0	1	no	revisar contra àudio
pa-046	o sigui	2	2	sí	coincidència textual entre dos passades
pa-046	llavors	3	0	no	revisar contra àudio
pa-046	a veure	0	0	no	revisar contra àudio
pa-046	aviam	0	0	no	revisar contra àudio
pa-046	doncs	16	11	sí	coincidència textual entre dos passades
pa-046	perquè	18	14	sí	coincidència textual entre dos passades
pa-046	a nivell	0	0	no	revisar contra àudio
pa-046	tirar endavant	0	0	no	revisar contra àudio
pa-046	ensenyança	0	0	no	revisar contra àudio
pa-046	reformeta	0	0	no	revisar contra àudio
pa-048	bé	2	2	sí	coincidència textual entre dos passades
pa-048	de fet	0	0	no	revisar contra àudio
pa-048	és a dir	1	1	sí	coincidència textual entre dos passades
pa-048	aleshores	2	0	no	revisar contra àudio
pa-048	evidentment	0	0	no	revisar contra àudio
pa-048	diguem	0	0	no	revisar contra àudio
pa-048	crec	3	3	sí	coincidència textual entre dos passades
pa-048	bueno	3	2	sí	coincidència textual entre dos passades
pa-048	clar	1	2	sí	coincidència textual entre dos passades
pa-048	vull dir	2	1	sí	coincidència textual entre dos passades
pa-048	o sigui	1	1	sí	coincidència textual entre dos passades
pa-048	llavors	2	1	sí	coincidència textual entre dos passades
pa-048	a veure	3	1	sí	coincidència textual entre dos passades
pa-048	aviam	0	0	no	revisar contra àudio
pa-048	doncs	1	0	no	revisar contra àudio
pa-048	perquè	24	19	sí	coincidència textual entre dos passades
pa-048	a nivell	2	2	sí	coincidència textual entre dos passades
pa-048	tirar endavant	0	0	no	revisar contra àudio
pa-048	ensenyança	0	0	no	revisar contra àudio
pa-048	reformeta	0	0	no	revisar contra àudio
pa-049	bé	10	3	sí	coincidència textual entre dos passades
pa-049	de fet	0	0	no	revisar contra àudio
pa-049	és a dir	1	0	no	revisar contra àudio
pa-049	aleshores	2	1	sí	coincidència textual entre dos passades
pa-049	evidentment	2	1	sí	coincidència textual entre dos passades
pa-049	diguem	1	1	sí	coincidència textual entre dos passades
pa-049	crec	2	2	sí	coincidència textual entre dos passades
pa-049	bueno	11	9	sí	coincidència textual entre dos passades
pa-049	clar	19	10	sí	coincidència textual entre dos passades
pa-049	vull dir	23	11	sí	coincidència textual entre dos passades
pa-049	o sigui	8	4	sí	coincidència textual entre dos passades
pa-049	llavors	12	4	sí	coincidència textual entre dos passades
pa-049	a veure	1	1	sí	coincidència textual entre dos passades
pa-049	aviam	4	1	sí	coincidència textual entre dos passades
pa-049	doncs	1	0	no	revisar contra àudio
pa-049	perquè	36	32	sí	coincidència textual entre dos passades
pa-049	a nivell	1	1	sí	coincidència textual entre dos passades
pa-049	tirar endavant	0	0	no	revisar contra àudio
pa-049	ensenyança	0	0	no	revisar contra àudio
pa-049	reformeta	0	0	no	revisar contra àudio
pa-053	bé	1	2	sí	coincidència textual entre dos passades
pa-053	de fet	0	0	no	revisar contra àudio
pa-053	és a dir	0	0	no	revisar contra àudio
pa-053	aleshores	0	0	no	revisar contra àudio
pa-053	evidentment	0	0	no	revisar contra àudio
pa-053	diguem	0	0	no	revisar contra àudio
pa-053	crec	0	0	no	revisar contra àudio
pa-053	bueno	0	0	no	revisar contra àudio
pa-053	clar	0	0	no	revisar contra àudio
pa-053	vull dir	0	0	no	revisar contra àudio
pa-053	o sigui	0	0	no	revisar contra àudio
pa-053	llavors	7	0	no	revisar contra àudio
pa-053	a veure	0	0	no	revisar contra àudio
pa-053	aviam	0	0	no	revisar contra àudio
pa-053	doncs	0	0	no	revisar contra àudio
pa-053	perquè	2	2	sí	coincidència textual entre dos passades
pa-053	a nivell	0	0	no	revisar contra àudio
pa-053	tirar endavant	0	0	no	revisar contra àudio
pa-053	ensenyança	0	0	no	revisar contra àudio
pa-053	reformeta	0	0	no	revisar contra àudio
pa-054	bé	4	0	no	revisar contra àudio
pa-054	de fet	0	0	no	revisar contra àudio
pa-054	és a dir	0	0	no	revisar contra àudio
pa-054	aleshores	0	0	no	revisar contra àudio
pa-054	evidentment	0	0	no	revisar contra àudio
pa-054	diguem	0	0	no	revisar contra àudio
pa-054	crec	0	0	no	revisar contra àudio
pa-054	bueno	2	8	sí	coincidència textual entre dos passades
pa-054	clar	0	0	no	revisar contra àudio
pa-054	vull dir	0	0	no	revisar contra àudio
pa-054	o sigui	0	0	no	revisar contra àudio
pa-054	llavors	4	0	no	revisar contra àudio
pa-054	a veure	1	0	no	revisar contra àudio
pa-054	aviam	0	0	no	revisar contra àudio
pa-054	doncs	0	0	no	revisar contra àudio
pa-054	perquè	3	3	sí	coincidència textual entre dos passades
pa-054	a nivell	0	0	no	revisar contra àudio
pa-054	tirar endavant	0	0	no	revisar contra àudio
pa-054	ensenyança	0	0	no	revisar contra àudio
pa-054	reformeta	0	0	no	revisar contra àudio
pa-055	bé	17	25	sí	coincidència textual entre dos passades
pa-055	de fet	0	0	no	revisar contra àudio
pa-055	és a dir	1	1	sí	coincidència textual entre dos passades
pa-055	aleshores	0	0	no	revisar contra àudio
pa-055	evidentment	1	1	sí	coincidència textual entre dos passades
pa-055	diguem	0	0	no	revisar contra àudio
pa-055	crec	0	4	no	revisar contra àudio
pa-055	bueno	27	23	sí	coincidència textual entre dos passades
pa-055	clar	11	9	sí	coincidència textual entre dos passades
pa-055	vull dir	2	0	no	revisar contra àudio
pa-055	o sigui	5	1	sí	coincidència textual entre dos passades
pa-055	llavors	14	3	sí	coincidència textual entre dos passades
pa-055	a veure	8	8	sí	coincidència textual entre dos passades
pa-055	aviam	0	1	no	revisar contra àudio
pa-055	doncs	16	7	sí	coincidència textual entre dos passades
pa-055	perquè	32	29	sí	coincidència textual entre dos passades
pa-055	a nivell	3	3	sí	coincidència textual entre dos passades
pa-055	tirar endavant	0	0	no	revisar contra àudio
pa-055	ensenyança	0	0	no	revisar contra àudio
pa-055	reformeta	1	1	sí	coincidència textual entre dos passades
pa-056	bé	8	8	sí	coincidència textual entre dos passades
pa-056	de fet	0	0	no	revisar contra àudio
pa-056	és a dir	10	11	sí	coincidència textual entre dos passades
pa-056	aleshores	3	0	no	revisar contra àudio
pa-056	evidentment	4	4	sí	coincidència textual entre dos passades
pa-056	diguem	0	0	no	revisar contra àudio
pa-056	crec	2	3	sí	coincidència textual entre dos passades
pa-056	bueno	5	4	sí	coincidència textual entre dos passades
pa-056	clar	7	7	sí	coincidència textual entre dos passades
pa-056	vull dir	1	1	sí	coincidència textual entre dos passades
pa-056	o sigui	1	1	sí	coincidència textual entre dos passades
pa-056	llavors	1	0	no	revisar contra àudio
pa-056	a veure	3	2	sí	coincidència textual entre dos passades
pa-056	aviam	0	0	no	revisar contra àudio
pa-056	doncs	9	2	sí	coincidència textual entre dos passades
pa-056	perquè	27	20	sí	coincidència textual entre dos passades
pa-056	a nivell	0	0	no	revisar contra àudio
pa-056	tirar endavant	1	1	sí	coincidència textual entre dos passades
pa-056	ensenyança	0	0	no	revisar contra àudio
pa-056	reformeta	0	0	no	revisar contra àudio
pa-057	bé	12	17	sí	coincidència textual entre dos passades
pa-057	de fet	1	1	sí	coincidència textual entre dos passades
pa-057	és a dir	1	2	sí	coincidència textual entre dos passades
pa-057	aleshores	0	0	no	revisar contra àudio
pa-057	evidentment	0	0	no	revisar contra àudio
pa-057	diguem	1	1	sí	coincidència textual entre dos passades
pa-057	crec	0	0	no	revisar contra àudio
pa-057	bueno	1	2	sí	coincidència textual entre dos passades
pa-057	clar	1	0	no	revisar contra àudio
pa-057	vull dir	0	0	no	revisar contra àudio
pa-057	o sigui	1	0	no	revisar contra àudio
pa-057	llavors	7	6	sí	coincidència textual entre dos passades
pa-057	a veure	1	0	no	revisar contra àudio
pa-057	aviam	0	0	no	revisar contra àudio
pa-057	doncs	10	23	sí	coincidència textual entre dos passades
pa-057	perquè	20	19	sí	coincidència textual entre dos passades
pa-057	a nivell	4	2	sí	coincidència textual entre dos passades
pa-057	tirar endavant	1	0	no	revisar contra àudio
pa-057	ensenyança	0	0	no	revisar contra àudio
pa-057	reformeta	0	0	no	revisar contra àudio
pa-058	bé	6	7	sí	coincidència textual entre dos passades
pa-058	de fet	0	0	no	revisar contra àudio
pa-058	és a dir	3	2	sí	coincidència textual entre dos passades
pa-058	aleshores	0	0	no	revisar contra àudio
pa-058	evidentment	0	0	no	revisar contra àudio
pa-058	diguem	2	2	sí	coincidència textual entre dos passades
pa-058	crec	15	15	sí	coincidència textual entre dos passades
pa-058	bueno	36	37	sí	coincidència textual entre dos passades
pa-058	clar	12	9	sí	coincidència textual entre dos passades
pa-058	vull dir	1	1	sí	coincidència textual entre dos passades
pa-058	o sigui	0	0	no	revisar contra àudio
pa-058	llavors	2	1	sí	coincidència textual entre dos passades
pa-058	a veure	5	4	sí	coincidència textual entre dos passades
pa-058	aviam	0	0	no	revisar contra àudio
pa-058	doncs	29	3	sí	coincidència textual entre dos passades
pa-058	perquè	50	48	sí	coincidència textual entre dos passades
pa-058	a nivell	15	13	sí	coincidència textual entre dos passades
pa-058	tirar endavant	0	0	no	revisar contra àudio
pa-058	ensenyança	0	0	no	revisar contra àudio
pa-058	reformeta	0	0	no	revisar contra àudio
pa-059	bé	5	4	sí	coincidència textual entre dos passades
pa-059	de fet	0	0	no	revisar contra àudio
pa-059	és a dir	1	1	sí	coincidència textual entre dos passades
pa-059	aleshores	0	0	no	revisar contra àudio
pa-059	evidentment	3	2	sí	coincidència textual entre dos passades
pa-059	diguem	0	0	no	revisar contra àudio
pa-059	crec	0	0	no	revisar contra àudio
pa-059	bueno	4	8	sí	coincidència textual entre dos passades
pa-059	clar	5	5	sí	coincidència textual entre dos passades
pa-059	vull dir	5	6	sí	coincidència textual entre dos passades
pa-059	o sigui	1	0	no	revisar contra àudio
pa-059	llavors	2	3	sí	coincidència textual entre dos passades
pa-059	a veure	0	1	no	revisar contra àudio
pa-059	aviam	0	0	no	revisar contra àudio
pa-059	doncs	6	3	sí	coincidència textual entre dos passades
pa-059	perquè	23	23	sí	coincidència textual entre dos passades
pa-059	a nivell	9	9	sí	coincidència textual entre dos passades
pa-059	tirar endavant	2	2	sí	coincidència textual entre dos passades
pa-059	ensenyança	0	0	no	revisar contra àudio
pa-059	reformeta	0	0	no	revisar contra àudio
pa-060	bé	1	1	sí	coincidència textual entre dos passades
pa-060	de fet	2	2	sí	coincidència textual entre dos passades
pa-060	és a dir	4	4	sí	coincidència textual entre dos passades
pa-060	aleshores	3	0	no	revisar contra àudio
pa-060	evidentment	0	0	no	revisar contra àudio
pa-060	diguem	1	0	no	revisar contra àudio
pa-060	crec	5	5	sí	coincidència textual entre dos passades
pa-060	bueno	4	2	sí	coincidència textual entre dos passades
pa-060	clar	0	0	no	revisar contra àudio
pa-060	vull dir	20	8	sí	coincidència textual entre dos passades
pa-060	o sigui	0	0	no	revisar contra àudio
pa-060	llavors	1	0	no	revisar contra àudio
pa-060	a veure	3	3	sí	coincidència textual entre dos passades
pa-060	aviam	0	0	no	revisar contra àudio
pa-060	doncs	2	3	sí	coincidència textual entre dos passades
pa-060	perquè	10	10	sí	coincidència textual entre dos passades
pa-060	a nivell	4	3	sí	coincidència textual entre dos passades
pa-060	tirar endavant	0	0	no	revisar contra àudio
pa-060	ensenyança	0	0	no	revisar contra àudio
pa-060	reformeta	0	0	no	revisar contra àudio
pa-061	bé	6	9	sí	coincidència textual entre dos passades
pa-061	de fet	0	0	no	revisar contra àudio
pa-061	és a dir	0	0	no	revisar contra àudio
pa-061	aleshores	0	0	no	revisar contra àudio
pa-061	evidentment	2	2	sí	coincidència textual entre dos passades
pa-061	diguem	0	0	no	revisar contra àudio
pa-061	crec	4	4	sí	coincidència textual entre dos passades
pa-061	bueno	12	16	sí	coincidència textual entre dos passades
pa-061	clar	7	3	sí	coincidència textual entre dos passades
pa-061	vull dir	2	1	sí	coincidència textual entre dos passades
pa-061	o sigui	7	4	sí	coincidència textual entre dos passades
pa-061	llavors	3	2	sí	coincidència textual entre dos passades
pa-061	a veure	1	1	sí	coincidència textual entre dos passades
pa-061	aviam	0	0	no	revisar contra àudio
pa-061	doncs	5	4	sí	coincidència textual entre dos passades
pa-061	perquè	25	22	sí	coincidència textual entre dos passades
pa-061	a nivell	1	1	sí	coincidència textual entre dos passades
pa-061	tirar endavant	0	0	no	revisar contra àudio
pa-061	ensenyança	0	0	no	revisar contra àudio
pa-061	reformeta	0	0	no	revisar contra àudio
pa-062	bé	4	9	sí	coincidència textual entre dos passades
pa-062	de fet	0	0	no	revisar contra àudio
pa-062	és a dir	2	1	sí	coincidència textual entre dos passades
pa-062	aleshores	0	0	no	revisar contra àudio
pa-062	evidentment	4	3	sí	coincidència textual entre dos passades
pa-062	diguem	2	2	sí	coincidència textual entre dos passades
