forma	id_persona	interval_escolta	clip	sha256	transcripcio_qa	forma_en_qa	text_qa	estat
és a dir	pa-022	11.49-17.91	clips/pa-022__s-a-dir__11.49.wav	d843e8305006a5a4c5272cf8b7a7f216adc3828d8b4629f2914eea67b0dab85b	qa-clips/pa-022__es-a-dir__11_49_17_91.txt	sí	que no hauríem d'anar per endorra.  És a dir, que no haguéssum demanat mai d'una certa manera.	pendent-audicio
és a dir	pa-023	207.17-213.55	clips/pa-023__s-a-dir__207.17.wav	4e68e4319d2a18e6dff4e3460aa1f69cc7efa50f5c0440b12fd0dc4e08e4eee2	qa-clips/pa-023__es-a-dir__207_17_213_55.txt	sí	És a dir, que el que vam disfrutar molt va ser que hi va haver un ambient molt temps,	pendent-audicio
és a dir	pa-024	78.49-84.39	clips/pa-024__s-a-dir__78.49.wav	a1c469ae4499b42f14fb3519630a085e61dd4916629f9c6d058664d998c00ff2	qa-clips/pa-024__es-a-dir__78_49_84_39.txt	no	i democratitzar més el país, que li haig d'expandir...	pendent-audicio
és a dir	pa-025	64.61-70.95	clips/pa-025__s-a-dir__64.61.wav	9fb60f0251e2633eca14340bff258dad7323703f418efa58bfa5ccca7e72efe1	qa-clips/pa-025__es-a-dir__64_61_70_95.txt	no	i el que ha de fer és que aquí no teníem veritablement un Parlament.	pendent-audicio
és a dir	pa-026	64.09-68.39	clips/pa-026__s-a-dir__64.09.wav	a0131f905fc6b5055935b9db4e5f641e9c8dd15f1c33156a2430926f27383e95	qa-clips/pa-026__es-a-dir__64_09_68_39.txt	no	Sí, sí, a veure.	pendent-audicio
és a dir	pa-027	185.61-192.87	clips/pa-027__s-a-dir__185.61.wav	396166e7dcac8577bd565408d3f51829e90f5e81bdbee5c08cf4fdf2ec70940e	qa-clips/pa-027__es-a-dir__185_61_192_87.txt	sí	de grup, és a dir, amb els que l'havien portat a l'acció de fer amb reunió de grup.	pendent-audicio
és a dir	pa-029	20.17-25.95	clips/pa-029__s-a-dir__20.17.wav	ef9474026c7f18f4fb50a9dc8f3f7bacb81d8d3aa0ba4e40508fdf169f37aff9	qa-clips/pa-029__es-a-dir__20_17_25_95.txt	no	és un fet que va marcar tot el procés constituent,  el fet de que l'entrada.	pendent-audicio
és a dir	pa-030	193.13-199.43	clips/pa-030__s-a-dir__193.13.wav	e639a844cd0b4096368c9713a4168e0f23d36386cb8f61585d15fe2591a67a46	qa-clips/pa-030__es-a-dir__193_13_199_43.txt	sí	i es van anar.  És a dir, aquí poc temps abans hi havia hagut una autodissolució.	pendent-audicio
és a dir	pa-033	39.29-44.27	clips/pa-033__s-a-dir__39.29.wav	59ceeb2bbceabed226bbe4c6145e2f79311fe783fdce01469fe6a656b015b748	qa-clips/pa-033__es-a-dir__39_29_44_27.txt	sí	és a dir, el govern net, és a dir, un govern sense massa funcions,	pendent-audicio
és a dir	pa-034	319.09-323.47	clips/pa-034__s-a-dir__319.09.wav	9331f5ffd757dadab35eb80f7cc82ec0684643d885f860870dc8eab5aac98eeb	qa-clips/pa-034__es-a-dir__319_09_323_47.txt	sí	cap aquí, és a dir, jo no tenia cap dubte, no?, de dir...	pendent-audicio
és a dir	pa-035	582.29-589.75	clips/pa-035__s-a-dir__582.29.wav	f2bcfd4264c9b77392e1804d4c2b2c3dc756b035221279fa8a75d134b3a9e40c	qa-clips/pa-035__es-a-dir__582_29_589_75.txt	sí	És a dir, fer un estat de dret modern amb la separació de poders.	pendent-audicio
és a dir	pa-039	209.05-216.11	clips/pa-039__s-a-dir__209.05.wav	c7ec91fc0d849e8070eb6d0be7503180d1e28b59632ca1c372f4773ed0964d2c	qa-clips/pa-039__es-a-dir__209_05_216_11.txt	no	i que sigui una reunió de la comissió que no s'ha quedat,  d'economia, aquests, i després...	pendent-audicio
és a dir	pa-041	259.25-265.75	clips/pa-041__s-a-dir__259.25.wav	17d1710a17d525e56b3b02cf45cf664432a56df1654241b50d9005df0068ee78	qa-clips/pa-041__es-a-dir__259_25_265_75.txt	no	saps? El plantejament lingüístic va ser potser també un element...	pendent-audicio
és a dir	pa-043	107.25-111.75	clips/pa-043__s-a-dir__107.25.wav	0df85958790c617518e71266c51c91d6f68d1a832a6edac50e3eacd6b9763caf	qa-clips/pa-043__es-a-dir__107_25_111_75.txt	sí	crec. És a dir, tots els alumnes que hem sigut repetits	pendent-audicio
és a dir	pa-046	135.61-140.07	clips/pa-046__s-a-dir__135.61.wav	cd35ebbe856f24d950b4f7bdec74c37fa4dd26a1523fca161dddc698c05bfab4	qa-clips/pa-046__es-a-dir__135_61_140_07.txt	sí	Són fideles, doncs, és a dir, amb el dia a dia i amb Espanya.	pendent-audicio
és a dir	pa-048	1130.61-1135.31	clips/pa-048__s-a-dir__1130.61.wav	04877838ff772e15984f20b318b32547932ad38359b416d80b043ec25f100cfc	qa-clips/pa-048__es-a-dir__1130_61_1135_31.txt	sí	és a dir, ja no hi ha el diàleg, ja no hi ha la...	pendent-audicio
és a dir	pa-049	907.25-911.75	clips/pa-049__s-a-dir__907.25.wav	f673b179258a15426f515386474b876cc5727b919573bb400dd86409224e6273	qa-clips/pa-049__es-a-dir__907_25_911_75.txt	no	la gent que és intel·ligent i que s'ha de valorar les coses,  les dones són...	pendent-audicio
és a dir	pa-055	63.89-68.59	clips/pa-055__s-a-dir__63.89.wav	5a77a923a35da12ae764c729ea54da5af9922d6b7fc57f4732ea86f932e9d997	qa-clips/pa-055__es-a-dir__63_89_68_59.txt	no	Sí, sí, a veure...	pendent-audicio
és a dir	pa-056	7.45-10.87	clips/pa-056__s-a-dir__7.45.wav	40d9f02c140bc82760202413f77bf7ec1b4f259d55aab187e178087026217ac3	qa-clips/pa-056__es-a-dir__7_45_10_87.txt	no	de 1989, o sigui, a partir del 90,	pendent-audicio
és a dir	pa-057	19.89-25.51	clips/pa-057__s-a-dir__19.89.wav	b7377ca3f46b1c14527d019f4fa4e786402b6bb189423a6a6cac92637f3a19e3	qa-clips/pa-057__es-a-dir__19_89_25_51.txt	no	el fet d'aquest, és un fet que va marcar tot el procés constituent.	pendent-audicio
és a dir	pa-058	74.41-79.87	clips/pa-058__s-a-dir__74.41.wav	3270b5a32a26b56d13f5e7a311d8571acb19fbe6c6b2bdb68cc78cd598fafc4b	qa-clips/pa-058__es-a-dir__74_41_79_87.txt	sí	sin enviure.  És a dir, que nosaltres podíem dins que volíem ser com un pa...	pendent-audicio
és a dir	pa-059	487.81-491.67	clips/pa-059__s-a-dir__487.81.wav	17b296a0e5a6e402bdd257057aa768211153ae1f07c592f8fb1986e8c2a6655c	qa-clips/pa-059__es-a-dir__487_81_491_67.txt	sí	És a dir, que sempre hi ha aquesta incognita i, evidentment,	pendent-audicio
és a dir	pa-060	207.33-213.63	clips/pa-060__s-a-dir__207.33.wav	2471390a14b2c0fb36e070e927579b78a9ce4e80deca71d2cbf396266f737081	qa-clips/pa-060__es-a-dir__207_33_213_63.txt	sí	És a dir, que el que vam disfrutar molt va ser que hi va haver un ambient molt temps, però gràcies.	pendent-audicio
és a dir	pa-062	973.65-980.31	clips/pa-062__s-a-dir__973.65.wav	fb0f7ddeaa9f328943a90c2dda128ececea860d7ceb0eca6da117ce7d4218d21	qa-clips/pa-062__es-a-dir__973_65_980_31.txt	sí	que ells donaven, és a dir, que s'instaureix  entre el món polític i el món empresarial un diàleg...	pendent-audicio
és a dir	pa-064	258.61-265.03	clips/pa-064__s-a-dir__258.61.wav	6f88494f23f3f6d31519bbd2bab3319a6562eda4c3d55c7e809aeb164f191e1c	qa-clips/pa-064__es-a-dir__258_61_265_03.txt	sí	És a dir, que el Dorre de Bordelel,  en cap d'aquests temps.	pendent-audicio
és a dir	pa-065	221.29-226.15	clips/pa-065__s-a-dir__221.29.wav	547318df114e2471986fb9928eb93f947d264d0a16c6ebc99e598df803658079	qa-clips/pa-065__es-a-dir__221_29_226_15.txt	sí	És a dir, jo tinc clar que l'Evangeli és on tinc el macar.	pendent-audicio
aleshores	pa-001	10.13-13.63	clips/pa-001__aleshores__10.13.wav	fd634d674954d7ff8177d2765a9587aa75732bed51b4de4715487319bb373218	qa-clips/pa-001__aleshores__10_13_13_63.txt	no	que es tracta bé d'adaptar-ho.	pendent-audicio
aleshores	pa-003	18.69-23.19	clips/pa-003__aleshores__18.69.wav	3d13e526e074748662304e0786ba52952d1e22332ddd5dd249c018336479bad9	qa-clips/pa-003__aleshores__18_69_23_19.txt	no	també. A les hores dins d'aquest context, l'escola...	pendent-audicio
aleshores	pa-006	513.25-518.75	clips/pa-006__aleshores__513.25.wav	cac256c27dcd20d9a0f265adeaf6a2fdb6e5da095f09436154680c700b58f2d5	qa-clips/pa-006__aleshores__513_25_518_75.txt	sí	Aleshores era molt fàcil agafar i aprofitar la força d'aigua baixant per l'entrada.	pendent-audicio
aleshores	pa-008	1315.25-1319.75	clips/pa-008__aleshores__1315.25.wav	acfe1234f287ab39e2606044e4d008e299c4e0f01dde49bfbdf93e1686854e87	qa-clips/pa-008__aleshores__1315_25_1319_75.txt	sí	que feien camp. Aleshores va aproficiar aquest retrobament, es va constituir...	pendent-audicio
aleshores	pa-011	89.33-95.07	clips/pa-011__aleshores__89.33.wav	afdb15fd72d7e509681355d6909f7f4d4f08fbc5d3e9195c5a6bdd2ce45edc91	qa-clips/pa-011__aleshores__89_33_95_07.txt	no	a les hores de la seva mare, la filla Escutera, la mestres home de la casa,	pendent-audicio
aleshores	pa-012	246.25-250.75	clips/pa-012__aleshores__246.25.wav	1309d0c47db87d1eb9034c2daaf36ba9e488654f66ec11c3e024c501221bbc9b	qa-clips/pa-012__aleshores__246_25_250_75.txt	sí	i aleshores ha fet formar un camp que era molt més...	pendent-audicio
aleshores	pa-014	119.85-128.75	clips/pa-014__aleshores__119.85.wav	63911bfb2d3d460013e3215e932ec4e6e6878c29586645ca7af2f37b28cb5a95	qa-clips/pa-014__aleshores__119_85_128_75.txt	no	"i les hores va ser quan em van trencar més aquell neguit de dir ""crai"".  No pot ser, vull dir, que un ball que està arreglat en dorre,"	pendent-audicio
aleshores	pa-021	12.25-16.87	clips/pa-021__aleshores__12.25.wav	b97222824a9a6be0d866aa21eafb8c01052f4bb3111192b54b4a5c46d926e1c0	qa-clips/pa-021__aleshores__12_25_16_87.txt	no	i es va obligar, i, bueno, les hores, doncs,	pendent-audicio
aleshores	pa-025	361.93-368.19	clips/pa-025__aleshores__361.93.wav	be98cda03e68589b1f774916fa60ef4aaa649b0210bc777f4c57af1c79ddf586	qa-clips/pa-025__aleshores__361_93_368_19.txt	sí	i, aleshores, ens tornem més primirats.	pendent-audicio
aleshores	pa-030	392.41-397.91	clips/pa-030__aleshores__392.41.wav	94a8266333b15baea8afe7b77f311b56ad8e65e588f0b8ba61dadd364c3c3aa4	qa-clips/pa-030__aleshores__392_41_397_91.txt	sí	I aleshores, això està tan quadriculat	pendent-audicio
aleshores	pa-031	54.09-57.91	clips/pa-031__aleshores__54.09.wav	d019cc898eb7cba9c1eeabe1e3a717ec298b1722c0c6b338cef450a0e1b97693	qa-clips/pa-031__aleshores__54_09_57_91.txt	sí	que és partit i, aleshores, em va semblar que era l'home ideal.	pendent-audicio
aleshores	pa-032	79.09-87.19	clips/pa-032__aleshores__79.09.wav	1b1bb44e83c8d79ff3c87e0634c94d781b3e1577af3346519993523c255137aa	qa-clips/pa-032__aleshores__79_09_87_19.txt	sí	I aleshores, els dos oponents es van posar d'acord al moment, al moment.	pendent-audicio
aleshores	pa-045	1193.41-1197.91	clips/pa-045__aleshores__1193.41.wav	a9cfd2561f71e8fc53262af15e35b36c2fac9c2301b4bb5186e43064c98074f5	qa-clips/pa-045__aleshores__1193_41_1197_91.txt	no	A les hores se fa la pregunta obligada.	pendent-audicio
aleshores	pa-046	527.57-532.55	clips/pa-046__aleshores__527.57.wav	0a52865bd466cef70ba154b285ba86e85eede5248397fdf5f4c5bfda26a8f1a7	qa-clips/pa-046__aleshores__527_57_532_55.txt	sí	la veritat és que es degrada el servei i, aleshores, ho perdem tot.	pendent-audicio
aleshores	pa-048	701.05-707.67	clips/pa-048__aleshores__701.05.wav	92ea6396d4bee45e7243a825cbdb34d7bec6c809ecf317d9034027cb7baa06d3	qa-clips/pa-048__aleshores__701_05_707_67.txt	no	de la física, les hores, els temes de la paraula donada.	pendent-audicio
aleshores	pa-049	110.29-118.67	clips/pa-049__aleshores__110.29.wav	ec9ab55dbb6b883a6759f0d6a2b3d0c7dc6c96a0ecf27d7215720a2ccafdbd08	qa-clips/pa-049__aleshores__110_29_118_67.txt	sí	I cada vestit és diferent, segons la persona,  com cada vida també és diferent.  Aleshores, voldríem arrancar un moment...	pendent-audicio
aleshores	pa-056	393.13-397.83	clips/pa-056__aleshores__393.13.wav	8f6abda40a406d4b6d088777e6d46ad924a000b59b216e4e16aa25cd13af6759	qa-clips/pa-056__aleshores__393_13_397_83.txt	sí	i, aleshores, això està tan quadriculat.	pendent-audicio
aleshores	pa-060	147.17-151.47	clips/pa-060__aleshores__147.17.wav	56a437e5c2d386d9048f86609e58b9100f68164d9a4c45467cdd88148cc54fe6	qa-clips/pa-060__aleshores__147_17_151_47.txt	no	Per continuar, adéu.	pendent-audicio
aleshores	pa-063	151.45-155.23	clips/pa-063__aleshores__151.45.wav	9af43539cd8ed891d2454f4fe0b0a7589c5c483d856a08243a22b0aebd0b3d4c	qa-clips/pa-063__aleshores__151_45_155_23.txt	no	a les fronteres, o les hores, què s'havia de fer?	pendent-audicio
aleshores	pa-065	170.69-174.71	clips/pa-065__aleshores__170.69.wav	bf12d48589a11da8bee2eaa45f351cad6d63b683c0ee3ad57be7124bc98c4b47	qa-clips/pa-065__aleshores__170_69_174_71.txt	sí	I aleshores, com si aquest caminar que fem per aquí...	pendent-audicio
evidentment	pa-001	1067.69-1071.19	clips/pa-001__evidentment__1067.69.wav	ad54c14d5dc00ab16f689e248f37749b4112bf0047d872729259001fa74b6986	qa-clips/pa-001__evidentment__1067_69_1071_19.txt	sí	per fer-nos una autonòmia, ens podem equivocar, evidentment.	pendent-audicio
evidentment	pa-002	205.25-209.75	clips/pa-002__evidentment__205.25.wav	e4e97c121a809d5972929da11e022022281e79bf427f53b087fd9ba50dbdca9f	qa-clips/pa-002__evidentment__205_25_209_75.txt	sí	Però, evidentment, no hi havia d'altra fórmula.	pendent-audicio
evidentment	pa-003	158.81-165.19	clips/pa-003__evidentment__158.81.wav	d695c569a87de0b7d9e337834f0d9d2bc05ae440b72c0708cda3268d6d115657	qa-clips/pa-003__evidentment__158_81_165_19.txt	sí	dels mestres evidentment i també de les persones que havíem estat treballant en el projecte.	pendent-audicio
evidentment	pa-004	522.93-528.15	clips/pa-004__evidentment__522.93.wav	f55e29919d590c73fed4a0a8d149750111fc97e3c65a84379c0b6f017a42626a	qa-clips/pa-004__evidentment__522_93_528_15.txt	sí	i provaria aigua suficient, evidentment, i el...	pendent-audicio
evidentment	pa-006	124.25-131.75	clips/pa-006__evidentment__124.25.wav	922664af514ab81e3c91bbd737eba2871910d5db1b3ab0793a88a5c865a3cca6	qa-clips/pa-006__evidentment__124_25_131_75.txt	no	Aquest tipus de rota d'aigua es fa servir amb rius, amb una gran quantitat d'aigua.	pendent-audicio
evidentment	pa-007	778.25-783.75	clips/pa-007__evidentment__778.25.wav	d32a68b87812d899b0dbf2cb121f620532107d367553232e74d4a867f9e37369	qa-clips/pa-007__evidentment__778_25_783_75.txt	sí	Els 2010 van passar a anomenar-se per motius polítics, evidentment,	pendent-audicio
evidentment	pa-009	947.25-951.75	clips/pa-009__evidentment__947.25.wav	1b7aa96e46a8e0f9f97e04d9c5fd52a7612d816ec981baae45d556914c293227	qa-clips/pa-009__evidentment__947_25_951_75.txt	sí	L'hora de venir, evidentment, si era l'estiu o era l'hivern, tant cabell	pendent-audicio
evidentment	pa-011	157.65-163.71	clips/pa-011__evidentment__157.65.wav	8d12436107d6808746ff6c6eb831972630986ea97a387a9a8cc76397acdc7b4e	qa-clips/pa-011__evidentment__157_65_163_71.txt	sí	evidentment que el Pal és una casa molt més gran que qualsevol casa més humil.	pendent-audicio
evidentment	pa-013	530.29-540.27	clips/pa-013__evidentment__530.29.wav	262441d5ab75225badb99d3976b5fde0348e30a7f8568f2ac4c5ad3f8567f6e3	qa-clips/pa-013__evidentment__530_29_540_27.txt	no	i algunes de les seves característiques són l'ús del graní, un material difícil de treballar, però molt bons resultats.	pendent-audicio
evidentment	pa-014	28.65-37.55	clips/pa-014__evidentment__28.65.wav	e2cb865bc7e09464c8f948268e765f5492b45c0bd13ca62d55176c73d3abec1e	qa-clips/pa-014__evidentment__28_65_37_55.txt	sí	que és el nostre país, patrimoni cultural, evidentment.  Quan em demanen per anar amb alguna escola  per explicar quines són les tradicions i quines són...	pendent-audicio
evidentment	pa-016	456.85-463.03	clips/pa-016__evidentment__456.85.wav	e45bc97b4949bcd378c832ec0d1b6d8bf7a0afcfb70010e7a924ee7809e7dd71	qa-clips/pa-016__evidentment__456_85_463_03.txt	sí	I, evidentment, si has de dir alguna cosa, ho dius a les sessions que tens intern.	pendent-audicio
evidentment	pa-017	152.25-161.75	clips/pa-017__evidentment__152.25.wav	0980d5d809cf7b308771b4695670175f03fda42842b539c973425ea41d4b74fe	qa-clips/pa-017__evidentment__152_25_161_75.txt	sí	Evidentment, amb coses diferents perquè penso que el que era la part d'endorra la vella i l'escaldes era...	pendent-audicio
evidentment	pa-019	93.25-97.75	clips/pa-019__evidentment__93.25.wav	ca3b2af5f4193ed9e28d5786ffcc7040c1ede6ee015a0393cc1b7d659521f5fc	qa-clips/pa-019__evidentment__93_25_97_75.txt	sí	que va ser un factor que també, evidentment, posava una certa part.	pendent-audicio
evidentment	pa-020	117.57-122.27	clips/pa-020__evidentment__117.57.wav	1e01d9ea60f3605eddeaf0dcdcf81c237c79078ccfc0d472d0b754d46ed1a143	qa-clips/pa-020__evidentment__117_57_122_27.txt	no	d'una manera i d'una altra.	pendent-audicio
evidentment	pa-021	211.41-215.75	clips/pa-021__evidentment__211.41.wav	a6392b4b89c49d2c7d873e6fd4628ace365d89e143b40e5cda5e9bd6ddeaea59	qa-clips/pa-021__evidentment__211_41_215_75.txt	sí	I ells evidentment em donaven el seu pare.	pendent-audicio
evidentment	pa-022	303.01-309.59	clips/pa-022__evidentment__303.01.wav	00a3842e23e67cb71ec84332e7917e44fdb15bbec0065a2a2f41f4f189334a4c	qa-clips/pa-022__evidentment__303_01_309_59.txt	sí	Evidentment van treballar, ho vam separar per comissions.	pendent-audicio
evidentment	pa-024	518.89-523.51	clips/pa-024__evidentment__518.89.wav	9bff1d39098b11c7ebc6e7b8e43d5374f965b8b4bd8adefbdd9fd8e001a023e9	qa-clips/pa-024__evidentment__518_89_523_51.txt	sí	que el dia l'oligarquia o el dia lleveu, evidentment.	pendent-audicio
evidentment	pa-025	1156.61-1160.31	clips/pa-025__evidentment__1156.61.wav	8325a86028bf65a5e09d1dc15c6543dceb3e2a992217eb149f324658f27bc217	qa-clips/pa-025__evidentment__1156_61_1160_31.txt	sí	Tinc els noms, que evidentment no us els donaré.	pendent-audicio
evidentment	pa-026	1648.81-1653.83	clips/pa-026__evidentment__1648.81.wav	1790cdc33ec45e2b7549147f3941d5042385d631d801697f859360ec485e34c3	qa-clips/pa-026__evidentment__1648_81_1653_83.txt	no	de les llibertats dels drets i llibertats que hi ha a la Constitució.	pendent-audicio
evidentment	pa-027	174.09-178.23	clips/pa-027__evidentment__174.09.wav	612fd96bf9dce7a7eb60afe7b3a9fac5b17aa74c679283e98db991cda6f397da	qa-clips/pa-027__evidentment__174_09_178_23.txt	sí	Per tant, finances, evidentment, pels pressupostos i...	pendent-audicio
evidentment	pa-030	43.53-48.63	clips/pa-030__evidentment__43.53.wav	2a791ded5c43a33365aa74d972ca0174e560615308ee892e8a6059a279162a46	qa-clips/pa-030__evidentment__43_53_48_63.txt	sí	com estaven, doncs evidentment no era el nostre tarannà.  Per almenys el meu.	pendent-audicio
evidentment	pa-035	472.93-481.79	clips/pa-035__evidentment__472.93.wav	8bd1eac538bff526d09524f82db90333d8bc97f08b780a5c744588058d400b9f	qa-clips/pa-035__evidentment__472_93_481_79.txt	no	de la gent que va ser a la ciutat i a la ciutat.  A la ciutat no s'havia d'agafar els llocs,  els llocs que tenien el poder.	pendent-audicio
evidentment	pa-036	202.85-211.95	clips/pa-036__evidentment__202.85.wav	ad58ae8bb7fcdeb37f4ac6aac790f51c9fa7265b5bfe9b5554975ac5c4a88a9c	qa-clips/pa-036__evidentment__202_85_211_95.txt	sí	A més enllà, ens va costar fer aquest pas important,  després, evidentment, entrem a la legislatura crítica  o a la més forta que hi ha.	pendent-audicio
evidentment	pa-039	184.17-188.67	clips/pa-039__evidentment__184.17.wav	4d885928def64ec7bb908b5d67d18fcc1a632af33430663fbe409d0854c72f54	qa-clips/pa-039__evidentment__184_17_188_67.txt	sí	Evidentment, la siniciatura, claro.	pendent-audicio
evidentment	pa-040	103.93-106.95	clips/pa-040__evidentment__103.93.wav	0a8352575dcb431d01399f17d08b13d39e8a37be6070f68f1b0b18a07f6d698e	qa-clips/pa-040__evidentment__103_93_106_95.txt	sí	que es poden fer més en positiu.  Evidentment hauria sigut un daltabaix,	pendent-audicio
evidentment	pa-041	353.25-360.75	clips/pa-041__evidentment__353.25.wav	2d5d8e7dfe88d737da80df58dad2a0fde0e0f18de6f07507113d9703304e9c28	qa-clips/pa-041__evidentment__353_25_360_75.txt	sí	amb la responsabilitat, amb les persones que hi treballàvem, evidentment,  per dir, és que això no és una cosa per ara,	pendent-audicio
evidentment	pa-045	290.13-298.31	clips/pa-045__evidentment__290.13.wav	c24d3885c6cb09b8e089ded26fac1df462068c9ae1e9b4d948e9307ea9c3bf93	qa-clips/pa-045__evidentment__290_13_298_31.txt	sí	que tenen senyor o, evidentment,  en una sèrie de condicions molt clares,  d'un nombre de persones.	pendent-audicio
evidentment	pa-046	705.69-711.03	clips/pa-046__evidentment__705.69.wav	52122562e30025725d236858944055360ebbcab26505706b859da779634a5aec	qa-clips/pa-046__evidentment__705_69_711_03.txt	no	que es podria fer a l'estat espanyol.	pendent-audicio
evidentment	pa-049	117.17-126.51	clips/pa-049__evidentment__117.17.wav	8a788c806eda6852d5e3be7657d05e92c25b293cc8a6ba24f1be7f09bb1b8617	qa-clips/pa-049__evidentment__117_17_126_51.txt	sí	Volem arrancar el moment primer,  el primer fil del teu contacte amb la vida,  que evidentment és el lloc on...	pendent-audicio
evidentment	pa-055	1644.01-1651.31	clips/pa-055__evidentment__1644.01.wav	e6d3db4c6e1e754db78913c2baaa29fd138e063e6afbdd6ff0e9c1ce714c16ad	qa-clips/pa-055__evidentment__1644_01_1651_31.txt	sí	que dintre d'això hi havia punts essencials, evidentment,	pendent-audicio
evidentment	pa-056	43.45-48.59	clips/pa-056__evidentment__43.45.wav	09dcc9eb778bfd5d9f45bcd5ca185c0c89c9aadfd03d4e0de98e63bb43458bce	qa-clips/pa-056__evidentment__43_45_48_59.txt	sí	com estaven, doncs evidentment no era el nostre tarannà,  per almenys el meu.	pendent-audicio
evidentment	pa-059	152.13-162.03	clips/pa-059__evidentment__152.13.wav	54c4fd53452593e2320033e7bdf759fba890a8885fa76b9599c25224769a11b5	qa-clips/pa-059__evidentment__152_13_162_03.txt	sí	Evidentment, amb coses diferents perquè penso que el que era la part d'endorra la vella i escaldes era en potser...	pendent-audicio
evidentment	pa-061	672.69-677.43	clips/pa-061__evidentment__672.69.wav	da1fae8a0550bf441d3b25ac4671a7766b80593b26baeda24f8f4d57d0910889	qa-clips/pa-061__evidentment__672_69_677_43.txt	sí	i després hi havia el factor, evidentment, diferent.  Se'l deprem, clar, que no.	pendent-audicio
evidentment	pa-062	163.29-166.67	clips/pa-062__evidentment__163.29.wav	5081a3d7f5256edf099925b73f40ae2843e0ef93df7a1af1ad0076b10a126d45	qa-clips/pa-062__evidentment__163_29_166_67.txt	no	però també cultivar.	pendent-audicio
evidentment	pa-064	485.89-491.71	clips/pa-064__evidentment__485.89.wav	d43b8ed4624d8891d1a2c0f9311c614e19afbd7a307ad5bd0dd2507db91038da	qa-clips/pa-064__evidentment__485_89_491_71.txt	no	Té molts grups.	pendent-audicio
evidentment	pa-066	89.75-95.41	clips/pa-066__evidentment__89.75.wav	94cdda4106aec814c3eb0cadccda1203eda24a19f2ecbd4c692d6c8c8130aeba	qa-clips/pa-066__evidentment__89_75_95_41.txt	sí	evidentment tota la part del sota em va quedar absolutament inundat.	pendent-audicio
diguem	pa-003	212.85-219.51	clips/pa-003__diguem__212.85.wav	de6d76cc285b1f0330aa259fd8776bda7c0dc3965c864084d6961c65b940ce68	qa-clips/pa-003__diguem__212_85_219_51.txt	no	Aquesta és la primera acció d'ordre polític.	pendent-audicio
diguem	pa-006	530.25-535.75	clips/pa-006__diguem__530.25.wav	ea5bb328b7da36c15773be969d856276ce7d7e48e2eb09621b0c2bcd669662e2	qa-clips/pa-006__diguem__530_25_535_75.txt	sí	modernes. Les primeres instal·lacions de producció elèctrica, diguem endorra,	pendent-audicio
diguem	pa-007	585.25-591.75	clips/pa-007__diguem__585.25.wav	c70b6b51a669d6fb01dabdca4e6938a74bdc2008c6bfff1d1247242c25a4f16c	qa-clips/pa-007__diguem__585_25_591_75.txt	sí	per la frontera, diguem que es va generar un debat força encès a les courses espanyoles.	pendent-audicio
diguem	pa-008	374.25-379.75	clips/pa-008__diguem__374.25.wav	9e49fc98f3b1d2bdcffb9bb5b8c6dfbed1c58e20f752f21e3dd13cb60f524e55	qa-clips/pa-008__diguem__374_25_379_75.txt	no	de Carlet.  Diríem que pràcticament la definició de les falles d'Andorra és absurda.	pendent-audicio
diguem	pa-009	60.25-66.75	clips/pa-009__diguem__60.25.wav	f505a5bffc7ef89a153b867745d73bcbd77b389eff390bf8bf7b9f836b8e20a5	qa-clips/pa-009__diguem__60_25_66_75.txt	no	que seria l'aliació perfecta per tenir una bona sonoritat.	pendent-audicio
diguem	pa-018	715.49-721.19	clips/pa-018__diguem__715.49.wav	41bfe21a8110960c70025ef311d48cb52313f70b28d4238188295de0015226f5	qa-clips/pa-018__diguem__715_49_721_19.txt	sí	que els altres que se'ns va anar apropant, diguem,  però vosaltres realment voleu fer això,  és que vosaltres...	pendent-audicio
diguem	pa-019	109.25-113.75	clips/pa-019__diguem__109.25.wav	d6cc52cc133929929579dc7615f84bd18a4b38c989acd3d848c7c49c41c4d42e	qa-clips/pa-019__diguem__109_25_113_75.txt	sí	I va haver una certa, diguem-ne, un bon feeling, no?	pendent-audicio
diguem	pa-020	1459.77-1463.95	clips/pa-020__diguem__1459.77.wav	256c0082ac4c6aab568931f81c724f401cb654e90a17e1c447b6de6c4c05823f	qa-clips/pa-020__diguem__1459_77_1463_95.txt	sí	Diguem el que pensem, després de les votacions,	pendent-audicio
diguem	pa-022	447.57-453.55	clips/pa-022__diguem__447.57.wav	7cfcb5e709237ea88570d72ecf6161178984d12057971c2905b619ebd34da29c	qa-clips/pa-022__diguem__447_57_453_55.txt	no	i guardar el mateix temps els usos certs usos i costums.	pendent-audicio
diguem	pa-023	55.05-60.95	clips/pa-023__diguem__55.05.wav	97e18c4a9050642fa23263888a451c807fce2433cb830e41667ed1eda2b6191e	qa-clips/pa-023__diguem__55_05_60_95.txt	no	Jo el que em anava a la policia era en els veguers i amb el procés.	pendent-audicio
diguem	pa-025	500.89-506.43	clips/pa-025__diguem__500.89.wav	d31e71bc7da322771f5cb7e142782f69d9f3beadc6f4a551fe191856fc9b3193	qa-clips/pa-025__diguem__500_89_506_43.txt	sí	i de competències que en francès en diguem regalient.	pendent-audicio
