candidat_a	candidat_b	n_formes_compartides	formes	estat
lead-rtva-015-isidre-baro	lead-yt-046-alberto-villagrasa	9	bueno;bé;clar;comú;doncs;evidentment;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-015-isidre-baro	lead-yt-047-katia-ustina	7	Andorra;bueno;bé;doncs;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-015-isidre-baro	lead-yt-048-ander-mirambell	10	Andorra;a nivell;bueno;bé;clar;comú;doncs;esport;no?;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-015-isidre-baro	lead-yt-049-joan-piquet	12	a nivell;bueno;bé;clar;diguem;doncs;evidentment;llavors;no?;o sigui;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-015-isidre-baro	lead-yt-050-pau-chica	11	Andorra;a nivell;bueno;bé;clar;doncs;evidentment;llavors;no?;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-015-isidre-baro	lead-yt-051-albert-vilaro	9	Andorra;bueno;bé;clar;diguem;doncs;no?;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-015-isidre-baro	lead-yt-052-valenti-closa	11	a nivell;bueno;bé;clar;comú;doncs;llavors;no?;o sigui;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-015-isidre-baro	lead-yt-053-sonia-andorrita	9	Andorra;bueno;bé;clar;comú;doncs;llavors;no?;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-015-isidre-baro	lead-yt-054-francesc-solana	12	Andorra;bueno;bé;clar;diguem;doncs;evidentment;llavors;no?;o sigui;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-015-isidre-baro	lead-yt-055-enric-flix	12	Andorra;Ordino;aleshores;bueno;bé;clar;doncs;evidentment;llavors;no?;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-015-isidre-baro	lead-yt-056-arnau-fortuny	12	Andorra;bueno;bé;clar;diguem;doncs;evidentment;llavors;no?;o sigui;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-015-isidre-baro	lead-yt-057-gabriel-lezkano	8	bueno;bé;clar;doncs;evidentment;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-015-isidre-baro	lead-yt-058-nuria-pablos	10	Andorra;bueno;bé;clar;doncs;llavors;no?;o sigui;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-017-simo-duro	19	Andorra;Constitució;a nivell;a veure;bueno;bé;clar;conseller general;de fet;diguem;doncs;evidentment;llavors;no?;o sigui;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-018-ricard-fiter	17	Andorra;Constitució;a nivell;a veure;bueno;bé;clar;comú;de fet;diguem;doncs;francès;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-019-lisa-cruz	13	Andorra;a veure;bueno;bé;clar;comú;de fet;doncs;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-020-monica-bonell	16	Andorra;a nivell;a veure;bueno;bé;clar;comú;de fet;diguem;doncs;evidentment;llavors;no?;parròquia;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-021-bonaventura-riberaygua	19	Andorra;Escaldes;a nivell;a veure;bueno;bé;clar;de fet;diguem;doncs;evidentment;família;francès;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-022-josep-marsal	22	Andorra;Constitució;a veure;aleshores;bueno;bé;clar;comú;de fet;diguem;doncs;evidentment;família;francès;llavors;no?;o sigui;padrí;patrimoni;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-023-josep-maria-cases	16	Andorra;a nivell;a veure;bueno;bé;clar;comú;diguem;doncs;família;llavors;no?;o sigui;patrimoni;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-024-denisa-font	16	Andorra;a nivell;a veure;bueno;bé;clar;comú;de fet;doncs;família;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-025-albert-gelabert	21	Andorra;Escaldes;a nivell;a veure;aleshores;bueno;bé;clar;comú;de fet;diguem;doncs;evidentment;família;llavors;no?;o sigui;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-026-rosa-maria-mandico	18	Andorra;a nivell;a veure;bueno;bé;clar;comú;de fet;diguem;doncs;família;llavors;muntanya;no?;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-027-jordi-guillamet	18	Andorra;a nivell;a veure;bueno;bé;clar;de fet;doncs;evidentment;família;francès;llavors;muntanya;no?;patrimoni;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-028-pere-besoli	19	Andorra;Escaldes;a veure;bueno;bé;clar;comú;de fet;diguem;doncs;evidentment;família;francès;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-029-angelina-mas	16	Andorra;Escaldes;a veure;bueno;bé;clar;comú;de fet;doncs;família;francès;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-030-casimir-arajol	12	Andorra;a veure;bueno;bé;clar;diguem;doncs;família;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-031-ramon-rossell	20	Escaldes;a veure;aleshores;bueno;bé;clar;de fet;diguem;doncs;evidentment;família;llavors;muntanya;no?;o sigui;parròquia;patrimoni;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-032-anna-riberaygua	17	Andorra;a veure;bueno;bé;clar;comú;de fet;doncs;evidentment;família;francès;llavors;muntanya;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-059-carles-ensenyat	5	Escaldes;bé;doncs;evidentment;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-060-xavier-espot-actual	1	per tant	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-rtva-061-antoni-morell	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-033-david-montane	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-034-antoni-marti	8	Andorra;a nivell;a veure;bé;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-035-cerni-escale	14	a nivell;aleshores;bueno;bé;comú;de fet;doncs;evidentment;llavors;muntanya;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-036-xavier-espot	14	Andorra;a veure;bé;clar;comú;de fet;diguem;doncs;evidentment;o sigui;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-037-oscar-ribas	11	Andorra;a veure;bueno;bé;comú;doncs;evidentment;llavors;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-038-conxita-marsol	8	Andorra;bueno;bé;doncs;família;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-039-marta-roure	14	Andorra;a nivell;a veure;bueno;bé;clar;de fet;doncs;família;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-040-guillem-forne	14	Andorra;a nivell;a veure;bueno;bé;clar;de fet;diguem;doncs;no?;o sigui;parròquia;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-041-guillem-areny	4	aleshores;bueno;bé;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-042-andreu-gonzalez	15	Andorra;a nivell;a veure;bueno;bé;clar;de fet;doncs;evidentment;llavors;muntanya;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-043-oriol-agorreta	12	a veure;bueno;bé;clar;de fet;doncs;evidentment;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-044-laura-casanovas	13	Andorra;Escaldes;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-045-arnau-rius	12	a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;muntanya;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-046-alberto-villagrasa	11	a veure;bueno;bé;clar;comú;doncs;evidentment;no?;o sigui;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-047-katia-ustina	7	Andorra;bueno;bé;doncs;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-048-ander-mirambell	14	Andorra;a nivell;a veure;bueno;bé;clar;comú;doncs;família;neu;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-049-joan-piquet	15	a nivell;a veure;bueno;bé;clar;de fet;diguem;doncs;evidentment;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-050-pau-chica	15	Andorra;a nivell;a veure;bueno;bé;clar;doncs;evidentment;francès;llavors;no?;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-051-albert-vilaro	11	Andorra;a veure;bueno;bé;clar;diguem;doncs;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-052-valenti-closa	16	Escaldes;a nivell;a veure;bueno;bé;clar;comú;de fet;doncs;llavors;no?;o sigui;padrí;parròquia;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-053-sonia-andorrita	14	Andorra;Escaldes;a veure;bueno;bé;clar;comú;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-054-francesc-solana	13	Andorra;a veure;bueno;bé;clar;diguem;doncs;evidentment;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-055-enric-flix	13	Andorra;a veure;aleshores;bueno;bé;clar;doncs;evidentment;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-056-arnau-fortuny	15	Andorra;a veure;bueno;bé;clar;de fet;diguem;doncs;evidentment;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-057-gabriel-lezkano	10	bueno;bé;clar;doncs;evidentment;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-016-josep-areny	lead-yt-058-nuria-pablos	14	Andorra;Escaldes;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-018-ricard-fiter	19	Andorra;Consell General;Constitució;Sant Julià;a nivell;a veure;andorrana;bueno;bé;clar;de fet;diguem;doncs;llavors;no?;per tant;perquè;poble;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-019-lisa-cruz	12	Andorra;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-020-monica-bonell	16	Andorra;Ordino;a nivell;a veure;bueno;bé;clar;de fet;diguem;doncs;evidentment;llavors;no?;parròquia;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-021-bonaventura-riberaygua	18	Andorra;a nivell;a veure;bueno;bé;clar;conseller;de fet;diguem;doncs;evidentment;llavors;no?;o sigui;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-022-josep-marsal	17	Andorra;Constitució;a veure;bueno;bé;clar;conseller;de fet;diguem;doncs;evidentment;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-023-josep-maria-cases	15	Andorra;Ordino;a nivell;a veure;bueno;bé;clar;diguem;doncs;llavors;no?;o sigui;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-024-denisa-font	17	Andorra;a nivell;a veure;bueno;bé;casa;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè;poble;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-025-albert-gelabert	21	Andorra;a nivell;a veure;andorrana;bueno;bé;clar;conseller;de fet;diguem;doncs;escola;evidentment;llavors;no?;o sigui;parròquia;per tant;perquè;poble;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-026-rosa-maria-mandico	20	Andorra;Sant Julià;a nivell;a veure;bueno;bé;clar;conseller;de fet;diguem;doncs;escola;llavors;no?;parròquia;per tant;perquè;poble;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-027-jordi-guillamet	17	Andorra;a nivell;a veure;bueno;bé;clar;de fet;doncs;escola;evidentment;llavors;no?;per tant;perquè;poble;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-028-pere-besoli	17	Andorra;a veure;bueno;bé;clar;de fet;diguem;doncs;escola;evidentment;llavors;no?;o sigui;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-029-angelina-mas	15	Andorra;a veure;bueno;bé;clar;de fet;doncs;escola;llavors;no?;per tant;perquè;poble;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-030-casimir-arajol	13	Andorra;a veure;bueno;bé;clar;conseller;diguem;doncs;escola;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-031-ramon-rossell	20	Sant Julià;a veure;bueno;bé;clar;conseller;de fet;diguem;doncs;escola;evidentment;llavors;no?;o sigui;parròquia;per tant;perquè;poble;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-032-anna-riberaygua	18	Andorra;a veure;andorrana;bueno;bé;casa;clar;de fet;doncs;escola;evidentment;llavors;no?;o sigui;per tant;perquè;poble;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-059-carles-ensenyat	5	Consell General;bé;doncs;evidentment;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-060-xavier-espot-actual	1	per tant	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-rtva-061-antoni-morell	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-033-david-montane	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-034-antoni-marti	8	Andorra;a nivell;a veure;bé;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-035-cerni-escale	12	Consell General;a nivell;bueno;bé;de fet;doncs;evidentment;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-036-xavier-espot	15	Andorra;Ordino;Sant Julià;a veure;bé;clar;de fet;diguem;doncs;evidentment;o sigui;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-037-oscar-ribas	10	Andorra;a veure;bueno;bé;doncs;evidentment;llavors;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-038-conxita-marsol	7	Andorra;bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-039-marta-roure	13	Andorra;a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-040-guillem-forne	18	Andorra;Ordino;Sant Julià;a nivell;a veure;bueno;bé;clar;conseller;de fet;diguem;doncs;no?;o sigui;parròquia;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-041-guillem-areny	3	bueno;bé;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-042-andreu-gonzalez	14	Andorra;a nivell;a veure;bueno;bé;clar;de fet;doncs;evidentment;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-043-oriol-agorreta	12	a veure;bueno;bé;clar;de fet;doncs;evidentment;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-044-laura-casanovas	12	Andorra;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-045-arnau-rius	13	a nivell;a veure;bueno;bé;casa;clar;de fet;doncs;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-046-alberto-villagrasa	10	a veure;bueno;bé;clar;doncs;evidentment;no?;o sigui;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-047-katia-ustina	7	Andorra;bueno;bé;doncs;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-048-ander-mirambell	11	Andorra;a nivell;a veure;bueno;bé;clar;doncs;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-049-joan-piquet	17	a nivell;a veure;bueno;bé;clar;de fet;diguem;doncs;evidentment;llavors;mestre;no?;o sigui;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-050-pau-chica	15	Andorra;a nivell;a veure;bueno;bé;clar;doncs;evidentment;llavors;no?;parròquia;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-051-albert-vilaro	12	Andorra;a veure;bueno;bé;clar;diguem;doncs;no?;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-052-valenti-closa	14	a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;parròquia;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-053-sonia-andorrita	12	Andorra;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-054-francesc-solana	14	Andorra;a veure;bueno;bé;clar;diguem;doncs;evidentment;llavors;no?;o sigui;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-055-enric-flix	14	Andorra;Ordino;a veure;bueno;bé;clar;doncs;evidentment;llavors;no?;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-056-arnau-fortuny	16	Andorra;a veure;bueno;bé;clar;de fet;diguem;doncs;evidentment;llavors;no?;o sigui;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-057-gabriel-lezkano	10	bueno;bé;clar;doncs;evidentment;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-017-simo-duro	lead-yt-058-nuria-pablos	14	Andorra;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè;vull dir;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-019-lisa-cruz	12	Andorra;a veure;bueno;bé;clar;comú;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-020-monica-bonell	14	Andorra;a nivell;a veure;bueno;bé;clar;comú;de fet;diguem;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-021-bonaventura-riberaygua	16	Andorra;a nivell;a veure;bueno;bé;català;clar;de fet;diguem;doncs;francès;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-022-josep-marsal	16	Andorra;Constitució;a veure;bueno;bé;clar;comú;de fet;diguem;doncs;francès;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-023-josep-maria-cases	13	Andorra;a nivell;a veure;bueno;bé;clar;comú;diguem;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-024-denisa-font	16	Andorra;a nivell;a veure;bueno;bé;català;clar;comú;de fet;doncs;llavors;no?;per tant;perquè;poble;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-025-albert-gelabert	18	Andorra;a nivell;a veure;andorrana;bueno;bé;català;clar;comú;de fet;diguem;doncs;llavors;no?;per tant;perquè;poble;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-026-rosa-maria-mandico	17	Andorra;Sant Julià;a nivell;a veure;bueno;bé;clar;comú;de fet;diguem;doncs;llavors;no?;per tant;perquè;poble;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-027-jordi-guillamet	16	Andorra;a nivell;a veure;bueno;bé;català;clar;de fet;doncs;francès;llavors;no?;per tant;perquè;poble;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-028-pere-besoli	16	Andorra;a veure;bueno;bé;català;clar;comú;de fet;diguem;doncs;francès;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-029-angelina-mas	16	Andorra;a veure;bueno;bé;clar;comú;de fet;doncs;francès;llavors;memòria;no?;per tant;perquè;poble;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-030-casimir-arajol	12	Andorra;a veure;bueno;bé;clar;diguem;doncs;llavors;memòria;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-031-ramon-rossell	16	Sant Julià;a veure;bueno;bé;català;clar;de fet;diguem;doncs;llavors;memòria;no?;per tant;perquè;poble;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-032-anna-riberaygua	16	Andorra;a veure;andorrana;bueno;bé;clar;comú;de fet;doncs;francès;llavors;memòria;no?;per tant;perquè;poble	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-059-carles-ensenyat	4	Consell General;bé;doncs;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-060-xavier-espot-actual	1	per tant	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-rtva-061-antoni-morell	2	perquè;secretari general	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-033-david-montane	4	administració;clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-034-antoni-marti	8	Andorra;a nivell;a veure;bé;català;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-035-cerni-escale	13	Consell General;a nivell;bueno;bé;català;comú;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-036-xavier-espot	12	Andorra;Sant Julià;a veure;bé;clar;comú;de fet;diguem;doncs;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-037-oscar-ribas	9	Andorra;a veure;bueno;bé;comú;doncs;llavors;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-038-conxita-marsol	7	Andorra;bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-039-marta-roure	13	Andorra;a nivell;a veure;bueno;bé;català;clar;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-040-guillem-forne	13	Andorra;Sant Julià;a nivell;a veure;bueno;bé;clar;de fet;diguem;doncs;no?;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-041-guillem-areny	3	bueno;bé;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-042-andreu-gonzalez	12	Andorra;a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-043-oriol-agorreta	11	a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-044-laura-casanovas	13	Andorra;a veure;bueno;bé;català;clar;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-045-arnau-rius	11	a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-046-alberto-villagrasa	9	a veure;bueno;bé;clar;comú;doncs;no?;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-047-katia-ustina	6	Andorra;bueno;bé;doncs;no?;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-048-ander-mirambell	12	Andorra;a nivell;a veure;bueno;bé;clar;comú;doncs;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-018-ricard-fiter	lead-yt-049-joan-piquet	13	a nivell;a veure;bueno;bé;clar;de fet;diguem;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
