id	candidat	forma	categoria	small	base	clip	estat
lead-rtva-020-monica-bonell::jocs	lead-rtva-020-monica-bonell	jocs	esport	6	2	lead-rtva-020__65__jocs.wav	consens textual; pendent d'audició
lead-rtva-020-monica-bonell::llavors	lead-rtva-020-monica-bonell	llavors	discurs	4	4	lead-rtva-020__12__llavors.wav	consens textual; pendent d'audició
lead-rtva-020-monica-bonell::lliga	lead-rtva-020-monica-bonell	lliga	esport	4	5	lead-rtva-020__72__lliga.wav	consens textual; pendent d'audició
lead-rtva-020-monica-bonell::ministeri	lead-rtva-020-monica-bonell	ministeri	institucions	5	6	lead-rtva-020__37__ministeri.wav	consens textual; pendent d'audició
lead-rtva-020-monica-bonell::ministra	lead-rtva-020-monica-bonell	ministra	institucions	8	6	lead-rtva-020__36__ministra.wav	consens textual; pendent d'audició
lead-rtva-020-monica-bonell::no?	lead-rtva-020-monica-bonell	no?	discurs	17	15	lead-rtva-020__13__no.wav	consens textual; pendent d'audició
lead-rtva-020-monica-bonell::parròquia	lead-rtva-020-monica-bonell	parròquia	territorial	1	1	lead-rtva-020__33__parr-quia.wav	consens textual; pendent d'audició
lead-rtva-020-monica-bonell::per tant	lead-rtva-020-monica-bonell	per tant	discurs	7	6	lead-rtva-020__15__per-tant.wav	consens textual; pendent d'audició
lead-rtva-020-monica-bonell::perquè	lead-rtva-020-monica-bonell	perquè	discurs	45	41	lead-rtva-020__16__perqu.wav	consens textual; pendent d'audició
lead-rtva-020-monica-bonell::premis	lead-rtva-020-monica-bonell	premis	cultura	4	3	lead-rtva-020__63__premis.wav	consens textual; pendent d'audició
lead-rtva-020-monica-bonell::projecte	lead-rtva-020-monica-bonell	projecte	institucions	9	9	lead-rtva-020__59__projecte.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::Andorra	lead-rtva-021-bonaventura-riberaygua	Andorra	toponim	21	4	lead-rtva-021__68__andorra.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::Escaldes	lead-rtva-021-bonaventura-riberaygua	Escaldes	territorial	2	1	lead-rtva-021__20__escaldes.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::Govern	lead-rtva-021-bonaventura-riberaygua	Govern	institucions	3	3	lead-rtva-021__56__govern.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::a nivell	lead-rtva-021-bonaventura-riberaygua	a nivell	discurs	1	1	lead-rtva-021__01__a-nivell.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::a veure	lead-rtva-021-bonaventura-riberaygua	a veure	discurs	2	3	lead-rtva-021__02__a-veure.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::bueno	lead-rtva-021-bonaventura-riberaygua	bueno	discurs	7	5	lead-rtva-021__05__bueno.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::bé	lead-rtva-021-bonaventura-riberaygua	bé	discurs	24	22	lead-rtva-021__06__b.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::català	lead-rtva-021-bonaventura-riberaygua	català	sociolingüística	3	3	lead-rtva-021__81__catal.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::clar	lead-rtva-021-bonaventura-riberaygua	clar	discurs	9	8	lead-rtva-021__07__clar.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::comerç	lead-rtva-021-bonaventura-riberaygua	comerç	economia	13	10	lead-rtva-021__41__comer.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::consell	lead-rtva-021-bonaventura-riberaygua	consell	institucions	2	2	lead-rtva-021__58__consell.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::conseller	lead-rtva-021-bonaventura-riberaygua	conseller	institucions	5	8	lead-rtva-021__57__conseller.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::cultura	lead-rtva-021-bonaventura-riberaygua	cultura	cultura	1	1	lead-rtva-021__47__cultura.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::de fet	lead-rtva-021-bonaventura-riberaygua	de fet	discurs	3	4	lead-rtva-021__08__de-fet.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::diguem	lead-rtva-021-bonaventura-riberaygua	diguem	discurs	6	5	lead-rtva-021__09__diguem.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::doncs	lead-rtva-021-bonaventura-riberaygua	doncs	discurs	6	7	lead-rtva-021__10__doncs.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::empresa	lead-rtva-021-bonaventura-riberaygua	empresa	economia	3	3	lead-rtva-021__37__empresa.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::empresari	lead-rtva-021-bonaventura-riberaygua	empresari	economia	2	3	lead-rtva-021__36__empresari.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::esports	lead-rtva-021-bonaventura-riberaygua	esports	esport	2	1	lead-rtva-021__49__esports.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::evidentment	lead-rtva-021-bonaventura-riberaygua	evidentment	discurs	6	6	lead-rtva-021__11__evidentment.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::família	lead-rtva-021-bonaventura-riberaygua	família	societat	6	6	lead-rtva-021__69__fam-lia.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::francès	lead-rtva-021-bonaventura-riberaygua	francès	contacte	3	1	lead-rtva-021__82__franc-s.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::futbol	lead-rtva-021-bonaventura-riberaygua	futbol	esport	1	1	lead-rtva-021__59__futbol.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::llavors	lead-rtva-021-bonaventura-riberaygua	llavors	discurs	10	2	lead-rtva-021__12__llavors.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::ministeri	lead-rtva-021-bonaventura-riberaygua	ministeri	institucions	1	1	lead-rtva-021__39__ministeri.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::ministre	lead-rtva-021-bonaventura-riberaygua	ministre	institucions	4	5	lead-rtva-021__38__ministre.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::ministres	lead-rtva-021-bonaventura-riberaygua	ministres	institucions	1	4	lead-rtva-021__55__ministres.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::negoci	lead-rtva-021-bonaventura-riberaygua	negoci	economia	3	1	lead-rtva-021__42__negoci.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::no?	lead-rtva-021-bonaventura-riberaygua	no?	discurs	30	35	lead-rtva-021__13__no.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::o sigui	lead-rtva-021-bonaventura-riberaygua	o sigui	discurs	3	3	lead-rtva-021__14__o-sigui.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::per tant	lead-rtva-021-bonaventura-riberaygua	per tant	discurs	3	4	lead-rtva-021__15__per-tant.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::perquè	lead-rtva-021-bonaventura-riberaygua	perquè	discurs	26	23	lead-rtva-021__16__perqu.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::vull dir	lead-rtva-021-bonaventura-riberaygua	vull dir	discurs	1	2	lead-rtva-021__17__vull-dir.wav	consens textual; pendent d'audició
lead-rtva-021-bonaventura-riberaygua::és a dir	lead-rtva-021-bonaventura-riberaygua	és a dir	discurs	6	6	lead-rtva-021__18__s-a-dir.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::Andorra	lead-rtva-022-josep-marsal	Andorra	toponim	12	14	lead-rtva-022__50__andorra.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::Constitució	lead-rtva-022-josep-marsal	Constitució	institucions	7	7	lead-rtva-022__43__constituci.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::Govern	lead-rtva-022-josep-marsal	Govern	institucions	5	5	lead-rtva-022__44__govern.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::a veure	lead-rtva-022-josep-marsal	a veure	discurs	5	4	lead-rtva-022__02__a-veure.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::aleshores	lead-rtva-022-josep-marsal	aleshores	discurs	1	2	lead-rtva-022__03__aleshores.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::bueno	lead-rtva-022-josep-marsal	bueno	discurs	9	12	lead-rtva-022__05__bueno.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::bé	lead-rtva-022-josep-marsal	bé	discurs	15	21	lead-rtva-022__06__b.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::clar	lead-rtva-022-josep-marsal	clar	discurs	7	9	lead-rtva-022__07__clar.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::comuns	lead-rtva-022-josep-marsal	comuns	territorial	1	2	lead-rtva-022__28__comuns.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::comú	lead-rtva-022-josep-marsal	comú	territorial	3	1	lead-rtva-022__29__com.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::consell	lead-rtva-022-josep-marsal	consell	institucions	20	15	lead-rtva-022__40__consell.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::conseller	lead-rtva-022-josep-marsal	conseller	institucions	5	1	lead-rtva-022__41__conseller.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::de fet	lead-rtva-022-josep-marsal	de fet	discurs	1	3	lead-rtva-022__08__de-fet.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::diguem	lead-rtva-022-josep-marsal	diguem	discurs	1	2	lead-rtva-022__09__diguem.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::doncs	lead-rtva-022-josep-marsal	doncs	discurs	1	2	lead-rtva-022__10__doncs.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::evidentment	lead-rtva-022-josep-marsal	evidentment	discurs	1	2	lead-rtva-022__11__evidentment.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::família	lead-rtva-022-josep-marsal	família	societat	7	4	lead-rtva-022__69__fam-lia.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::francès	lead-rtva-022-josep-marsal	francès	contacte	12	3	lead-rtva-022__82__franc-s.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::història	lead-rtva-022-josep-marsal	història	memòria	2	2	lead-rtva-022__45__hist-ria.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::justícia	lead-rtva-022-josep-marsal	justícia	institucions	2	2	lead-rtva-022__38__just-cia.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::llavors	lead-rtva-022-josep-marsal	llavors	discurs	9	10	lead-rtva-022__12__llavors.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::no?	lead-rtva-022-josep-marsal	no?	discurs	23	20	lead-rtva-022__13__no.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::o sigui	lead-rtva-022-josep-marsal	o sigui	discurs	3	2	lead-rtva-022__14__o-sigui.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::padrí	lead-rtva-022-josep-marsal	padrí	territorial	3	3	lead-rtva-022__32__padr.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::patrimoni	lead-rtva-022-josep-marsal	patrimoni	cultura	4	3	lead-rtva-022__54__patrimoni.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::per tant	lead-rtva-022-josep-marsal	per tant	discurs	4	5	lead-rtva-022__15__per-tant.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::perquè	lead-rtva-022-josep-marsal	perquè	discurs	28	20	lead-rtva-022__16__perqu.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::política	lead-rtva-022-josep-marsal	política	institucions	11	7	lead-rtva-022__36__pol-tica.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::president	lead-rtva-022-josep-marsal	president	institucions	3	2	lead-rtva-022__37__president.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::segle	lead-rtva-022-josep-marsal	segle	memòria	3	3	lead-rtva-022__47__segle.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::transformació	lead-rtva-022-josep-marsal	transformació	memòria	3	1	lead-rtva-022__46__transformaci.wav	consens textual; pendent d'audició
lead-rtva-022-josep-marsal::és a dir	lead-rtva-022-josep-marsal	és a dir	discurs	2	2	lead-rtva-022__18__s-a-dir.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::Andorra	lead-rtva-023-josep-maria-cases	Andorra	toponim	18	1	lead-rtva-023__47__andorra.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::Govern	lead-rtva-023-josep-maria-cases	Govern	institucions	9	8	lead-rtva-023__46__govern.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::Ordino	lead-rtva-023-josep-maria-cases	Ordino	territorial	1	1	lead-rtva-023__22__ordino.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::Toni Martí	lead-rtva-023-josep-maria-cases	Toni Martí	memòria	1	1	lead-rtva-023__75__toni-mart.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::a nivell	lead-rtva-023-josep-maria-cases	a nivell	discurs	4	1	lead-rtva-023__01__a-nivell.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::a veure	lead-rtva-023-josep-maria-cases	a veure	discurs	8	33	lead-rtva-023__02__a-veure.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::bueno	lead-rtva-023-josep-maria-cases	bueno	discurs	20	16	lead-rtva-023__05__bueno.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::bé	lead-rtva-023-josep-maria-cases	bé	discurs	40	31	lead-rtva-023__06__b.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::clar	lead-rtva-023-josep-maria-cases	clar	discurs	13	11	lead-rtva-023__07__clar.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::comú	lead-rtva-023-josep-maria-cases	comú	territorial	1	1	lead-rtva-023__29__com.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::consell	lead-rtva-023-josep-maria-cases	consell	institucions	2	1	lead-rtva-023__58__consell.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::diguem	lead-rtva-023-josep-maria-cases	diguem	discurs	5	5	lead-rtva-023__09__diguem.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::doncs	lead-rtva-023-josep-maria-cases	doncs	discurs	9	2	lead-rtva-023__10__doncs.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::economia	lead-rtva-023-josep-maria-cases	economia	economia	1	1	lead-rtva-023__39__economia.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::empresa	lead-rtva-023-josep-maria-cases	empresa	economia	20	20	lead-rtva-023__37__empresa.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::empresari	lead-rtva-023-josep-maria-cases	empresari	economia	12	11	lead-rtva-023__36__empresari.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::empresarial	lead-rtva-023-josep-maria-cases	empresarial	economia	5	2	lead-rtva-023__38__empresarial.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::equip	lead-rtva-023-josep-maria-cases	equip	esport	3	3	lead-rtva-023__78__equip.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::família	lead-rtva-023-josep-maria-cases	família	societat	5	4	lead-rtva-023__43__fam-lia.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::federació	lead-rtva-023-josep-maria-cases	federació	esport	1	1	lead-rtva-023__55__federaci.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::llavors	lead-rtva-023-josep-maria-cases	llavors	discurs	6	2	lead-rtva-023__12__llavors.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::negoci	lead-rtva-023-josep-maria-cases	negoci	economia	5	5	lead-rtva-023__41__negoci.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::no?	lead-rtva-023-josep-maria-cases	no?	discurs	45	38	lead-rtva-023__13__no.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::o sigui	lead-rtva-023-josep-maria-cases	o sigui	discurs	8	3	lead-rtva-023__14__o-sigui.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::patrimoni	lead-rtva-023-josep-maria-cases	patrimoni	cultura	1	1	lead-rtva-023__51__patrimoni.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::per tant	lead-rtva-023-josep-maria-cases	per tant	discurs	12	9	lead-rtva-023__15__per-tant.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::perquè	lead-rtva-023-josep-maria-cases	perquè	discurs	39	29	lead-rtva-023__16__perqu.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::premis	lead-rtva-023-josep-maria-cases	premis	cultura	1	1	lead-rtva-023__74__premis.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::president	lead-rtva-023-josep-maria-cases	president	institucions	10	18	lead-rtva-023__45__president.wav	consens textual; pendent d'audició
lead-rtva-023-josep-maria-cases::vull dir	lead-rtva-023-josep-maria-cases	vull dir	discurs	3	1	lead-rtva-023__17__vull-dir.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::Andorra	lead-rtva-024-denisa-font	Andorra	toponim	13	6	lead-rtva-024__47__andorra.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::Canillo	lead-rtva-024-denisa-font	Canillo	territorial	26	8	lead-rtva-024__19__canillo.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::a nivell	lead-rtva-024-denisa-font	a nivell	discurs	1	3	lead-rtva-024__01__a-nivell.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::a veure	lead-rtva-024-denisa-font	a veure	discurs	7	6	lead-rtva-024__02__a-veure.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::bueno	lead-rtva-024-denisa-font	bueno	discurs	9	10	lead-rtva-024__05__bueno.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::bé	lead-rtva-024-denisa-font	bé	discurs	26	23	lead-rtva-024__06__b.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::casa	lead-rtva-024-denisa-font	casa	societat	22	25	lead-rtva-024__39__casa.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::català	lead-rtva-024-denisa-font	català	sociolingüística	7	6	lead-rtva-024__80__catal.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::clar	lead-rtva-024-denisa-font	clar	discurs	12	8	lead-rtva-024__07__clar.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::comunal	lead-rtva-024-denisa-font	comunal	territorial	1	1	lead-rtva-024__26__comunal.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::comunals	lead-rtva-024-denisa-font	comunals	territorial	1	1	lead-rtva-024__27__comunals.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::comú	lead-rtva-024-denisa-font	comú	territorial	11	9	lead-rtva-024__29__com.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::costums	lead-rtva-024-denisa-font	costums	cultura	1	1	lead-rtva-024__43__costums.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::cultura	lead-rtva-024-denisa-font	cultura	cultura	5	4	lead-rtva-024__48__cultura.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::de fet	lead-rtva-024-denisa-font	de fet	discurs	1	1	lead-rtva-024__08__de-fet.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::doncs	lead-rtva-024-denisa-font	doncs	discurs	5	7	lead-rtva-024__10__doncs.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::família	lead-rtva-024-denisa-font	família	societat	5	5	lead-rtva-024__40__fam-lia.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::festa	lead-rtva-024-denisa-font	festa	cultura	5	2	lead-rtva-024__78__festa.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::llavors	lead-rtva-024-denisa-font	llavors	discurs	1	1	lead-rtva-024__12__llavors.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::llibre	lead-rtva-024-denisa-font	llibre	cultura	18	20	lead-rtva-024__45__llibre.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::no?	lead-rtva-024-denisa-font	no?	discurs	25	32	lead-rtva-024__13__no.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::o sigui	lead-rtva-024-denisa-font	o sigui	discurs	2	1	lead-rtva-024__14__o-sigui.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::per tant	lead-rtva-024-denisa-font	per tant	discurs	2	7	lead-rtva-024__15__per-tant.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::perquè	lead-rtva-024-denisa-font	perquè	discurs	46	44	lead-rtva-024__16__perqu.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::poble	lead-rtva-024-denisa-font	poble	societat	4	6	lead-rtva-024__41__poble.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::vull dir	lead-rtva-024-denisa-font	vull dir	discurs	4	3	lead-rtva-024__17__vull-dir.wav	consens textual; pendent d'audició
lead-rtva-024-denisa-font::és a dir	lead-rtva-024-denisa-font	és a dir	discurs	2	2	lead-rtva-024__18__s-a-dir.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::Andorra	lead-rtva-025-albert-gelabert	Andorra	toponim	28	1	lead-rtva-025__47__andorra.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::Escaldes	lead-rtva-025-albert-gelabert	Escaldes	territorial	2	3	lead-rtva-025__20__escaldes.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::Govern	lead-rtva-025-albert-gelabert	Govern	institucions	10	8	lead-rtva-025__54__govern.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::La Massana	lead-rtva-025-albert-gelabert	La Massana	toponim	4	2	lead-rtva-025__64__la-massana.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::Massana	lead-rtva-025-albert-gelabert	Massana	territorial	4	2	lead-rtva-025__21__massana.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::a nivell	lead-rtva-025-albert-gelabert	a nivell	discurs	17	13	lead-rtva-025__01__a-nivell.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::a veure	lead-rtva-025-albert-gelabert	a veure	discurs	30	27	lead-rtva-025__02__a-veure.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::aleshores	lead-rtva-025-albert-gelabert	aleshores	discurs	28	10	lead-rtva-025__03__aleshores.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::andorrana	lead-rtva-025-albert-gelabert	andorrana	territorial	1	1	lead-rtva-025__25__andorrana.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::bueno	lead-rtva-025-albert-gelabert	bueno	discurs	5	2	lead-rtva-025__05__bueno.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::bé	lead-rtva-025-albert-gelabert	bé	discurs	17	20	lead-rtva-025__06__b.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::català	lead-rtva-025-albert-gelabert	català	sociolingüística	1	3	lead-rtva-025__77__catal.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::clar	lead-rtva-025-albert-gelabert	clar	discurs	15	14	lead-rtva-025__07__clar.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::comunals	lead-rtva-025-albert-gelabert	comunals	territorial	1	1	lead-rtva-025__27__comunals.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::comuns	lead-rtva-025-albert-gelabert	comuns	territorial	1	1	lead-rtva-025__28__comuns.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::comú	lead-rtva-025-albert-gelabert	comú	territorial	1	1	lead-rtva-025__29__com.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::consell	lead-rtva-025-albert-gelabert	consell	institucions	10	7	lead-rtva-025__56__consell.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::conseller	lead-rtva-025-albert-gelabert	conseller	institucions	6	4	lead-rtva-025__55__conseller.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::de fet	lead-rtva-025-albert-gelabert	de fet	discurs	2	1	lead-rtva-025__08__de-fet.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::diguem	lead-rtva-025-albert-gelabert	diguem	discurs	3	3	lead-rtva-025__09__diguem.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::doncs	lead-rtva-025-albert-gelabert	doncs	discurs	8	4	lead-rtva-025__10__doncs.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::educació	lead-rtva-025-albert-gelabert	educació	societat	3	2	lead-rtva-025__36__educaci.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::ensenyament	lead-rtva-025-albert-gelabert	ensenyament	societat	1	1	lead-rtva-025__38__ensenyament.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::equip	lead-rtva-025-albert-gelabert	equip	esport	2	2	lead-rtva-025__76__equip.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::escola	lead-rtva-025-albert-gelabert	escola	societat	3	2	lead-rtva-025__37__escola.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::evidentment	lead-rtva-025-albert-gelabert	evidentment	discurs	3	3	lead-rtva-025__11__evidentment.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::família	lead-rtva-025-albert-gelabert	família	societat	2	3	lead-rtva-025__46__fam-lia.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::història	lead-rtva-025-albert-gelabert	història	memòria	8	6	lead-rtva-025__41__hist-ria.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::llavors	lead-rtva-025-albert-gelabert	llavors	discurs	2	4	lead-rtva-025__12__llavors.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::no?	lead-rtva-025-albert-gelabert	no?	discurs	28	32	lead-rtva-025__13__no.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::o sigui	lead-rtva-025-albert-gelabert	o sigui	discurs	33	31	lead-rtva-025__14__o-sigui.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::parròquia	lead-rtva-025-albert-gelabert	parròquia	territorial	5	5	lead-rtva-025__33__parr-quia.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::per tant	lead-rtva-025-albert-gelabert	per tant	discurs	14	18	lead-rtva-025__15__per-tant.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::perquè	lead-rtva-025-albert-gelabert	perquè	discurs	51	57	lead-rtva-025__16__perqu.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::poble	lead-rtva-025-albert-gelabert	poble	societat	6	6	lead-rtva-025__45__poble.wav	consens textual; pendent d'audició
lead-rtva-025-albert-gelabert::és a dir	lead-rtva-025-albert-gelabert	és a dir	discurs	1	1	lead-rtva-025__18__s-a-dir.wav	consens textual; pendent d'audició
lead-rtva-026-rosa-maria-mandico::Andorra	lead-rtva-026-rosa-maria-mandico	Andorra	toponim	14	4	lead-rtva-026__46__andorra.wav	consens textual; pendent d'audició
