origen	desti	relacio	pes	formes_compartides	evidencia
pa-008	pa-056	semblança textual provisional	5	a veure,aleshores,bé,clar,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-008	pa-059	semblança textual provisional	3	clar,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-008	pa-060	semblança textual provisional	4	a veure,de fet,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-008	pa-063	semblança textual provisional	4	a veure,bé,clar,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-008	pa-064	semblança textual provisional	5	a veure,bé,clar,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-008	pa-065	semblança textual provisional	5	aleshores,bé,clar,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-008	pa-066	semblança textual provisional	3	bé,de fet,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-010	semblança textual provisional	3	clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-011	semblança textual provisional	4	bé,doncs,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-013	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-014	semblança textual provisional	5	bé,clar,evidentment,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-015	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-016	semblança textual provisional	6	bé,clar,doncs,evidentment,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-017	semblança textual provisional	4	clar,doncs,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-019	semblança textual provisional	4	bé,clar,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-020	semblança textual provisional	4	bé,clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-021	semblança textual provisional	4	bé,doncs,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-022	semblança textual provisional	5	bé,clar,evidentment,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-024	semblança textual provisional	3	clar,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-025	semblança textual provisional	4	clar,evidentment,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-026	semblança textual provisional	3	bé,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-027	semblança textual provisional	3	clar,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-028	semblança textual provisional	3	bé,clar,doncs	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-030	semblança textual provisional	4	bé,doncs,evidentment,o sigui	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-031	semblança textual provisional	3	clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-032	semblança textual provisional	4	bé,clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-033	semblança textual provisional	3	bé,clar,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-036	semblança textual provisional	5	bé,clar,doncs,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-037	semblança textual provisional	4	bé,clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-038	semblança textual provisional	5	bé,clar,doncs,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-039	semblança textual provisional	3	bé,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-041	semblança textual provisional	4	bé,clar,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-045	semblança textual provisional	6	bé,clar,doncs,evidentment,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-048	semblança textual provisional	3	bé,doncs,o sigui	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-049	semblança textual provisional	5	bé,clar,evidentment,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-055	semblança textual provisional	3	evidentment,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-056	semblança textual provisional	5	bé,clar,doncs,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-057	semblança textual provisional	3	bé,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-059	semblança textual provisional	3	clar,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-061	semblança textual provisional	3	bé,evidentment,o sigui	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-063	semblança textual provisional	5	bé,clar,doncs,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-064	semblança textual provisional	4	bé,clar,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-065	semblança textual provisional	5	bé,clar,doncs,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-009	pa-066	semblança textual provisional	3	bé,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-011	semblança textual provisional	4	de fet,doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-013	semblança textual provisional	3	doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-014	semblança textual provisional	3	clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-015	semblança textual provisional	3	doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-016	semblança textual provisional	7	clar,crec,de fet,doncs,llavors,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-017	semblança textual provisional	5	clar,doncs,llavors,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-018	semblança textual provisional	3	crec,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-019	semblança textual provisional	4	clar,crec,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-020	semblança textual provisional	3	clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-021	semblança textual provisional	4	crec,doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-022	semblança textual provisional	4	clar,crec,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-023	semblança textual provisional	4	de fet,llavors,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-024	semblança textual provisional	4	clar,crec,de fet,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-025	semblança textual provisional	4	clar,crec,de fet,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-027	semblança textual provisional	5	clar,crec,de fet,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-028	semblança textual provisional	4	clar,de fet,doncs,llavors	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-030	semblança textual provisional	4	crec,doncs,llavors,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-031	semblança textual provisional	5	clar,crec,de fet,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-032	semblança textual provisional	3	clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-033	semblança textual provisional	5	clar,de fet,llavors,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-035	semblança textual provisional	4	crec,doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-036	semblança textual provisional	3	clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-037	semblança textual provisional	5	clar,crec,doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-038	semblança textual provisional	5	clar,crec,doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-040	semblança textual provisional	3	crec,de fet,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-041	semblança textual provisional	3	clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-045	semblança textual provisional	4	clar,doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-046	semblança textual provisional	3	doncs,llavors,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-048	semblança textual provisional	4	crec,doncs,llavors,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-049	semblança textual provisional	4	clar,crec,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-051	semblança textual provisional	3	clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-056	semblança textual provisional	5	clar,crec,doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-059	semblança textual provisional	3	clar,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-060	semblança textual provisional	6	crec,de fet,doncs,llavors,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-062	semblança textual provisional	3	crec,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-063	semblança textual provisional	5	clar,crec,doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-064	semblança textual provisional	4	clar,crec,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-065	semblança textual provisional	5	clar,crec,doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-010	pa-066	semblança textual provisional	4	crec,de fet,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-013	semblança textual provisional	4	bé,doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-014	semblança textual provisional	4	a veure,bé,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-015	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-016	semblança textual provisional	7	a veure,bé,de fet,doncs,evidentment,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-017	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-019	semblança textual provisional	3	bé,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-020	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-021	semblança textual provisional	6	a veure,bé,doncs,evidentment,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-022	semblança textual provisional	5	a veure,bé,evidentment,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-023	semblança textual provisional	5	a veure,bé,de fet,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-024	semblança textual provisional	3	de fet,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-025	semblança textual provisional	4	a veure,de fet,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-026	semblança textual provisional	3	a veure,bé,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-027	semblança textual provisional	4	de fet,evidentment,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-028	semblança textual provisional	3	bé,de fet,doncs	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-030	semblança textual provisional	5	a veure,bé,doncs,evidentment,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-031	semblança textual provisional	4	a veure,de fet,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-032	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-033	semblança textual provisional	4	bé,de fet,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-034	semblança textual provisional	3	a veure,bé,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-035	semblança textual provisional	3	doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-036	semblança textual provisional	5	a veure,bé,doncs,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-037	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-038	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-039	semblança textual provisional	3	bé,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-040	semblança textual provisional	3	de fet,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-041	semblança textual provisional	4	a veure,bé,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-045	semblança textual provisional	5	a veure,bé,doncs,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-046	semblança textual provisional	3	bé,doncs,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-048	semblança textual provisional	4	a veure,bé,doncs,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-049	semblança textual provisional	4	a veure,bé,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-055	semblança textual provisional	3	a veure,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-056	semblança textual provisional	5	a veure,bé,doncs,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-059	semblança textual provisional	3	evidentment,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-060	semblança textual provisional	5	a veure,de fet,doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-061	semblança textual provisional	3	a veure,bé,evidentment	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-063	semblança textual provisional	4	a veure,bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-064	semblança textual provisional	4	a veure,bé,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-065	semblança textual provisional	4	bé,doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-011	pa-066	semblança textual provisional	4	bé,de fet,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-012	pa-032	semblança textual provisional	3	aleshores,bé,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-012	pa-049	semblança textual provisional	3	aleshores,bé,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-012	pa-056	semblança textual provisional	3	aleshores,bé,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-012	pa-065	semblança textual provisional	3	aleshores,bé,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-015	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-016	semblança textual provisional	4	bé,doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-017	semblança textual provisional	3	doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-020	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-021	semblança textual provisional	4	bé,doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-022	semblança textual provisional	3	bé,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-023	semblança textual provisional	3	bé,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-030	semblança textual provisional	3	bé,doncs,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-032	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-033	semblança textual provisional	3	bé,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-035	semblança textual provisional	3	doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-036	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-037	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-038	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-045	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-046	semblança textual provisional	3	bé,doncs,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-048	semblança textual provisional	3	bé,doncs,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-056	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-060	semblança textual provisional	3	doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-063	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-064	semblança textual provisional	3	bé,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-013	pa-065	semblança textual provisional	4	bé,doncs,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-016	semblança textual provisional	8	a veure,bé,clar,crec,evidentment,o sigui,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-017	semblança textual provisional	4	clar,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-019	semblança textual provisional	5	bé,clar,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-020	semblança textual provisional	4	aviam,bé,clar,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-021	semblança textual provisional	6	a veure,bé,crec,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-022	semblança textual provisional	8	a veure,bé,clar,crec,evidentment,o sigui,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-023	semblança textual provisional	4	a veure,bé,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-024	semblança textual provisional	4	clar,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-025	semblança textual provisional	6	a veure,clar,crec,evidentment,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-026	semblança textual provisional	5	a veure,bé,o sigui,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-027	semblança textual provisional	4	clar,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-030	semblança textual provisional	6	a veure,bé,crec,evidentment,o sigui,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-031	semblança textual provisional	4	a veure,clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-032	semblança textual provisional	4	bé,clar,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-033	semblança textual provisional	4	bé,clar,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-034	semblança textual provisional	3	a veure,bé,crec	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-036	semblança textual provisional	6	a veure,bé,clar,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-037	semblança textual provisional	5	bé,clar,crec,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-038	semblança textual provisional	6	bé,clar,crec,o sigui,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-039	semblança textual provisional	4	bé,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-040	semblança textual provisional	3	crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-041	semblança textual provisional	7	a veure,bé,clar,crec,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-045	semblança textual provisional	6	a veure,bé,clar,evidentment,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-048	semblança textual provisional	5	a veure,bé,crec,o sigui,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-049	semblança textual provisional	8	a veure,bé,clar,crec,evidentment,o sigui,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-051	semblança textual provisional	3	clar,crec,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-055	semblança textual provisional	5	a veure,evidentment,o sigui,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-056	semblança textual provisional	7	a veure,bé,clar,crec,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-057	semblança textual provisional	3	bé,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-059	semblança textual provisional	4	clar,evidentment,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-060	semblança textual provisional	4	a veure,crec,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-061	semblança textual provisional	6	a veure,bé,crec,evidentment,o sigui,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-062	semblança textual provisional	3	crec,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-063	semblança textual provisional	7	a veure,bé,clar,crec,o sigui,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-064	semblança textual provisional	6	a veure,bé,clar,crec,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-065	semblança textual provisional	5	bé,clar,crec,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-014	pa-066	semblança textual provisional	4	bé,crec,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-016	semblança textual provisional	4	bé,doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-017	semblança textual provisional	3	doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-019	semblança textual provisional	3	bé,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-020	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-021	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-023	semblança textual provisional	3	bé,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-028	semblança textual provisional	3	bé,doncs,llavors	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-030	semblança textual provisional	3	bé,doncs,llavors	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-032	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-033	semblança textual provisional	3	bé,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-036	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-037	semblança textual provisional	4	bé,doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-038	semblança textual provisional	4	bé,doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-045	semblança textual provisional	4	bé,doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-046	semblança textual provisional	3	bé,doncs,llavors	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-048	semblança textual provisional	3	bé,doncs,llavors	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-049	semblança textual provisional	3	bé,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-056	semblança textual provisional	4	bé,doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-057	semblança textual provisional	3	bé,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-060	semblança textual provisional	3	doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-063	semblança textual provisional	4	bé,doncs,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-065	semblança textual provisional	3	bé,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-015	pa-066	semblança textual provisional	3	bé,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-016	pa-017	semblança textual provisional	8	a nivell,clar,doncs,evidentment,llavors,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-016	pa-018	semblança textual provisional	4	a nivell,crec,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-016	pa-019	semblança textual provisional	7	a nivell,bé,clar,crec,evidentment,llavors,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-016	pa-020	semblança textual provisional	5	a nivell,bé,clar,doncs,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-016	pa-021	semblança textual provisional	8	a veure,bé,crec,doncs,evidentment,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-016	pa-022	semblança textual provisional	9	a veure,bé,clar,crec,evidentment,o sigui,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-016	pa-023	semblança textual provisional	8	a nivell,a veure,bé,de fet,llavors,perquè,vull dir,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-016	pa-024	semblança textual provisional	6	a nivell,clar,crec,de fet,evidentment,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-016	pa-025	semblança textual provisional	7	a veure,clar,crec,de fet,evidentment,o sigui,perquè	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-016	pa-026	semblança textual provisional	6	a nivell,a veure,bé,o sigui,perquè,vull dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-016	pa-027	semblança textual provisional	6	clar,crec,de fet,evidentment,perquè,és a dir	coincidència en clips de la quarta passada; revisió auditiva pendent
pa-016	pa-028	semblança textual provisional	5	bé,clar,de fet,doncs,llavors	coincidència en clips de la quarta passada; revisió auditiva pendent
