origen	desti	relacio	pes	formes_compartides	evidencia
pa-011	pa-048	semblança textual provisional	4	a veure,bé,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-011	pa-049	semblança textual provisional	3	a veure,bé,perquè	consens entre dos ASR; revisió auditiva pendent
pa-011	pa-055	semblança textual provisional	5	a veure,bé,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-011	pa-056	semblança textual provisional	5	a veure,bé,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-011	pa-057	semblança textual provisional	5	bé,de fet,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-011	pa-058	semblança textual provisional	5	a veure,bé,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-011	pa-059	semblança textual provisional	4	bé,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-011	pa-060	semblança textual provisional	6	a veure,bé,de fet,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-011	pa-061	semblança textual provisional	4	a veure,bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-011	pa-062	semblança textual provisional	4	bé,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-011	pa-063	semblança textual provisional	4	a veure,bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-011	pa-064	semblança textual provisional	5	a veure,bé,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-011	pa-065	semblança textual provisional	5	a veure,bé,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-011	pa-066	semblança textual provisional	3	bé,de fet,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-014	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-015	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-016	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-017	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-018	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-019	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-021	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-025	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-026	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-027	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-028	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-029	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-032	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-033	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-034	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-035	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-036	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-037	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-038	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-039	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-040	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-041	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-045	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-046	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-055	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-056	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-057	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-058	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-059	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-060	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-061	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-062	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-063	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-064	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-012	pa-065	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-014	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-016	semblança textual provisional	3	doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-017	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-018	semblança textual provisional	3	doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-019	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-021	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-022	semblança textual provisional	3	evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-025	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-026	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-027	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-030	semblança textual provisional	3	evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-033	semblança textual provisional	3	doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-034	semblança textual provisional	3	doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-035	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-036	semblança textual provisional	3	doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-039	semblança textual provisional	3	doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-040	semblança textual provisional	3	doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-041	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-045	semblança textual provisional	3	doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-046	semblança textual provisional	3	doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-055	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-056	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-057	semblança textual provisional	3	doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-058	semblança textual provisional	3	doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-059	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-060	semblança textual provisional	3	doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-061	semblança textual provisional	3	doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-062	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-064	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-013	pa-065	semblança textual provisional	3	doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-015	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-016	semblança textual provisional	7	bé,clar,doncs,evidentment,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-017	semblança textual provisional	8	bé,clar,doncs,evidentment,llavors,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-018	semblança textual provisional	7	bé,clar,crec,doncs,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-019	semblança textual provisional	7	bé,crec,doncs,evidentment,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-020	semblança textual provisional	6	aviam,bé,clar,evidentment,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-021	semblança textual provisional	8	bé,clar,crec,doncs,evidentment,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-022	semblança textual provisional	9	bé,clar,crec,evidentment,llavors,o sigui,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-023	semblança textual provisional	6	bé,crec,llavors,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-025	semblança textual provisional	8	bé,clar,crec,doncs,evidentment,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-026	semblança textual provisional	9	bé,clar,doncs,evidentment,llavors,o sigui,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-027	semblança textual provisional	9	bé,clar,crec,doncs,evidentment,llavors,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-028	semblança textual provisional	5	bé,clar,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-029	semblança textual provisional	5	bé,clar,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-030	semblança textual provisional	7	bé,clar,crec,evidentment,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-031	semblança textual provisional	5	bé,clar,crec,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-032	semblança textual provisional	5	bé,clar,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-033	semblança textual provisional	6	bé,clar,doncs,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-034	semblança textual provisional	8	bé,clar,crec,doncs,llavors,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-035	semblança textual provisional	7	bé,clar,crec,doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-036	semblança textual provisional	7	bé,clar,doncs,evidentment,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-037	semblança textual provisional	6	bé,clar,doncs,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-038	semblança textual provisional	8	bé,clar,crec,doncs,llavors,o sigui,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-039	semblança textual provisional	6	bé,clar,crec,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-040	semblança textual provisional	5	bé,crec,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-041	semblança textual provisional	9	bé,clar,crec,doncs,evidentment,llavors,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-042	semblança textual provisional	3	clar,crec,perquè	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-043	semblança textual provisional	3	crec,doncs,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-045	semblança textual provisional	8	bé,clar,crec,doncs,evidentment,llavors,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-046	semblança textual provisional	7	bé,clar,crec,doncs,evidentment,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-048	semblança textual provisional	8	bé,clar,crec,llavors,o sigui,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-049	semblança textual provisional	9	aviam,bé,clar,crec,evidentment,llavors,o sigui,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-055	semblança textual provisional	8	bé,clar,doncs,evidentment,llavors,o sigui,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-056	semblança textual provisional	9	bé,clar,crec,doncs,evidentment,o sigui,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-057	semblança textual provisional	5	bé,doncs,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-058	semblança textual provisional	8	bé,clar,crec,doncs,llavors,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-059	semblança textual provisional	8	bé,clar,doncs,evidentment,llavors,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-060	semblança textual provisional	6	bé,crec,doncs,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-061	semblança textual provisional	9	bé,clar,crec,doncs,evidentment,llavors,o sigui,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-062	semblança textual provisional	9	bé,clar,crec,doncs,evidentment,o sigui,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-063	semblança textual provisional	7	bé,clar,crec,doncs,llavors,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-064	semblança textual provisional	9	bé,clar,crec,doncs,evidentment,llavors,o sigui,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-065	semblança textual provisional	9	bé,clar,crec,doncs,llavors,o sigui,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-014	pa-066	semblança textual provisional	5	bé,crec,evidentment,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-016	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-017	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-018	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-019	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-021	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-025	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-026	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-027	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-028	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-029	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-032	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-033	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-034	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-035	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-036	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-037	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-038	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-039	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-040	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-041	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-045	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-046	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-055	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-056	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-057	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-058	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-059	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-060	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-061	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-062	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-063	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-064	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-015	pa-065	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-017	semblança textual provisional	9	a nivell,bueno,bé,clar,doncs,evidentment,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-018	semblança textual provisional	8	a nivell,a veure,bueno,bé,clar,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-019	semblança textual provisional	7	a nivell,bueno,bé,doncs,evidentment,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-020	semblança textual provisional	7	a nivell,bueno,bé,clar,evidentment,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-021	semblança textual provisional	8	a veure,bueno,bé,clar,doncs,evidentment,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-022	semblança textual provisional	9	a veure,bueno,bé,clar,de fet,evidentment,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-023	semblança textual provisional	8	a nivell,a veure,bueno,bé,de fet,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-025	semblança textual provisional	9	a veure,bueno,bé,clar,de fet,doncs,evidentment,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-026	semblança textual provisional	10	a nivell,a veure,bueno,bé,clar,doncs,evidentment,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-027	semblança textual provisional	9	bueno,bé,clar,de fet,doncs,evidentment,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-028	semblança textual provisional	7	bueno,bé,clar,de fet,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-029	semblança textual provisional	7	a nivell,bueno,bé,clar,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-030	semblança textual provisional	7	a veure,bueno,bé,clar,evidentment,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-031	semblança textual provisional	7	a veure,bueno,bé,clar,de fet,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-032	semblança textual provisional	6	bueno,bé,clar,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-033	semblança textual provisional	5	bé,clar,doncs,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-034	semblança textual provisional	9	a nivell,a veure,bueno,bé,clar,doncs,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-035	semblança textual provisional	6	bueno,bé,clar,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-036	semblança textual provisional	10	a nivell,a veure,bueno,bé,clar,doncs,evidentment,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-037	semblança textual provisional	7	bueno,bé,clar,doncs,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-038	semblança textual provisional	8	a nivell,bueno,bé,clar,doncs,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-039	semblança textual provisional	6	bueno,bé,clar,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-040	semblança textual provisional	5	bé,de fet,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-041	semblança textual provisional	9	a veure,bueno,bé,clar,doncs,evidentment,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-045	semblança textual provisional	8	a veure,bueno,bé,clar,doncs,evidentment,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-046	semblança textual provisional	6	bueno,bé,clar,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-048	semblança textual provisional	8	a nivell,a veure,bueno,bé,clar,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-049	semblança textual provisional	9	a nivell,a veure,bueno,bé,clar,evidentment,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-055	semblança textual provisional	9	a nivell,a veure,bueno,bé,clar,doncs,evidentment,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-056	semblança textual provisional	8	a veure,bueno,bé,clar,doncs,evidentment,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-057	semblança textual provisional	7	a nivell,bueno,bé,de fet,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-058	semblança textual provisional	9	a nivell,a veure,bueno,bé,clar,doncs,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-059	semblança textual provisional	9	a nivell,bueno,bé,clar,doncs,evidentment,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-060	semblança textual provisional	8	a nivell,a veure,bueno,bé,de fet,doncs,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-061	semblança textual provisional	10	a nivell,a veure,bueno,bé,clar,doncs,evidentment,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-062	semblança textual provisional	7	bueno,bé,clar,doncs,evidentment,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-063	semblança textual provisional	7	a nivell,a veure,bé,clar,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-064	semblança textual provisional	7	a veure,bé,clar,doncs,evidentment,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-065	semblança textual provisional	8	a veure,bueno,bé,clar,doncs,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-016	pa-066	semblança textual provisional	7	a nivell,bueno,bé,de fet,evidentment,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-018	semblança textual provisional	8	a nivell,bueno,bé,clar,doncs,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-019	semblança textual provisional	8	a nivell,bueno,bé,doncs,evidentment,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-020	semblança textual provisional	8	a nivell,bueno,bé,clar,evidentment,perquè,tirar endavant,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-021	semblança textual provisional	8	bueno,bé,clar,doncs,evidentment,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-022	semblança textual provisional	8	bueno,bé,clar,evidentment,llavors,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-023	semblança textual provisional	7	a nivell,bueno,bé,llavors,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-025	semblança textual provisional	8	bueno,bé,clar,doncs,evidentment,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-026	semblança textual provisional	10	a nivell,bueno,bé,clar,doncs,evidentment,llavors,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-027	semblança textual provisional	9	bueno,bé,clar,doncs,evidentment,llavors,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-028	semblança textual provisional	6	bueno,bé,clar,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-029	semblança textual provisional	8	a nivell,bueno,bé,clar,doncs,llavors,perquè,tirar endavant	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-030	semblança textual provisional	7	bueno,bé,clar,evidentment,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-031	semblança textual provisional	5	bueno,bé,clar,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-032	semblança textual provisional	6	bueno,bé,clar,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-033	semblança textual provisional	6	bé,clar,doncs,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-034	semblança textual provisional	10	a nivell,bueno,bé,clar,doncs,llavors,perquè,tirar endavant,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-035	semblança textual provisional	7	bueno,bé,clar,doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-036	semblança textual provisional	9	a nivell,bueno,bé,clar,doncs,evidentment,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-037	semblança textual provisional	7	bueno,bé,clar,doncs,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-038	semblança textual provisional	8	a nivell,bueno,bé,clar,doncs,llavors,perquè,vull dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-039	semblança textual provisional	6	bueno,bé,clar,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-040	semblança textual provisional	4	bé,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-041	semblança textual provisional	9	bueno,bé,clar,doncs,evidentment,llavors,perquè,vull dir,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-043	semblança textual provisional	3	bueno,doncs,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-017	pa-045	semblança textual provisional	7	bueno,bé,clar,doncs,evidentment,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
