model	categoria	forma	segment	inici_s	final_s	prob_min_segment	text_asr	estat
base	discurs	no?	96	328.640	331.320	0.3329	Però el gènere és un factor, no?	candidat ASR; pendent d'audició
base	discurs	bueno	98	334.240	337.240	0.3056	Sí, sí, bueno,	candidat ASR; pendent d'audició
base	discurs	perquè	100	339.800	345.200	0.1124	perquè en societats que en principi semblaria que traïs una mena	candidat ASR; pendent d'audició
base	discurs	llavors	103	350.880	357.000	0.1393	Llavors, és anem cap als passos de que això	candidat ASR; pendent d'audició
base	discurs	clar	108	369.680	374.680	0.1073	i sobretot, les dones, clar, són les que, al final, se n'ocupen més	candidat ASR; pendent d'audició
base	discurs	clar	111	381.360	384.680	0.1081	Si clar, les dones poden dedicar a tenir...	candidat ASR; pendent d'audició
base	discurs	no?	112	384.760	389.040	0.1073	A fer més hora, el que sigui, al final, això condicina molt, no?	candidat ASR; pendent d'audició
base	discurs	clar	113	389.120	391.320	0.1886	Clar, la suïció de passar per això,	candidat ASR; pendent d'audició
base	discurs	perquè	114	391.400	393.320	0.2376	perquè tant, el som és com les dones,	candidat ASR; pendent d'audició
base	discurs	no?	118	410.000	413.880	0.1434	Hola, el moviment feminista és una gran revolució, no?,	candidat ASR; pendent d'audició
base	discurs	bé	120	417.160	420.480	0.4597	i que està molt bé amb el fet de que les dones podien fer	candidat ASR; pendent d'audició
base	discurs	no?	122	422.240	424.680	0.2606	Però, en el procés a la inversa, no?,	candidat ASR; pendent d'audició
base	discurs	vull dir	126	435.400	438.560	0.0221	vull dir, nosaltres amb un nom assomita que estava banda,	candidat ASR; pendent d'audició
base	discurs	bueno	128	442.720	445.760	0.7322	Bueno, això és el dilema.	candidat ASR; pendent d'audició
base	discurs	no?	129	445.840	448.080	0.1032	Clàia, és que els homes no volen fer, no?	candidat ASR; pendent d'audició
base	discurs	vull dir	131	451.920	456.360	0.2210	dificulta, vull dir que segurament cada cop ja més països	candidat ASR; pendent d'audició
base	discurs	no?	133	461.640	465.440	0.1975	Però tot això s'ha d'anar a més cap aquí, no?	candidat ASR; pendent d'audició
base	discurs	clar	138	475.720	477.520	0.4771	Clar, clar.	candidat ASR; pendent d'audició
base	discurs	no?	139	477.600	480.240	0.1316	No, és que la solució no és que diguis, no?, és que...	candidat ASR; pendent d'audició
base	discurs	clar	140	480.320	485.320	0.3668	Clar, és que la cura dels fills és que a mi és una factor de realització personal, no?	candidat ASR; pendent d'audició
base	discurs	no?	140	480.320	485.320	0.3668	Clar, és que la cura dels fills és que a mi és una factor de realització personal, no?	candidat ASR; pendent d'audició
base	discurs	bé	141	485.400	488.840	0.1268	I està molt bé que sigui, traïs una mica i està de les dones	candidat ASR; pendent d'audició
base	discurs	no?	142	488.920	491.520	0.3478	i el que hem de fer nosaltres és que sigui el mateix, no?	candidat ASR; pendent d'audició
base	discurs	vull dir	153	523.880	526.040	0.3159	De que ho tenim tots plegats i tots plegats vull dir,	candidat ASR; pendent d'audició
base	discurs	no?	156	529.280	535.040	0.1515	Jo he conegut dones que no et donen ni peu, no?	candidat ASR; pendent d'audició
base	discurs	no?	157	535.120	536.840	0.2861	No, no, això m'encarregui jo, no?	candidat ASR; pendent d'audició
base	discurs	bueno	158	536.920	541.840	0.2885	Bueno, perquè ja he escoltat, això ja ve de la costum, no?	candidat ASR; pendent d'audició
base	discurs	no?	158	536.920	541.840	0.2885	Bueno, perquè ja he escoltat, això ja ve de la costum, no?	candidat ASR; pendent d'audició
base	discurs	perquè	158	536.920	541.840	0.2885	Bueno, perquè ja he escoltat, això ja ve de la costum, no?	candidat ASR; pendent d'audició
base	discurs	o sigui	159	541.920	549.360	0.0811	I hi ha vegades, o sigui, el fet d'aquest valor i aquesta feina,	candidat ASR; pendent d'audició
base	discurs	o sigui	160	549.440	552.240	0.4102	o sigui, com si tens un fill i una filla,	candidat ASR; pendent d'audició
base	discurs	bé	166	572.200	575.600	0.1096	Lo que tradicionalment feia en les dones estava molt bé.	candidat ASR; pendent d'audició
base	discurs	bueno	172	591.800	594.240	0.0859	Bueno, això és el millor que crec...	candidat ASR; pendent d'audició
base	discurs	no?	186	637.400	640.400	0.3088	tot això, que continua sent, no?	candidat ASR; pendent d'audició
base	discurs	bueno	191	653.440	657.560	0.2272	Bueno, ja m'he factorçat, però vull dir que a final,	candidat ASR; pendent d'audició
base	discurs	vull dir	191	653.440	657.560	0.2272	Bueno, ja m'he factorçat, però vull dir que a final,	candidat ASR; pendent d'audició
base	discurs	no?	193	661.880	663.480	0.3052	posigui a aquesta, no?	candidat ASR; pendent d'audició
base	discurs	no?	195	668.040	670.040	0.3304	a millor, no està elevada, no?	candidat ASR; pendent d'audició
base	discurs	bé	209	714.520	718.440	0.0240	Jo tinc una empresa i vull que funcioni bé, i faig sena entrevistes.	candidat ASR; pendent d'audició
base	discurs	clar	212	726.320	728.320	0.4341	Clar, vull dir... Sí, sí.	candidat ASR; pendent d'audició
base	discurs	vull dir	212	726.320	728.320	0.4341	Clar, vull dir... Sí, sí.	candidat ASR; pendent d'audició
base	discurs	perquè	215	734.240	736.320	0.4843	perquè el meu em fa falta més dones comes.	candidat ASR; pendent d'audició
base	discurs	bueno	216	736.400	740.480	0.4723	Clar, bueno, jo crec que podem ser polítiques puntuals,	candidat ASR; pendent d'audició
base	discurs	clar	216	736.400	740.480	0.4723	Clar, bueno, jo crec que podem ser polítiques puntuals,	candidat ASR; pendent d'audició
base	discurs	és a dir	219	746.680	752.720	0.0468	És a dir, no que un empresari o dintre de l'administració	candidat ASR; pendent d'audició
base	discurs	de fet	226	769.200	775.160	0.2367	De fet, el discurs d'una dona pot ser molt masculista	candidat ASR; pendent d'audició
base	discurs	clar	229	781.720	784.440	0.4137	Seria tot molt més fàcil, si fos tot tan clar.	candidat ASR; pendent d'audició
base	discurs	perquè	236	804.840	807.520	0.3126	és molt interessant, perquè sí que...	candidat ASR; pendent d'audició
base	discurs	bueno	237	807.600	811.080	0.1510	Bueno, la gestió és més jove,	candidat ASR; pendent d'audició
base	discurs	no?	245	837.480	842.560	0.1838	Això és un venteix que és molt curiós i que és interessant, no?	candidat ASR; pendent d'audició
base	discurs	bueno	250	853.600	857.440	0.1841	Però, bueno, clar, no ajuda a manera tan dramàtica,	candidat ASR; pendent d'audició
base	discurs	clar	250	853.600	857.440	0.1841	Però, bueno, clar, no ajuda a manera tan dramàtica,	candidat ASR; pendent d'audició
base	discurs	de fet	251	857.520	862.640	0.0903	de fet, mira, això és una enquesta que m'han fet amadol sense	candidat ASR; pendent d'audició
base	discurs	doncs	253	867.680	871.640	0.0437	i, pues, me'n vaig, doncs no sé si hi havia entre els altres,	candidat ASR; pendent d'audició
base	discurs	clar	255	875.320	880.400	0.2570	tenia... no sé clar, o sigui, tenia la mateixa atracció,	candidat ASR; pendent d'audició
base	discurs	o sigui	255	875.320	880.400	0.2570	tenia... no sé clar, o sigui, tenia la mateixa atracció,	candidat ASR; pendent d'audició
base	discurs	no?	256	880.480	884.240	0.1662	tan de nois com de noies, no? És nois o tan, però,	candidat ASR; pendent d'audició
base	discurs	vull dir	262	905.160	909.880	0.3337	No ens enganyem, vull dir, no, no podem ser falsos.	candidat ASR; pendent d'audició
base	discurs	bueno	265	916.000	920.320	0.0362	Sí, sí, bueno, ja ha exprançallat molts estudis	candidat ASR; pendent d'audició
base	discurs	no?	268	925.840	928.080	0.1079	i a millor, té més vul·litat de trobar feina, no?	candidat ASR; pendent d'audició
base	discurs	perquè	272	938.240	941.400	0.3787	perquè, al final, les persones són molt més similats	candidat ASR; pendent d'audició
base	discurs	clar	280	965.200	967.200	0.2345	però si això ho tenim clar,	candidat ASR; pendent d'audició
base	discurs	o sigui	283	974.560	978.760	0.4091	O sigui, ho fem tot, però estem fent una cosa que no és racional.	candidat ASR; pendent d'audició
base	discurs	no?	286	983.880	986.640	0.6487	amb això que ens estàs explicant, és el territori, no?	candidat ASR; pendent d'audició
base	discurs	perquè	289	990.800	995.720	0.1960	perquè crea diferents oportunitats d'accesar el posació,	candidat ASR; pendent d'audició
base	territorial	comuns	290	995.800	999.440	0.0664	els ben comuns o les diferències,	candidat ASR; pendent d'audició
base	discurs	perquè	291	999.520	1001.080	0.0657	perquè hi ha moltes de psiquantats.	candidat ASR; pendent d'audició
base	discurs	clar	292	1001.160	1004.080	0.1187	Clar, no és un pais petit, no hi ha avançat, això és notament.	candidat ASR; pendent d'audició
base	discurs	clar	293	1004.160	1006.160	0.1287	Però sí que és veritat que, clar, ha de prendre un views	candidat ASR; pendent d'audició
base	discurs	perquè	294	1006.240	1010.320	0.1182	perquè les combinacions també pot complicar una mica a la vida.	candidat ASR; pendent d'audició
base	discurs	clar	295	1010.400	1012.200	0.1577	I són un país molt petit, clar.	candidat ASR; pendent d'audició
base	discurs	perquè	315	1055.920	1061.240	0.4679	i això sí, perquè s'ha de valorar i s'ha de donar les possibilitats,	candidat ASR; pendent d'audició
base	discurs	perquè	316	1061.320	1066.840	0.5239	perquè tot el món o totes les persones puin tenir les mateixes oportunitats.	candidat ASR; pendent d'audició
base	discurs	no?	318	1071.360	1075.400	0.2534	però, però, en cada cop s'han de fer més, no? Sí, sí.	candidat ASR; pendent d'audició
base	discurs	perquè	319	1075.480	1078.840	0.1278	També al final, perquè ja que és estriotips i també condicionen.	candidat ASR; pendent d'audició
base	discurs	vull dir	325	1092.040	1094.520	0.4120	i això no vull dir que sí, ni tots, ni totes,	candidat ASR; pendent d'audició
base	discurs	no?	329	1103.760	1106.640	0.2046	Comenceu? Creies aquesta distància, ¿no?	candidat ASR; pendent d'audició
base	discurs	no?	333	1111.640	1113.960	0.1228	I després precanat canviant els paradíms, no?	candidat ASR; pendent d'audició
base	discurs	bueno	335	1117.400	1120.000	0.0579	Bueno, pel bé d'eïs, no?	candidat ASR; pendent d'audició
base	discurs	bé	335	1117.400	1120.000	0.0579	Bueno, pel bé d'eïs, no?	candidat ASR; pendent d'audició
base	discurs	no?	335	1117.400	1120.000	0.0579	Bueno, pel bé d'eïs, no?	candidat ASR; pendent d'audició
base	discurs	clar	337	1122.360	1125.320	0.1486	Clar, ara la mentalitat és totalment diferent,	candidat ASR; pendent d'audició
base	discurs	vull dir	338	1125.400	1126.720	0.0905	vull dir, no, no, al contrari.	candidat ASR; pendent d'audició
base	discurs	no?	342	1133.400	1136.560	0.1747	amb igualtat de condicions amb Tutoni, i va rejar-se, no?	candidat ASR; pendent d'audició
base	discurs	perquè	350	1158.760	1160.920	0.3813	perquè, al final, la diferència tampoc...	candidat ASR; pendent d'audició
base	discurs	clar	354	1169.320	1171.720	0.0686	que estic una situació i això és clar.	candidat ASR; pendent d'audició
base	discurs	llavors	369	1221.480	1224.560	0.0389	Llavors, alguns treball que hem fet, sí que algun cas passa.	candidat ASR; pendent d'audició
base	discurs	bueno	371	1226.800	1230.160	0.2113	Bueno, canvio de tema, però una cosa interessant és que	candidat ASR; pendent d'audició
base	discurs	perquè	374	1237.160	1241.120	0.3947	perquè, al final, és com la idea que està de que ets pobre,	candidat ASR; pendent d'audició
base	discurs	perquè	375	1241.200	1244.360	0.0627	perquè has fet algú malament, o tens una problema.	candidat ASR; pendent d'audició
base	discurs	no?	377	1245.520	1247.680	0.1370	Mi con problema de això, no?	candidat ASR; pendent d'audició
base	discurs	perquè	378	1247.760	1249.760	0.2508	Desculsió, perquè és culpa teva.	candidat ASR; pendent d'audició
base	discurs	no?	379	1249.840	1252.680	0.2434	Això també fa que la llenès retregui, no?	candidat ASR; pendent d'audició
base	discurs	no?	380	1252.760	1257.360	0.0978	I que és sentit som societats que som durats, no?	candidat ASR; pendent d'audició
base	discurs	perquè	381	1257.440	1260.360	0.1829	Són durats, perquè és una mica de que...	candidat ASR; pendent d'audició
base	discurs	no?	382	1260.440	1263.760	0.3125	Al final, la culpa és teva, no?	candidat ASR; pendent d'audició
base	discurs	bé	383	1263.840	1265.760	0.6191	Això també està bé.	candidat ASR; pendent d'audició
base	discurs	perquè	385	1268.920	1273.200	0.1712	per posar-te sobre la taula nens i nenes perquè vagades,	candidat ASR; pendent d'audició
base	discurs	doncs	386	1273.320	1279.920	0.4201	doncs això, si el núcle familiar té un sou per anar fent,	candidat ASR; pendent d'audició
base	discurs	clar	388	1281.760	1286.640	0.3134	clar que nens i nenes estan exposats a aquesta exclusió social,	candidat ASR; pendent d'audició
base	discurs	a veure	394	1307.840	1314.240	0.0941	A veure el cas, això és la teoria, la pràctica és que s'arriba o s'intenta arriba,	candidat ASR; pendent d'audició
base	discurs	vull dir	399	1328.960	1331.880	0.1983	Vull dir que, a final, els nens, tampoc fan una altra cosa	candidat ASR; pendent d'audició
base	discurs	vull dir	401	1334.280	1336.800	0.0922	Vull dir que, a final, els nens van volir, no.	candidat ASR; pendent d'audició
base	discurs	perquè	407	1356.800	1361.760	0.0556	Totes resumeix jugant perquè acabem ja en educació i respecte.	candidat ASR; pendent d'audició
base	discurs	bueno	410	1367.400	1371.560	0.1591	I... i... i, bueno, i no entra amb els estirotips, no?	candidat ASR; pendent d'audició
base	discurs	no?	410	1367.400	1371.560	0.1591	I... i... i, bueno, i no entra amb els estirotips, no?	candidat ASR; pendent d'audició
base	discurs	perquè	412	1373.520	1376.840	0.5356	És super difícil, perquè ho fem tots, eh?	candidat ASR; pendent d'audició
base	discurs	no?	413	1376.920	1380.000	0.4136	Sí. Però això és la base, no?	candidat ASR; pendent d'audició
base	discurs	clar	427	1411.360	1414.040	0.0729	Clar, quan està de moda, ja ho van ser, és la màxima.	candidat ASR; pendent d'audició
base	discurs	clar	429	1417.160	1419.960	0.5387	Clar. I dius, saps la seva situació?	candidat ASR; pendent d'audició
base	discurs	clar	430	1420.040	1422.120	0.1036	Clar, avui vull dir, amb patia, no?	candidat ASR; pendent d'audició
base	discurs	no?	430	1420.040	1422.120	0.1036	Clar, avui vull dir, amb patia, no?	candidat ASR; pendent d'audició
base	discurs	vull dir	430	1420.040	1422.120	0.1036	Clar, avui vull dir, amb patia, no?	candidat ASR; pendent d'audició
base	discurs	no?	434	1428.920	1433.120	0.2352	És segurament lo que dius, tu és lo més important, la empatia, no?	candidat ASR; pendent d'audició
base	discurs	bueno	440	1448.640	1452.680	0.2001	Ufff, sí, bueno, perquè final és tema amb la mateixa dinàmica de sempre,	candidat ASR; pendent d'audició
base	discurs	perquè	440	1448.640	1452.680	0.2001	Ufff, sí, bueno, perquè final és tema amb la mateixa dinàmica de sempre,	candidat ASR; pendent d'audició
base	discurs	vull dir	441	1452.760	1454.680	0.1409	vull dir que final que, per què compren coses?	candidat ASR; pendent d'audició
base	discurs	perquè	442	1454.760	1459.440	0.3426	Perquè final és benen que, si tens això, seràs més feliç amb el qual ho compres	candidat ASR; pendent d'audició
base	discurs	no?	449	1481.480	1484.280	0.0350	Competament demanarà com ven a crítica, no?	candidat ASR; pendent d'audició
base	discurs	bé	457	1505.280	1506.760	0.1088	-Au, Salta. -Age molt bé.	candidat ASR; pendent d'audició
