model	categoria	forma	segment	inici_s	final_s	prob_min_segment	text_asr	estat
base	discurs	llavors	121	380.120	381.640	0.2421	Llavors, què que la presó s'afigida?	candidat ASR; pendent d'audició
base	discurs	doncs	123	386.320	388.720	0.0416	Doncs mira, llal, és el que té abans al casting online,	candidat ASR; pendent d'audició
base	discurs	no?	126	393.920	395.520	0.1511	Sí. I ens hi venció, no?	candidat ASR; pendent d'audició
base	discurs	o sigui	130	405.080	407.640	0.3013	O sigui, aquests 3 dies són com de colonies, ens ho hem d'imaginar,	candidat ASR; pendent d'audició
base	discurs	perquè	131	407.720	411.200	0.2984	que esteu allà tots flipant molt perquè estàs a TV3,	candidat ASR; pendent d'audició
base	discurs	llavors	133	413.200	417.760	0.4115	però llavors fas comunament de grub, de sensació grupal,	candidat ASR; pendent d'audició
base	discurs	perquè	135	419.920	422.240	0.2170	Sí, a Catalunya és la més turista, perquè és el que dius,	candidat ASR; pendent d'audició
base	discurs	perquè	136	422.320	425.080	0.3086	hi ha molta comunitat, perquè estem ajudant pel mateix,	candidat ASR; pendent d'audició
base	discurs	llavors	137	425.160	427.760	0.4644	la passió és la mateixa, llavors connectem molt ràpid,	candidat ASR; pendent d'audició
base	discurs	bé	144	454.240	458.760	0.0711	que és un de... bé, el primer artista endurà que ha participat a eufòria,	candidat ASR; pendent d'audició
base	discurs	no?	146	462.520	464.200	0.2060	A tu, en Dorria, t'ha emparat o no?	candidat ASR; pendent d'audició
base	discurs	no?	147	464.280	466.840	0.0510	De moment no, però per què ha estat incopni, no?	candidat ASR; pendent d'audició
base	discurs	perquè	148	466.920	469.040	0.3050	Les uïres de sol, perquè fa un sol increïble,	candidat ASR; pendent d'audició
base	discurs	no?	151	472.720	475.320	0.3109	Pob una ja, tampoc, has pogut passejar gaire, no?	candidat ASR; pendent d'audició
base	discurs	clar	161	493.040	496.160	0.1603	No, ja en clar, pel que no t'hem pogut seguir a eufòria o tant,	candidat ASR; pendent d'audició
base	discurs	clar	172	527.840	530.560	0.2011	I el vam trucar, però clar, la primera pregunta, lògicament,	candidat ASR; pendent d'audició
base	discurs	doncs	175	536.240	539.720	0.3953	Doncs mira, té a dir que gairebé sempre ha vingut gent a les audicions	candidat ASR; pendent d'audició
base	discurs	és a dir	176	539.800	543.600	0.3444	I sempre amb nivell molt bo, és a dir, cada any,	candidat ASR; pendent d'audició
base	discurs	de fet	184	561.880	566.040	0.3566	Sí, està sempre amb una llibreta, de fet, el diumenge vam fer la primera tutoria	candidat ASR; pendent d'audició
base	discurs	perquè	191	581.920	583.120	0.2934	perquè és...	candidat ASR; pendent d'audició
base	discurs	de fet	194	587.240	589.640	0.2520	De fet, mira, acabes de dir una paraula màgia,	candidat ASR; pendent d'audició
base	discurs	a veure	196	593.200	595.200	0.5265	A veure, aquí s'han dit moltes coses.	candidat ASR; pendent d'audició
base	discurs	no?	197	595.280	598.160	0.1880	Què, què tal, l'ha aclevat el Dani o no?	candidat ASR; pendent d'audició
base	discurs	de fet	199	601.120	604.440	0.3842	Sí, de fet, sí. I el que ha dit, m'ho deia a mi en persona.	candidat ASR; pendent d'audició
base	discurs	clar	203	611.040	615.840	0.4075	Molt. De fet, és que clar, perquè no es veu i la que més trobo a faltar,	candidat ASR; pendent d'audició
base	discurs	de fet	203	611.040	615.840	0.4075	Molt. De fet, és que clar, perquè no es veu i la que més trobo a faltar,	candidat ASR; pendent d'audició
base	discurs	perquè	203	611.040	615.840	0.4075	Molt. De fet, és que clar, perquè no es veu i la que més trobo a faltar,	candidat ASR; pendent d'audició
base	discurs	perquè	206	622.200	624.720	0.2111	que és la part que m'està a faltar, perquè realment és la que ens cuida	candidat ASR; pendent d'audició
base	discurs	doncs	209	632.040	634.160	0.1875	Doncs m'endèia a Beldeni.	candidat ASR; pendent d'audició
base	discurs	perquè	213	645.240	647.960	0.1585	perquè ja t'em poses massa d'exigència.	candidat ASR; pendent d'audició
base	discurs	doncs	217	658.120	660.800	0.4541	Doncs mira, sí que és una cosa que és prou delicada,	candidat ASR; pendent d'audició
base	discurs	clar	222	671.920	673.920	0.3056	Clar, una meva, no, però...	candidat ASR; pendent d'audició
base	discurs	clar	224	676.320	678.480	0.1431	Clar, però per això he d'anar a una cansoirginal.	candidat ASR; pendent d'audició
base	discurs	perquè	229	689.800	692.280	0.4510	Amb la lletra, perquè entenc que entenc no,	candidat ASR; pendent d'audició
base	discurs	clar	233	700.920	704.480	0.2207	Clar, jo estudio, o estudio, no he ara esperat, però producció musical.	candidat ASR; pendent d'audició
base	discurs	llavors	234	704.560	708.640	0.2525	Llavors, crec que això ja deia cantar més que soc millor composant insumentals.	candidat ASR; pendent d'audició
base	discurs	perquè	250	768.240	771.160	0.3757	Perquè trobo que a mi m'en va faltar molts,	candidat ASR; pendent d'audició
base	discurs	de fet	251	771.240	773.960	0.1933	quan hi haurà molt més petit, molt que soc molt jove, de fet.	candidat ASR; pendent d'audició
base	discurs	doncs	264	801.440	803.680	0.3678	Doncs mira, jo és que era molt tímit, molt ben petit.	candidat ASR; pendent d'audició
base	discurs	llavors	267	807.760	809.680	0.0955	Llavors, jo anava molt a la meva, des, ben petit.	candidat ASR; pendent d'audició
base	discurs	no?	268	809.760	813.080	0.5422	I la imaginació sempre hem voltat al meu divertiment, no?	candidat ASR; pendent d'audició
base	discurs	llavors	269	813.160	816.840	0.2238	Llavors, a la mesura que vaig anar creixent,	candidat ASR; pendent d'audició
base	discurs	perquè	272	821.880	823.840	0.4991	perquè ho veia que la gent que ho era estava així.	candidat ASR; pendent d'audició
base	discurs	doncs	282	844.240	846.440	0.2278	Doncs, et diria que no,	candidat ASR; pendent d'audició
base	discurs	clar	292	872.280	874.280	0.1883	I clar, això va ser la grima viva,	candidat ASR; pendent d'audició
base	discurs	perquè	300	894.680	897.080	0.1706	perquè a ma mare va tenir la sort, que m'havia de dir que sí.	candidat ASR; pendent d'audició
base	discurs	perquè	307	911.600	913.800	0.3607	perquè m'havia de mentir a la cara en un moment.	candidat ASR; pendent d'audició
base	discurs	perquè	308	913.880	915.920	0.3946	Perquè m'havia de fer veure que no havia embrat.	candidat ASR; pendent d'audició
base	discurs	llavors	311	922.880	925.680	0.2158	I jo vaig pensar, ja està, n'està fora, i llavors et va dir,	candidat ASR; pendent d'audició
base	discurs	perquè	315	930.960	932.920	0.1655	perquè m'amarei, no és bon actriu.	candidat ASR; pendent d'audició
base	discurs	clar	322	950.000	953.680	0.1374	"""Es que clar, estàs molt exposat, faràs un palau senjordi""."	candidat ASR; pendent d'audició
base	discurs	bé	325	959.360	963.120	0.1730	No, m'hauria de fer-ho bé, de formar més positiva	candidat ASR; pendent d'audició
base	discurs	perquè	330	973.600	976.600	0.1679	per això hi era ja, perquè és la persona que sempre m'ha fa de la mà,	candidat ASR; pendent d'audició
base	discurs	clar	336	987.720	990.520	0.2050	Clar, perquè vaig haver de parar amb a Foria.	candidat ASR; pendent d'audició
base	discurs	perquè	336	987.720	990.520	0.2050	Clar, perquè vaig haver de parar amb a Foria.	candidat ASR; pendent d'audició
base	discurs	doncs	338	992.200	994.920	0.3123	Doncs no ho sé, de moment, ara el que...	candidat ASR; pendent d'audició
base	discurs	doncs	343	1004.920	1006.160	0.0517	Doncs mira, tirar l'endavant.	candidat ASR; pendent d'audició
base	discurs	bé	344	1006.240	1009.280	0.1566	Endor és un país molt petit, ser petit de vegades va bé	candidat ASR; pendent d'audició
base	discurs	perquè	345	1009.360	1011.240	0.7534	perquè pots tenir moltes oportunitats,	candidat ASR; pendent d'audició
base	discurs	bé	351	1029.560	1031.600	0.2276	Que que em puc compaginar molt bé	candidat ASR; pendent d'audició
base	discurs	no?	353	1033.880	1036.920	0.1837	i seguir, no? Relar tan d'orra i seguir fent coses en d'orra.	candidat ASR; pendent d'audició
base	discurs	o sigui	355	1040.680	1043.480	0.2581	O sigui, no és excluent de l'anterior.	candidat ASR; pendent d'audició
base	discurs	doncs	357	1047.040	1050.080	0.3510	Sí, doncs, mira, la cançó que ara tenia,	candidat ASR; pendent d'audició
base	discurs	o sigui	361	1059.560	1062.640	0.1389	O sigui, tu si fas un EP, si fas un dia, si treus cançons,	candidat ASR; pendent d'audició
base	discurs	llavors	366	1071.920	1074.400	0.1919	Llavors, tampoc d'escarteria que puguis haver l'anglès	candidat ASR; pendent d'audició
base	discurs	bé	373	1089.240	1092.000	0.0794	que, bé, quan l'hora de versionar,	candidat ASR; pendent d'audició
base	discurs	doncs	382	1114.320	1116.840	0.2343	Doncs tinc aquest debat, no? Perquè aniré a música,	candidat ASR; pendent d'audició
base	discurs	no?	382	1114.320	1116.840	0.2343	Doncs tinc aquest debat, no? Perquè aniré a música,	candidat ASR; pendent d'audició
base	discurs	perquè	382	1114.320	1116.840	0.2343	Doncs tinc aquest debat, no? Perquè aniré a música,	candidat ASR; pendent d'audició
base	discurs	perquè	385	1122.520	1124.520	0.4836	però perquè també he conviscut amb molta gent.	candidat ASR; pendent d'audició
base	discurs	doncs	390	1140.320	1142.720	0.0444	doncs a mi m'ha agradat cantar alguna ballada com desabans.	candidat ASR; pendent d'audició
base	discurs	bé	393	1147.360	1148.560	0.5595	Molt bé.	candidat ASR; pendent d'audició
base	discurs	perquè	399	1159.200	1162.160	0.3871	perquè al final estem fent una feina, que dic que l'es 24 hores del dia,	candidat ASR; pendent d'audició
base	discurs	és a dir	401	1164.840	1167.960	0.3807	És a dir, vosaltres heu cobrat per semanes, per gales, per mesos?	candidat ASR; pendent d'audició
base	discurs	perquè	402	1168.040	1171.840	0.1491	Per setmana.Per setmana.Sí, perquè no tothom arribar al mateix punt.	candidat ASR; pendent d'audició
base	discurs	clar	406	1180.680	1183.440	0.3335	el rena gava una mica del concurs perquè deia, és que clar,	candidat ASR; pendent d'audició
base	discurs	perquè	406	1180.680	1183.440	0.3335	el rena gava una mica del concurs perquè deia, és que clar,	candidat ASR; pendent d'audició
base	discurs	per tant	408	1186.800	1188.720	0.2690	i, per tant, no m'he portat cap prèmini,	candidat ASR; pendent d'audició
base	discurs	és a dir	412	1195.080	1197.840	0.3165	És a dir, el triquel va ser el que va posar el primer maó, eh?	candidat ASR; pendent d'audició
base	discurs	llavors	419	1212.960	1215.720	0.1072	Llavors jo tampoc ho descarto tins del meu 20.000 possibilitats.	candidat ASR; pendent d'audició
base	discurs	doncs	423	1224.280	1226.160	0.2191	-Vale, doncs 6. -On sí, o 6, sí, sí.	candidat ASR; pendent d'audició
base	discurs	clar	428	1237.360	1241.160	0.1930	Clar, si el contracte és que durant la durada del programa de sap,	candidat ASR; pendent d'audició
base	discurs	clar	432	1248.640	1249.640	0.6843	Clar.	candidat ASR; pendent d'audició
base	discurs	doncs	435	1254.120	1257.560	0.0300	Doncs ho deia abans que és el somni que tinc un des de petit, petit, petit, petit.	candidat ASR; pendent d'audició
base	discurs	o sigui	436	1257.640	1260.320	0.1551	O sigui, jo he vist els meus gran referents musicals i de vicejar.	candidat ASR; pendent d'audició
base	discurs	o sigui	443	1271.880	1274.960	0.2308	La Semana de la Fina d'Euforia actuarà, ja, o sigui, em sembla tan boig.	candidat ASR; pendent d'audició
base	territorial	Escaldes	457	1322.720	1325.920	0.2244	Si avui vinc a escaldes a quins restauranten portaries a sopar?	candidat ASR; pendent d'audició
base	discurs	no?	460	1329.320	1330.720	0.1196	Fideus diàtics, no?	candidat ASR; pendent d'audició
base	discurs	bé	466	1344.800	1347.200	0.3904	-Té un moment la mitat.-La mitat, molt bé, eh?	candidat ASR; pendent d'audició
base	discurs	bé	469	1350.800	1353.000	0.2829	Ah, molt bé. No ho sé, realment, però algú així anirem.	candidat ASR; pendent d'audició
base	discurs	bé	477	1373.080	1376.840	0.2592	Molt bé. Com t'imagines al 50 anys?	candidat ASR; pendent d'audició
base	discurs	no?	479	1382.680	1385.040	0.1786	-Vols veure l'ago dikomo.-Per què no?	candidat ASR; pendent d'audició
base	discurs	bé	489	1409.960	1411.720	0.6344	Molt bé, amb això ens quedem.	candidat ASR; pendent d'audició
