model	categoria	forma	segment	inici_s	final_s	prob_min_segment	text_asr	estat
base	discurs	doncs	97	256.040	259.600	0.0000	I bé, doncs, m'ho deixo així una miqueta...	candidat ASR; pendent d'audició
base	discurs	a veure	98	259.680	262.480	0.0000	A l'Airé. A l'Airé, perquè ens vingau a veure tots, clar.	candidat ASR; pendent d'audició
base	discurs	clar	98	259.680	262.480	0.0000	A l'Airé. A l'Airé, perquè ens vingau a veure tots, clar.	candidat ASR; pendent d'audició
base	discurs	perquè	98	259.680	262.480	0.0000	A l'Airé. A l'Airé, perquè ens vingau a veure tots, clar.	candidat ASR; pendent d'audició
base	discurs	no?	99	262.560	264.000	0.0000	No vols acabar espoilers, no?	candidat ASR; pendent d'audició
base	discurs	doncs	101	265.160	266.880	0.0000	Doncs no és una primícia.	candidat ASR; pendent d'audició
base	discurs	bé	102	266.960	271.680	0.0000	Doncs bé, doncs són tres personatges, comencem a l'espai colomba.	candidat ASR; pendent d'audició
base	discurs	doncs	102	266.960	271.680	0.0000	Doncs bé, doncs són tres personatges, comencem a l'espai colomba.	candidat ASR; pendent d'audició
base	discurs	aleshores	104	274.880	278.120	0.0000	i aleshores fem un seguit dins l'arpatrimonial,	candidat ASR; pendent d'audició
base	discurs	a veure	110	292.320	295.200	0.0000	i col·laboradora a veure durant l'any, doncs ens va explicar mil i una cosa,	candidat ASR; pendent d'audició
base	discurs	doncs	110	292.320	295.200	0.0000	i col·laboradora a veure durant l'any, doncs ens va explicar mil i una cosa,	candidat ASR; pendent d'audició
base	discurs	per tant	121	327.160	330.240	0.0000	i per tant és un boss molt bonic, de veritat,	candidat ASR; pendent d'audició
base	discurs	a veure	122	330.320	333.240	0.0000	per relaxar-se, per anar-lo a veure, per estar amb la natura perfecte.	candidat ASR; pendent d'audició
base	discurs	clar	123	333.320	336.360	0.0000	Clar, però això jo has de pensar que existeix allò.	candidat ASR; pendent d'audició
base	discurs	és a dir	124	336.440	339.360	0.0000	És a dir, aquí hi ha un treball previ bastant heavy.	candidat ASR; pendent d'audició
base	discurs	clar	125	340.160	342.000	0.0000	Sí, clar. M'ha quedat xulo al rudo.	candidat ASR; pendent d'audició
base	discurs	clar	127	343.440	347.680	0.0000	Sí, clar, però nosaltres a la nostra feina és la promoció,	candidat ASR; pendent d'audició
base	territorial	parròquia	128	347.760	351.520	0.0000	la promoció d'aquests atractius turístics que tenim a la parròquia.	candidat ASR; pendent d'audició
base	discurs	perquè	135	370.320	374.080	0.0000	Perquè abans, ero amb d'or, un carrer, ple de botigues.	candidat ASR; pendent d'audició
base	territorial	parròquia	149	403.120	406.120	0.0000	ja sigui cada parròquia, té les seves estrategies,	candidat ASR; pendent d'audició
base	discurs	no?	161	433.560	436.920	0.0000	és que són les vacances, en definitiva, no?	candidat ASR; pendent d'audició
base	discurs	clar	165	444.320	445.320	0.0000	Clar, és que ho tenim tot,	candidat ASR; pendent d'audició
base	territorial	parròquia	166	445.400	447.360	0.0000	el nostre país ho tenim tot i la nostra parròquia,	candidat ASR; pendent d'audició
base	discurs	clar	175	465.720	467.640	0.0000	clar, tu pots pensar, jo sóc d'aquí de tota la vida,	candidat ASR; pendent d'audició
base	discurs	per tant	180	476.120	477.880	0.0000	i dius, santa colomba, doné per tant.	candidat ASR; pendent d'audició
base	discurs	perquè	182	480.040	482.160	0.0000	perquè tenim l'espai columba,	candidat ASR; pendent d'audició
base	discurs	per tant	185	487.800	490.040	0.0000	"I amb el vídeo ""Mapatge"", que ja és l'eclésia, per tant."	candidat ASR; pendent d'audició
base	territorial	comú	189	499.280	501.280	0.0000	"i el vídeo ""Mapatge"" i un també amb el comú,"	candidat ASR; pendent d'audició
base	discurs	aleshores	191	504.000	508.000	0.0000	Aleshores, santa colomba té un art patrimonial molt important.	candidat ASR; pendent d'audició
base	discurs	perquè	198	523.520	525.760	0.0000	perquè aquí no va a la Mireia Pedescolla, aquí a soroll,	candidat ASR; pendent d'audició
base	discurs	doncs	201	529.040	533.800	0.0000	Doncs tenim un equip a l'oficina de turisme d'unes 4 o 5 persones,	candidat ASR; pendent d'audició
base	discurs	bé	206	544.240	546.760	0.0000	els llobes no s'acaben d'enganxar el tema aquest o bé.	candidat ASR; pendent d'audició
base	discurs	per tant	208	550.240	553.360	0.0000	per tant, els hi ha rada amb ol oficina de turisme treballari,	candidat ASR; pendent d'audició
base	discurs	per tant	210	555.720	558.440	0.0000	vull dir, no és una monotonia, per tant, són llobes,	candidat ASR; pendent d'audició
base	discurs	vull dir	210	555.720	558.440	0.0000	vull dir, no és una monotonia, per tant, són llobes,	candidat ASR; pendent d'audició
base	discurs	perquè	212	561.920	564.840	0.0000	Però i que s'ha hagut de formar, perquè puguin explicar el que han de ser.	candidat ASR; pendent d'audició
base	discurs	no?	218	581.360	583.520	0.0000	No hi hagi cinoïs molt joves, no?	candidat ASR; pendent d'audició
base	discurs	bueno	219	583.600	586.360	0.0000	Bueno, estem parlant de xavals a partir de 18 anys,	candidat ASR; pendent d'audició
base	discurs	no?	221	589.360	593.040	0.0000	perquè després hi haguis que en un altre tipus de formació, no?	candidat ASR; pendent d'audició
base	discurs	perquè	221	589.360	593.040	0.0000	perquè després hi haguis que en un altre tipus de formació, no?	candidat ASR; pendent d'audició
base	discurs	doncs	224	598.880	601.000	0.0000	Doncs sí, doncs els pitufos.	candidat ASR; pendent d'audició
base	discurs	doncs	225	601.080	604.440	0.0000	"Doncs els pitufos, a aquesta anys, se li diu el programa ""Curuya""."	candidat ASR; pendent d'audició
base	discurs	aleshores	226	604.520	607.200	0.0000	Aleshores, són nannos de 16 i 17 anys,	candidat ASR; pendent d'audició
base	territorial	comú	227	607.280	610.280	0.0000	que estan treballant en diferents apartaments, el comú.	candidat ASR; pendent d'audició
base	discurs	a veure	228	610.360	612.520	0.0000	Aquestes mes que em posen a veure visos a la vida del cotxe,	candidat ASR; pendent d'audició
base	discurs	aleshores	230	615.040	619.760	0.0000	"Sí, doncs, aleshores, els pitufos han passat el programa ""Curuya"","	candidat ASR; pendent d'audició
base	discurs	doncs	230	615.040	619.760	0.0000	"Sí, doncs, aleshores, els pitufos han passat el programa ""Curuya"","	candidat ASR; pendent d'audició
base	discurs	bé	232	622.600	625.120	0.0000	I la veritat és que està funcionant molt bé.	candidat ASR; pendent d'audició
base	discurs	no?	237	635.720	637.200	0.0000	en farant de ser a feina del futur, no?	candidat ASR; pendent d'audició
base	discurs	perquè	243	651.680	656.720	0.0000	perquè ens fan sina aquest guiage, és un guiage a sigui turístic cultural o de muntanya,	candidat ASR; pendent d'audició
base	discurs	no?	247	670.000	671.400	0.0000	també, de saber on va, no?	candidat ASR; pendent d'audició
base	discurs	a veure	248	671.480	675.000	0.0000	La gent que us trobeu, sabem què va anar a veure o va anar a descobrir,	candidat ASR; pendent d'audició
base	discurs	perquè	251	680.160	683.320	0.0000	perquè, com prind, diguéssim, aquests itineris guiats,	candidat ASR; pendent d'audició
base	discurs	no?	254	688.600	691.240	0.0000	i a partir d'allà també és una experiència per ells, no?	candidat ASR; pendent d'audició
base	discurs	evidentment	255	691.320	693.040	0.0000	Evidentment, no se'ls explicarà tot,	candidat ASR; pendent d'audició
base	discurs	perquè	256	693.120	695.040	0.0000	perquè, si no, després no té cap en can.	candidat ASR; pendent d'audició
base	discurs	és a dir	257	695.120	698.680	0.0000	És a dir, la gent saps si va veure els romànic, les païcolums,	candidat ASR; pendent d'audició
base	discurs	a veure	261	706.360	709.520	0.0000	No, normalment quan vols anar a veure un museu,	candidat ASR; pendent d'audició
base	discurs	a veure	262	709.600	713.240	0.0000	quan vols anar a veure, o, per exemple, una de les visites,	candidat ASR; pendent d'audició
base	discurs	no?	263	713.320	715.880	0.0000	t'he atralitzat, ells, i explica, perquè et compre, no?	candidat ASR; pendent d'audició
base	discurs	perquè	263	713.320	715.880	0.0000	t'he atralitzat, ells, i explica, perquè et compre, no?	candidat ASR; pendent d'audició
base	discurs	vull dir	264	715.960	719.360	0.0000	Vull dir, tu t'hagessin de les teves eines de venda per captar.	candidat ASR; pendent d'audició
base	discurs	bé	266	721.600	723.360	0.0000	s'ha bé vendre la moto.	candidat ASR; pendent d'audició
base	discurs	bueno	267	723.440	725.720	0.0000	Bueno, sí, d'aquesta manera, podem dir així,	candidat ASR; pendent d'audició
base	discurs	bueno	268	725.800	728.240	0.0000	però bueno, per això tenim els informadors turístics	candidat ASR; pendent d'audició
base	discurs	evidentment	273	737.600	739.880	0.0000	i, evidentment, això, i tu, d'allà abans, fora d'entena,	candidat ASR; pendent d'audició
base	discurs	bueno	277	748.240	751.240	0.0000	Bueno, perquè fa les contractacions de recursos humans,	candidat ASR; pendent d'audició
base	discurs	perquè	277	748.240	751.240	0.0000	Bueno, perquè fa les contractacions de recursos humans,	candidat ASR; pendent d'audició
base	discurs	no?	278	751.320	753.640	0.0000	a l'impor real, tampoc no el sé massa, no?	candidat ASR; pendent d'audició
base	discurs	perquè	279	753.720	756.680	0.0000	Però, perquè fa als itenaris guiats, que diguéssim que és tota la producció,	candidat ASR; pendent d'audició
base	discurs	no?	282	763.840	765.240	0.0000	de contractar amb una empresa, no?	candidat ASR; pendent d'audició
base	discurs	perquè	286	773.200	775.240	0.0000	o perquè hi ha molt poques empreses que s'ediquin a d'això.	candidat ASR; pendent d'audició
base	discurs	bueno	288	778.360	781.280	0.0000	Perquè, bueno, jo, pel que sé només en conecuna,	candidat ASR; pendent d'audició
base	discurs	perquè	288	778.360	781.280	0.0000	Perquè, bueno, jo, pel que sé només en conecuna,	candidat ASR; pendent d'audició
base	discurs	doncs	293	790.680	792.200	0.0000	doncs té molta repercussió.	candidat ASR; pendent d'audició
base	discurs	no?	294	792.280	795.680	0.0000	Les famílies surten ancantades o no?	candidat ASR; pendent d'audició
base	discurs	doncs	301	809.880	813.040	0.0000	Producte familiar, o vegades, doncs parelles, o soles, igual,	candidat ASR; pendent d'audició
base	discurs	a veure	303	814.600	818.200	0.0000	entre una senyora del país que va anar a veure la visita	candidat ASR; pendent d'audició
base	discurs	vull dir	305	820.040	822.800	0.0000	Vull dir, no té per què, vull dir família, no família,	candidat ASR; pendent d'audició
base	discurs	vull dir	306	822.880	827.240	0.0000	vull dir, és un contingut que tothom pot gaudir, né?	candidat ASR; pendent d'audició
base	discurs	és a dir	317	850.040	853.280	0.0000	És a dir, potser, fins i tot, els d'aquí hauríem de profitar de tot això,	candidat ASR; pendent d'audició
base	discurs	bueno	323	869.600	872.360	0.0000	Perquè, bueno, això, amb més tàstiques, nosaltres ho tenim,	candidat ASR; pendent d'audició
base	discurs	perquè	323	869.600	872.360	0.0000	Perquè, bueno, això, amb més tàstiques, nosaltres ho tenim,	candidat ASR; pendent d'audició
base	discurs	doncs	324	872.440	877.880	0.0000	però, per exemple, la Vall d'Enclà, doncs és més aviat turística.	candidat ASR; pendent d'audició
base	discurs	doncs	331	894.640	898.440	0.0000	doncs es compren un usuari del país.	candidat ASR; pendent d'audició
base	discurs	bé	332	898.520	900.680	0.0000	Que està molt bé, que ens posem una miqueta amb la Vall d'Enclà,	candidat ASR; pendent d'audició
base	discurs	vull dir	333	900.760	903.960	0.0000	que sí hem de conèixer, vull dir, nosaltres, és el que volem,	candidat ASR; pendent d'audició
base	discurs	bueno	347	938.080	942.320	0.0000	Sí, sí. Sí, bueno, segueixen fent història d'endorra.	candidat ASR; pendent d'audició
base	discurs	doncs	349	945.160	949.640	0.0000	doncs és una història d'endorra, i dins de la classeca,	candidat ASR; pendent d'audició
base	discurs	clar	352	956.800	959.360	0.0000	no ho sé, vull dir, clar que està més endèl·educativa,	candidat ASR; pendent d'audició
base	discurs	vull dir	352	956.800	959.360	0.0000	no ho sé, vull dir, clar que està més endèl·educativa,	candidat ASR; pendent d'audició
base	discurs	bé	356	966.880	969.720	0.0000	Esté bé lopes que hem fet la classe d'història d'endorra que l'he espectacular.	candidat ASR; pendent d'audició
base	discurs	a veure	358	972.320	975.120	0.0000	A veure, que preto, perquè ens queden res dels 3 minutets,	candidat ASR; pendent d'audició
base	discurs	perquè	358	972.320	975.120	0.0000	A veure, que preto, perquè ens queden res dels 3 minutets,	candidat ASR; pendent d'audició
base	territorial	parròquia	359	975.200	979.200	0.0000	un dels objectius de l'oferta d'aquest ediciós potencial de la parròquia,	candidat ASR; pendent d'audició
base	discurs	bueno	364	991.520	993.800	0.0000	perquè, bueno, d'alguna cosa es parla també.	candidat ASR; pendent d'audició
base	discurs	perquè	364	991.520	993.800	0.0000	perquè, bueno, d'alguna cosa es parla també.	candidat ASR; pendent d'audició
base	discurs	evidentment	373	1014.120	1015.920	0.0000	Evidentment, i depèn de cada grup,	candidat ASR; pendent d'audició
base	discurs	doncs	374	1016.000	1017.960	0.0000	doncs ja vegades hi ha grups, que són més serioses,	candidat ASR; pendent d'audició
base	discurs	bueno	376	1021.720	1024.880	0.0000	I, bueno, ens trobem de tot, vull dir, però és pergaudir.	candidat ASR; pendent d'audició
base	discurs	vull dir	376	1021.720	1024.880	0.0000	I, bueno, ens trobem de tot, vull dir, però és pergaudir.	candidat ASR; pendent d'audició
base	discurs	no?	377	1024.960	1027.720	0.0000	Definitiva, vegades les vacances són pergaudir-les, no?	candidat ASR; pendent d'audició
base	discurs	no?	381	1036.160	1038.160	0.0000	És la novetat d'aquest any, no?	candidat ASR; pendent d'audició
base	discurs	doncs	391	1063.040	1066.640	0.0000	i a les aules de muntanya, doncs els hi fan circuit fins...	candidat ASR; pendent d'audició
base	discurs	doncs	394	1071.480	1073.480	0.0000	doncs a les aules arriben més lluny o no?	candidat ASR; pendent d'audició
base	discurs	no?	394	1071.480	1073.480	0.0000	doncs a les aules arriben més lluny o no?	candidat ASR; pendent d'audició
base	discurs	perquè	395	1073.560	1076.520	0.0000	Aquí ho he fet un corta i pega perquè ho he ajuntat tot.	candidat ASR; pendent d'audició
base	discurs	a veure	397	1078.800	1081.040	0.0000	A veure, acabo, mira, ja no t'atava al mes.	candidat ASR; pendent d'audició
base	discurs	perquè	401	1089.800	1093.320	0.0000	perquè l'estenim... jo penso que l'estenim molt ben esorganitzades,	candidat ASR; pendent d'audició
base	discurs	clar	404	1099.000	1103.000	0.0000	A les aules està molt clar, quins dies les fem amb cada idioma.	candidat ASR; pendent d'audició
base	discurs	per tant	405	1103.080	1105.800	0.0000	Per tant, de moment no és una barreira.	candidat ASR; pendent d'audició
base	discurs	no?	409	1112.400	1117.240	0.0000	El guiat també ens agraden que tingui el contacte amb el grum, no?	candidat ASR; pendent d'audició
base	discurs	no?	410	1117.320	1118.760	0.0000	No, sí que ho veia, no?	candidat ASR; pendent d'audició
base	discurs	a veure	413	1124.800	1126.920	0.0000	A veure, a despreferir això també és a aquest contacte,	candidat ASR; pendent d'audició
base	discurs	clar	415	1128.920	1131.160	0.0000	si tens diverses preguntes, a les aules clar,	candidat ASR; pendent d'audició
base	discurs	perquè	419	1139.760	1142.040	0.0000	No sé si és perquè s'apuntem més o menys gent,	candidat ASR; pendent d'audició
base	discurs	doncs	441	1200.680	1203.320	0.0000	Doncs potser sí, que rendi en aquestes 6.	candidat ASR; pendent d'audició
base	discurs	doncs	443	1204.480	1206.680	0.0000	Doncs a la Reserra s'han de dues termes previamente,	candidat ASR; pendent d'audició
base	discurs	evidentment	446	1210.200	1212.120	0.0000	al preu, perquè, evidentment,	candidat ASR; pendent d'audició
base	discurs	perquè	446	1210.200	1212.120	0.0000	al preu, perquè, evidentment,	candidat ASR; pendent d'audició
base	discurs	clar	454	1226.440	1230.440	0.0000	que és la de la Vaiden, clar, que tenen un preu de uns 12 euros,	candidat ASR; pendent d'audició
base	discurs	bé	457	1236.160	1238.360	0.0000	m'ho sé que bé, primer, perquè això m'ho has explicat més d'un que vingut,	candidat ASR; pendent d'audició
base	discurs	perquè	457	1236.160	1238.360	0.0000	m'ho sé que bé, primer, perquè això m'ho has explicat més d'un que vingut,	candidat ASR; pendent d'audició
base	discurs	perquè	458	1238.440	1240.920	0.0000	perquè potser s'ha de saber quines condicions físiques estàs.	candidat ASR; pendent d'audició
base	discurs	perquè	459	1241.000	1243.760	0.0000	Perquè vinc-ho explicar a punt, que fa visites a ínglis,	candidat ASR; pendent d'audició
base	discurs	clar	462	1250.680	1252.480	0.0000	amb xancles, com se li diu, doncs clar,	candidat ASR; pendent d'audició
base	discurs	doncs	462	1250.680	1252.480	0.0000	amb xancles, com se li diu, doncs clar,	candidat ASR; pendent d'audició
base	discurs	vull dir	463	1252.560	1254.680	0.0000	vull dir, abans, els idus, no, ven calçat,	candidat ASR; pendent d'audició
base	discurs	doncs	464	1254.760	1257.560	0.0000	aigua, a la gorra, que és superimportant, doncs...	candidat ASR; pendent d'audició
base	discurs	doncs	466	1259.960	1262.600	0.0000	com que estem de vacances, doncs, no ens és igual, tothom, no?	candidat ASR; pendent d'audició
base	discurs	no?	466	1259.960	1262.600	0.0000	com que estem de vacances, doncs, no ens és igual, tothom, no?	candidat ASR; pendent d'audició
base	discurs	doncs	473	1274.120	1278.400	0.0000	Doncs totes aquestes propostes i, en fi, que torno a convuls,	candidat ASR; pendent d'audició
base	discurs	bé	476	1282.840	1285.040	0.0000	i no passa molt bé, doncs, com vulguem, pot tornar.	candidat ASR; pendent d'audició
base	discurs	doncs	476	1282.840	1285.040	0.0000	i no passa molt bé, doncs, com vulguem, pot tornar.	candidat ASR; pendent d'audició
base	discurs	a veure	477	1285.120	1287.280	0.0000	-A veure, que ens ho passem bé aquí,	candidat ASR; pendent d'audició
base	discurs	bé	477	1285.120	1287.280	0.0000	-A veure, que ens ho passem bé aquí,	candidat ASR; pendent d'audició
base	discurs	bé	479	1290.040	1292.200	0.0000	que s'ho pot passar molt bé, i que no tot s'acabe,	candidat ASR; pendent d'audició
base	discurs	doncs	480	1292.280	1294.600	0.0000	doncs a entrar a botigues supermercats i altres coses,	candidat ASR; pendent d'audició
base	discurs	doncs	485	1303.360	1305.560	0.0000	no són el dissabte, doncs per tant, amb l'estat.	candidat ASR; pendent d'audició
base	discurs	per tant	485	1303.360	1305.560	0.0000	no són el dissabte, doncs per tant, amb l'estat.	candidat ASR; pendent d'audició
base	discurs	bé	487	1307.360	1310.120	0.0000	-El que pica bé l'escombra el pis de del que els hi ha d'organització,	candidat ASR; pendent d'audició
base	discurs	bé	490	1315.360	1317.680	0.0000	-I s'ha bé vendre, que van estudiar amb l'home,	candidat ASR; pendent d'audició
base	discurs	bé	491	1317.760	1319.600	0.0000	però no s'ha bé vendre en la moto,	candidat ASR; pendent d'audició
base	discurs	bé	497	1330.800	1333.720	0.0000	I a gent que pensava que Endorra s'acaba bé canilló,	candidat ASR; pendent d'audició
base	territorial	Escaldes	498	1333.800	1336.360	0.0000	o els que pujen Endorra la vella cap a escaldes,	candidat ASR; pendent d'audició
base	discurs	llavors	500	1338.480	1340.920	0.0000	Llavors, no, ja la font del metge, ja 50.000 coses per veure...	candidat ASR; pendent d'audició
base	discurs	doncs	503	1345.080	1348.240	0.0000	-I Endorra la vella, doncs és això té un gran potencial,	candidat ASR; pendent d'audició
base	discurs	doncs	507	1354.960	1356.960	0.0000	-Doncs que torni quan vulguis. -Gràcies, escà.	candidat ASR; pendent d'audició
base	discurs	perquè	511	1365.440	1368.440	0.0000	Perquè anem a parlar de cómics, anem a parlar de super-slopes.	candidat ASR; pendent d'audició
base	discurs	perquè	514	1372.680	1375.680	0.0000	perquè ho explique i quina importància té aquest personatge.	candidat ASR; pendent d'audició
